Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
畿	jī	imperial domain; area near capital	田			
掸	dǎn	to dust; a duster	手			
镣	liào	fetters	金			
骁	xiāo	excellent horse; brave, valiant	馬			
椽	chuán	beams, rafters, supports	木			
侗	dòng	big; ignorant; rude, rustic	人			
滦	luán	river and county in Hebei province	水			
荩	jìn	a kind of weed; faithfulness	艸			
泓	hóng	clear, deep pool of water	水			
蚱	zhà	grasshopper; (edible) locust; cicada	虫			
癜	diàn	erythema	疒			
酯	zhǐ	ester	酉			
體	tǐ	body; group, class, body, unit	骨			
癸	guǐ	10th heavenly stem	癶			
蚜	yá	plant louse, aphids	虫			
扪	mén	stoke, pat, feel by hand, grope	手			
庑	wǔ	corridor, hallway; luxuriant	广			
歆	xīn	like, admire; willingly, gladly; to quicken	à			
蝮	fù	venomous snake, viper	虫			
蹶	jué	stumble, fall down; trample	足			
弈	yì	Chinese chess	廾			
庋	guǐ	a cupboard or pantry to store	广			
喟	kuì	heave sigh, sigh	口			
滂	pāng	torrential; voluminous	水			
啕	táo	wail	口			
蛎	lì	oyster	虫			
獭	tǎ	otter	犬			
槁	gǎo	wither; withered, rotten, dead	木			
翊	yì	flying; assist, help; respect	羽			
龊	chuò	narrow, small; dirty	齒			
邺	yè		邑			
莘	shēn	long; numerous; a marsh plant whose root is used for medicine	艸			
燮	xiè	harmonize, blend; adjust	火			
剁	duò	chop by pounding, mince, hash	刀			
觐	jìn	have imperial audience	見			
铛	dāng	frying pan; warming vessel	金			
谗	chán	slander, defame, misrepresent	言			
镍	niè	nickel	金			
臃	yōng	swell up; swelling; fat	肉			
墒	shāng	wet tilth	土			
晔	yè	bright; radiant; thriving	日			
燔	fán	to roast; to burn	火			
嘭	pēng	syllable; (Cant.) to chase, drive away	口			
涿	zhuō	drip, dribble, trickle	水			
醯	xī	vinegar; pickle; acid	酉			
箩	luó	bamboo basket	竹			
鄱	pó	county and lake in Jiangxi	邑			
睨	nì	look askance at, glare at; squint	目			
诤	zhēng	to expostulate; to remonstrate	言			
坳	ào	a hollow in the ground, a cavity, depression; undulating, depressed	土			
鹭	lù	heron, egret; Ardea species (various)	鳥			
砷	shēn	arsenic	石			
唏	xī	weep or sob; grieve	口			
伲	nì	we (Shanghai dialect)	人			
猬	wèi	vulgar; wanton; low; many; varied; a hedgehog, porcupine	犬			
琥	hǔ	jewel in shape of tiger; amber	玉			
殁	mò	die; death; dead	歹			
蚩	chī	worm; ignorant, rustic; laugh	虫			
泾	jīng	name of a river	水			
缥	piāo	light blue silk; dim; misty	糸			
殓	liàn	dress corpse for burial	歹			
鳅	qiū	loach	魚			
氰	qíng	cyanogen; ethane dinitrile	气			
诋	dǐ	slander, comdemn, reproach	言			
刍	chú	mow, cut grass; hay, fodder	彐			
芷	zhǐ	angelica, type of iris	艸			
嶙	lín	precipitous	山			
逅	hòu	meet unexpectedly	辵			
舫	fǎng	fancy boat, yacht	舟			
呓	yì		口			
唰	shuā	swish, rustle	口			
茁	zhuó	to sprout, flourish; sprouts appearing above-ground; vigorous	艸			
馑	jǐn	time of famine or crop failure	食			
妫	guī	family name	女			
骧	xiāng	gallop about with head uplifted	馬			
苷	gān	licorice	艸			
擢	zhuó	pull up, draw up; select	手			
峋	xún	ranges of hills stretching on beyond another irregular peaks	山			
袂	mèi	sleeves	衣			
懑	mèn	be sick at heart, sorrowful, sad	心			
蓑	suō	rain coat made of straw, coir, etc.	艸			
與	yǔ	and; with; to; for; give, grant	臼			
涞	lái	river in Hebei province; creek	水			
祉	zhǐ	happiness, blessings, good luck	示			
踹	chuài	trample, tread on, kick; to crush	足			
掇	duō	collect, gather up, pick up	手			
沏	qī	infuse	水			
诳	kuáng	deceive, lie, delude, cheat	言			
噫	yī	belch; alas	口			
饽	bō	ferrule	食			
饪	rèn	cooked food; cook until well done	食	6		
绺	liǔ	skein; tuft, lock; wrinkle	糸			
谘	zī	consult, confer; communicate in	言			
飧	sūn	evening meal, supper; cooked food	食			
迳	jìng	pass by, approach; direct	辵			
铡	zhá	sickle for cutting grass or hay	金			
枞	cōng	fir tree	木			
熨	yùn	iron, press	火	6		
鋈	wù	silver plating	金			
荭	hóng	herb	艸			
