Phrase	Grammar	Transcription	Translation	Notes
видети, видим			widzieć	
град			miasto	
главни град			stolica	
десни, -а, -о			prawy	
диван, -на, -но			piękny; wspaniały; dziwny	
длан			dłoń	
ера			era	
занимљив, -и, -а, -о			interesujący	
зоолошки, -а, -о			zoologiczny	
зоолошки врт			ogród zoologiczny	
излетиште			miejsce odpoczynku poza miastem	
као			jakby; jako	
кеј			nabrzeże	
колач			ciasto	
купати се, купам се			kąpać się	
леви, -а, -о			lewy	
музеј			muzeum	
обала			brzeg	
одмарати се, одмарам се			odpoczywać	
омиљен, -и, -а, -о			ulubiony	
поглед			wygląd	
позивати, позивам			zapraszać	
познат, -и, -а, -о			znany	
позориште			teatr	
Народно позориште			Teatr Narodowy	
посластичарница			kawiarnia; cukiernia	
прво			najpierw; po pierwsze; przede wszystkim	
преко			podczas; w trakcie; naprzeciw	
преко лета (зиме)				
преко пута			przeciwko	
рад			praca	
разгледати, разгледам			oglądać	
симбол			symbol	
сјајан, -ни, -на, -но			jaśniejący; błyszczący	
скулптор			rzeźbiarz	
споменик			pomnik	
сунчати се, сунчам се			opalać się	
стваран, -ни, -на, -но			prawdziwy	
стварно?			naprawdę?	
тврђава			twierdza	
чесма			źródło	
шетња			spacer	
