Phrase	Grammar	Transcription	Translation	Notes
бавити се, бавим се чим			trenować coś; ćwiczyć coś	
базен			basen	
биоскоп			kino	
бријати се, бријем се			golić się	
важити, важим			być uważanym za; słynąć jako; być w użyciu; być ważnym; działać	
Важи!			W porządku! Dobrze! Niech będzie!	
вечера			kolacja	
вечерати, вечерам			jeść kolację	
видети се, видим се			spotkać się	
враћати се, враћам се			wracać	
гужва			ścisk; tłok; bójka	
бити у гужви			być zajętym; nie mieć wolnego czasu	
два пута недељно			dwa razy w tygodniu	
договорено!			Umowa stoi!	
домаћи, -а, -е			domowy	
домаћи задатак			praca domowa	
доручак			śniadanie	
доручковати, доручкујем			jeść śniadanie	
заједно			razem; wspólnie	
заузет, -а, -о			zajęty	
изгледати, изгледам			wyglądać	
излазити, излазим			wychodzić	
ићи, идем			iść; chodzić; jechać; jeździć	
ићи аутобусом			jechać autobusem	
ићи пешице			iść pieszo	
каснити, касним			spóźniać się	
кафић			kawiarnia	
кретати, крећем			wyjeżdżać; wyruszać	
менза			stołówka	
мислити, мислим			myśleć; rozmyślać	
обавеза			obowiązek	
облачити се, облачим се			ubierać się	
одговарати, одговарам			odpowiadać	
одлазити, одлазим			odjeżdżać; wyruszać	
озбиљан, -ни, -на, -но			poważny	
онда			zatem; wtedy	
отићи, отидем			odejść; odjechać	
пешице			pieszo	
пливање			pływanie	
посећивати, посећујем			zwiedzać; odwiedzać	
починак			odpoczynek	
почињати, почињем			zaczynać; zaczynać się	
прати, перем			myć; prać	
прати зубе			myć zęby	
предлагати, предлажем			proponować	
радити, радим			robić	
радити јутарњу гимнастику			robić gimnastykę poranną	
радан, -ни, -на, -но			robotniczy	
радни дан			dzień roboczy	
рачунар			komputer	
ручак			obiad	
ручати, ручам			jeść obiad	
семинарски, -а, -о			z seminarium	
семинарски рад			praca na kursie; praca na seminarium	
сретати, срећем			spotykać	
стизати, стижем			dogonić; zdążyć; przybyć	
студије			studia	
тренинг			trening	
тренирати, тренирам			trenować	
трчати, трчим			biegać	
туширати се, туширам се			brać przysznic	
ужина			podwieczorek	
ужинати, ужинам			jeść podwieczorek	
умивати се, умивам се			myć się	
челичити, челичим			hartować; wzmacniać	
чути се, чујем се			być słyszanym	
