Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鐧	jiān	kind of rapier	金			
鐳	léi	radium	金			
鑱	chán	spade, trowel	金			
鑾	luán	bells hung on horse; bells hung	金			
镃	zī	hoe; mattock	金			
閬	làng	high door; high gate; high, lofty	門			
閾	yù	threshold; separated, confined	門			
閿	wén	name of a district in Henan province	門			
陜	xiá	narrow; mountain pass	阜			
陝	shǎn	mountain pass; Shaanxi province	阜			
à	yīn		雨			
鞏	gǒng	bind; firm, secure, strong	革			
鞖	suī		革			
韨	fú	a leather knee-pad worn during sacrifices	韋			
韼	péng		音			
韽	ān		音			
àà	bān	confer, bestow; publish, promulgate	àà			
àà	yí	cheeks; jaw; chin; rear; to nourish	àà			
顛	diān	top, peak, summit; upset	àà			
飳	tǒu		食			
飸	tāo		食			
餆	yáo		食			
館	guǎn	public building	食			
饅	mán	steamed bread; steamed dumplings	食			
駐	zhù	to be stationed at, reside at; to stop	馬			
駡	mà	accuse, blame, curse, scold	口			
駷	sǒng		馬			
騁	chěng	gallop horse; hasten, hurry	馬			
騫	qiān	raise, hold high; fly, soar	馬			
騷	sāo	harass, bother, annoy, disturb, agitate; sad, grieved	馬			
騼	lù		馬			
髕	bìn	kneecap	骨			
魜	rén	mermaid; manatee	魚			
鰫	yóng		魚			
鱗	lín	fish scales	魚			
鱽	dāo	the mullet	魚			
鲬	yǒng	a flathead (fish)	魚			
鴻	hóng	species of wild swan; vast	鳥			
鶆	lái		鳥			
鶊	gēng	oriole	鳥			
鷳	xián	the silver pheasant, Lophura nycthemera	鳥			
鷿	pì	a kind of bird resembling the duck; much smaller	鳥			
鸁	luó		鳥			
麞	zhāng	roebuck, Moschus chinloo	鹿			
鼏	mì	cover of tripod caldron	鼎			
鼜	qì		鼓			
鼫	shí	marmot; squirrel	à			
齦	kěn	gums	齒			
䦂	shàn	(simplified form of 䥇) sarmarium (Sm); old ideograph for 鋱, terbium (Tb); (same as 釤) a sickle with a long handle, to swing a sickle to cut (grass or wheat)				
䲟	yìn	(simplified form of 鮣) a kind of fish, live in the ocean, dark brown color with two white vertical marks; flat shaped head				
䴓	shī	general term for a group of small birds				
䴕	liè	a woodpecker				
䶮	yǎn					
盬	gǔ	salt pit; leisure; pot; drink	皿			
祅	yāo	calamities, disasters; ormazda	示			
禡	mà	a sacrifice at the beginning of a military campaign or on the 2nd and 16th day of the lunar month	示			
禭	suì		示			
糱	niè	fermenting grain; yeast	米			
縂	zǒng	collect; overall, altogether	糸			
àà	niè		虫			
軷	bá	sacrifice	車			
鄮	mào		邑			
釱	dì	fetters; to fetter	金			
銦	yīn	indium	金			
錣	zhuì	armor neckplates	金			
鑢	lǜ	file, rasp; file; polish; (Cant.) to cut	金			
钑	jí	spear	金			
饟	xiǎng	rations and pay for soldiers; dried rice	食			
鯅	shān		魚			
鼊	bì		黽			
䴖	jīng	a kind of water bird				
簫	xiāo	musical instrument like pan-pipes, bamboo flute	竹			
粛	sù	pay respects; reverently	聿			
粻	zhāng	provisions	米			
饈	xiū	food, meal; eat; offer	食			
盌	wǎn	bowl, basin, cup	皿			
瞂	fá		目			
鋅	xīn	zincum	金			
靮	dí	bridle	革			
盨	xǔ		皿			
県	xiàn	county, district, subdivision	目			
箥	bǒ		竹			
簕	lè	(Cant.) thorn	竹			
臖	xìng		肉			
鎔	róng	fuse, melt, smelt; mold	金			
鏐	liú	pure gold	金			
顔	yán	face, facial appearance	àà			
盿	mín		目			
萵	wō	lettuce	艸			
蔊	hǎn		艸			
覥	tiǎn	ashamed	見			
貲	zī	property; wealth; to count	貝			
驢	lǘ	donkey, ass	馬			
鶸	ruò	light yellowish-green	鳥			
磑	wéi	stone mill; grind; break apart	石			
窎	diào	deep; distant	穴			
詒	yí	bequeath, pass on to future generations	言			
鉔	zā		金			
鏱	zhang		金			
隺	hú	a bird flying high ambition	隹			
