Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鋒	fēng	point of spear, sharp point	金			
鋰	lǐ	lithium	金			
鋷	zuì		金			
à	dìng	spindle, slab, cake, tablet	金			
錦	jǐn	brocade, tapestry; embroidered	金			
鎲	tǎng		金			
鏈	liàn	chain, wire, cable; chain, shack	金			
鏟	chǎn	spade, shovel, trowel, scoop	金			
鐑	qiè		金			
鐬	huì		金			
鑲	xiāng	insert, inlay, set, mount; fill	金			
鑴	xī	to engrave or carve, as a block for printing	金			
鑿	záo	chisel; bore, pierce	金			
镻	dié		長			
閑	xián	fence, barrier; defend; idle time	門			
閰	jú		門			
閳	chǎn		門			
閴	qù	quiet	門			
閹	yān	castrate; eunuch	門			
闌	lán	door screen; railing fence	門			
闡	chǎn	explain, clarify, elucidate	門			
陮	duì		阜			
陻	yīn	small hill, mound; bury; dam	阜			
霂	mù	fine rain, drizzle	雨			
靵	niǔ		革			
鞊	jié		革			
鞛	běng		革			
韓	hán	fence; surname; Korea	韋			
韴	zá		音			
韷	lè		音			
àà	xū	grieved; anxious	àà			
àà	ě	to care for, to look after to regard; to turn the head round to look	àà			
àà	dùn	pause, stop; bow, kowtow; arrange	àà			
àà	hé	mouth; jaw	àà			
顕	xiǎn	manifest, display; evident, clear	àà			
顨	xùn		àà			
顴	quán	cheek bones	àà			
飷	jiě		食			
飺	cí		食			
飾	shì	decorate, ornament, adorn; to deceive	食			
餀	hài	tainted food	食			
餌	ěr	bait; bait, entice; dumplings	食			
餓	è	hungry; greedy for; hunger	食			
饒	ráo	bountiful, abundant, plentiful	食			
饡	zàn		食			
饳	duò		食			
饻	xī		食			
馴	xún	tame, docile, obedient	馬			
駜	bì	strong horse	馬			
駣	táo		馬			
駥	róng		馬			
駨	xūn		馬			
駶	jú		馬			
騰	téng	fly; gallop; run; prance; rise	馬			
騿	zhāng		馬			
驁	ào	wild horse, mustang; wild	馬			
驇	zhì	heavy horse; horse unable to move because of twisted leg; plodding	馬			
驑	liú		馬			
驕	jiāo	spirited horse; haughty	馬			
驖	tiě	black (horse)	馬			
驥	jì	thoroughbred horse; refined	馬			
髞	sào	high, imposing, eminent	高			
鬀	tì	to shave	髟			
鬄	dí		髟			
鬅	péng	unkempt hair; loose; flowing hair; (Cant.) 鬅à, to be slovenly dressed	髟			
鬢	bìn	hair on temples	髟			
鬧	nào	quarrel; dispute hotly	鬥			
魰	wén	the flying-fish	魚			
魵	fén	shrimp	魚			
魸	pian		魚			
魺	hé		魚			
鯊	shā	shark	魚			
鯐	zou		魚			
鯓	ní		魚			
鯖	zhēng	mackerel	魚			
鯗	xiǎng	dried fish	魚			
鰞	wū	squid	魚			
鰬	qián		魚			
鰵	mǐn	codfish	魚			
鰸	qū		魚			
鰻	mán	eel	魚			
鱌	xiàng		魚			
鱺	lí	eel	魚			
鳩	jiū	pigeon, dove; collect, assemble	鳥			
鳪	bú		鳥			
鳶	yuān	kite; Milvus species (various)	鳥			
鴭	duī		鳥			
鴳	yàn	quail	鳥			
鴴	héng		鳥			
鴵	xiāo		鳥			
鴺	tí	the pelican	鳥			
鴽	rú	a species of bird resembling quail	鳥			
鵁	jiāo	the fishing cormorant	鳥			
鵝	é	goose	鳥			
鶈	qī		鳥			
鶐	shù		鳥			
鶓	miáo	emu	鳥			
鶩	wù	duck	鳥			
鶴	hè	crane; Grus species (various)	鳥			
鷩	bì	pheasant	鳥			
