Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
轘	huán	tear asunder between chariots	車			
鐓	duì	ferrule; castrate	金			
筘	kòu		竹			
鲝	zhǎ		魚			
睏	kùn	be tired, sleepy	目			
蔸	dōu	counter for plant	艸			
镚	bèng	small coin	金			
痦	wù		疒			
秵	yīn		禾			
臎	cuì		肉			
葴	zhēn		艸			
蝟	wèi	hedgehog	虫			
訂	dìng	draw up agreement; arrange	言			
泖	mǎo	still waters; river in Jiangsu	水			
骟	shàn	geld, castrate	馬			
锽	huáng	weapon	金			
犋	jù		牛			
眵	chī	eyes diseased and dim	目			
耩	jiǎng	to plough. to sow	耒			
筢	pá	rake	竹			
躔	chán	follow in, imitate; rut, path	足			
鬏	jiū	a coiffure on top of the head	髟			
黪	cǎn	grey black	黑			
䞍	qíng	(simplified form of 䝼) to bestow, to confer upon; to grant to				
祔	fù		示			
à	chuí	horse whip; flog	竹			
舲	líng	small boat with windows; houseboat	舟			
蒷	yún		艸			
蜺	ní	reflection of rainbow	虫			
襢	tǎn	strip; lay bare; bared; naked	衣			
謺	zhé		言			
劐	huō	destroy	刀			
貯	zhù	store, stockpile, hoard	貝			
搋	chuāi	to thump	手			
醊	zhuì	to pour wine in a libation	酉			
廒	áo	a granary	广			
洚	jiàng	a flood	水			
胲	hǎi		肉			
韥	dú		韋			
饘	zhān	gruel	食			
馂	jùn	leftovers	食			
筅	xiǎn	bamboo brush; halberd	竹			
鳆	fù	abalone	魚			
鲊	zhǎ	minced and salted fish; to preserve	魚			
麗	lì	beautiful, magnificent, elegant	鹿			
篸	cǎn	a basket, hod, scuttle; a hairclasp	竹			
腄	chuí		肉			
臑	nào	soft	肉			
诐	bì	argue; biased; one-sided	言			
仳	pǐ	separate, part company	人			
趩	chì		走			
篩	shāi	sieve, filter, screen; sift	竹			
簾	lián	a blind, screen, curtain	竹			
絪	yīn	matting; coverlet; cloudy	糸			
绹	táo	to braid, twist; twisted or braided	糸			
膵	cuì	pancreas	肉			
蕗	lù	leucacene	艸			
蝘	yǎn	gecko, kind of cicada	虫			
à	zhì	book cover; satchel or bag	衣			
賸	shèng	leftovers, residue, remains	貝			
葙	xiāng	feather cockscomb (Celosia argentea)	艸			
遊	yóu	wander, roam, travel	辵			
饑	jī	starve, be hungry; famine	食			
驀	mò	suddenly, quickly, abruptly	馬			
祪	guǐ		示			
禘	dì	imperial ancestor worship	示			
臺	tái	tower, lookout; stage, platform	至			
菍	niè		艸			
髒	zāng	dirty; firm; fat	骨			
軸	zhóu	axle, axletree; pivot; axis	車			
釘	dīng	nail, spike; pursue closely	金			
àà	qǐng	a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean	àà			
仉	zhǎng	surname of the mother of Mencius	人			
氕	piē	hydrogen-1, protium	气			
矔	guàn		目			
緒	xù	end of thread; thread	糸			
脅	xié	ribs; armpits; flank; threaten	肉			
臒	wò		肉			
苿	wèi		艸			
菢	bào	to incubate; to brood; to hatch	艸			
蔂	léi	basket, hod	艸			
藞	lǎ		艸			
袩	zhé		衣			
貞	zhēn	virtuous, chaste, pure; loyal	貝			
賣	mài	sell; betray; show off	貝			
跍	kū		足			
跓	zhù		足			
蹤	zōng	footprints, traces, tracks	足			
軍	jūn	army, military; soldiers, troops	車			
邿	shī	a state in Shandong province	邑			
鄰	lín	neighbor; neighborhood	邑			
醿	mí		酉			
鈨	yuan		金			
鋼	gāng	steel; hard, strong, tough	金			
駵	liú		馬			
駸	qīn	galloping; speeding	馬			
鰪	é		魚			
鱾	jǐ	name of fish	魚			
䝼	jìng	to bestow, to confer upon; to grant to	貝			
賨	cóng	tribute paid in cloth by the tribes in Szechwan and Yunnan under the Han dynasty	貝			
