Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
蝻	nǎn	immature locusts	虫			
鵰	diāo	eagle, vulture; Aquila species (various)	鳥			
讀	dú	read, study; pronounce	言			
墼	jī		土			
坩	gān	earthenware, earthenware vessel	土			
甏	bèng	a squat jar for holding wine, sauces etc.	瓦			
鹇	xián	silver pheasant, Lophura nycthemera; Lophura species (various)	鳥			
鹣	jiān	fabulous mythical bird	鳥			
舴	zé		舟			
鲭	qīng	mackerel	魚			
傺	chì	to hinder; to detain	人			
枘	ruì	the handle of tools	木			
秕	bǐ	empty grain or rice husk, chaff	禾			
糨	jiàng	starch; paste. to starch	米			
忉	dāo	grieved; distressed in mind	心			
磲	qú		石			
顒	yóng	solemn, large, grand, majestic	àà			
蟲	chóng	worms; insects	虫			
訓	xùn	teach, instruct; exegesis	言			
侑	yòu	help, assist, repay kindness	人			
萁	qí	kind of grasses	艸			
葳	wēi	luxuriant, flourishing; used for various plants	艸			
呙	guō	chat, jaw, gossip, talk; mouth	口			
鹋	miáo	emu	鳥			
貘	mò	the panther; the tapir	豸			
葶	tíng	Draba nemerosa bebe carpa	艸			
枨	chéng	door stop, door jam; touch; (Cant.) to use the body to move someone	木			
棹	zhào	oar; boat	木			
纛	dào	a banner, a streamer	糸			
籤	qiān	tally; lot; marker	竹			
規	guī	rules, regulations, customs, law	見			
資	zī	property; wealth; capital	貝			
嶷	yí	a range of mountains in Hunan province	山			
妁	shuò	act as go-between	女			
杩	mà	headboard	木			
鹛	méi		鳥			
羝	dī	ram, he-goat	羊			
骖	cān	two outside ones in three horse	馬			
祧	tiāo	an ancestral hall	示			
給	gěi	give; by, for	糸			
à	pì		水			
畎	quǎn	a drain between fields, irrigation; to flow	田			
箨	tuò	bamboo sheath, bamboo shoots	竹			
鳐	yáo	the nautilus; the ray	魚			
識	shí	recognize, understand, know	言			
à	yuǎn	distant, remote, far; profound	辵			
谿	xī	valley, gorge; mountain stream	谷			
剡	shàn	sharp, sharp-pointed; sharpen	刀			
吲	yǐn	smile at; sneer at	口			
嫫	mó		女			
戽	hù	to bale out water	戶			
糗	qiǔ	parched wheat or rice; broken grain	米			
鸮	xiāo	owl	鳥			
蕰	wēn		艸			
坼	chè	split, tear, open	土			
璺	wèn	a crack, as in porcelain	玉			
àà	lóng	cage, pen; set of bars	木			
镝	dī	dysprosium	金			
疔	dīng	carbuncle, boil, ulcer	疒			
瘰	luǒ	scrofula, swellings	疒			
谮	zèn	to slander	言			
辋	wǎng	exterior rim of wheel, felly	車			
碥	biǎn		石			
豂	liáo		谷			
竅	qiào	hole, opening, aperture	穴			
讓	ràng	allow, permit, yield, concede	言			
黒	hēi	black; dark; evil	黑			
劂	jué	chisel for engraving; engrave	刀			
潋	liàn	waves, ripples; overflow	水			
孓	jué	beautiful	子			
螋	sōu	spider millipede	虫			
鲳	chāng	the silvery pomfret, Stromateoides argenteus	魚			
铙	náo	cymbals; hand bell; disturb	金			
塄	léng	elevated bank in field	土			
萆	bì	the castor-oil plant also used for other plants	艸			
碲	dì	tellurium	石			
粋	cuì	pure; unadulterated; select	米			
纻	zhù	ramie; sack cloth	糸			
沭	shù	river in Shantung	水			
祏	shí	shrine	示			
電	diàn	electricity, electric; lightning	雨			
鱲	liè	(Cant.) 赤鱲角, Hong Kong place name	魚			
àà	pín	frequently, again and again	àà			
設	shè	build; establish; display; particle of hypothesis, supposing	言			
試	shì	test, try, experiment	言			
àà	xiàng	neck, nape of neck; sum; funds	àà			
鄩	xún	county in Shandong province	邑			
鱖	guì	mandarin fish	魚			
鱧	lǐ	snakehead	魚			
怍	zuò	to be ashamed	心			
糍	cí	food made of crushed and cooked rice	米			
鸻	héng		鳥			
仵	wǔ	similar	人			
柰	nài	crab-apple tree; endure, bear	木			
棼	fén	beams in the roof of a house confused, disordered	木			
氇	lu	thick rough serge from Tibet	毛			
氆	pǔ	thick, rough serge from Tibet	毛			
烀	hū	simmer	火			
镔	bīn	high quality iron	金			
珉	mín	stone resembling jade	玉			
