Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
銙	kuǎ		金			
鋺	yuǎn	a metal bowl	金			
錗	nèi		金			
錥	yù		金			
鍓	jí		金			
鍟	xīng	(Cant.) rust	金			
鎍	suǒ	chain; wire	金			
鎘	lì	cadmium	金			
鏿	chēng		金			
鐎	jiāo		金			
鐤	dǐng	huge tripod of bronze with two ears; sacrificial vessel	金			
鐿	yì	ytterbium	金			
鑊	huò	cauldron, large iron pot; a wok	金			
锧	zhì	tungsten, wolfram	金			
閧	hòng	boisterous; clamor, noise	門			
闛	táng		門			
隝	dǎo	dock, entrenchment, low wall	阜			
隥	dèng		阜			
隦	jiǎo		阜			
靄	ǎi	cloudy sky, haze; calm, peaceful	雨			
靱	rèn	strong and pliable, resilient	革			
鞪	mù		革			
鞺	tāng	the sound of drums	革			
鞿	jī		革			
韟	gāo		韋			
顀	chuí		àà			
飀	liú	soughing of wind; noise	風			
飥	tuō	rice cake	食			
飪	rèn	cooked food; cook until well done	食			
餒	něi	hungry, starving, famished	食			
饆	bì		食			
馿	lǘ	an ass; a donkey	馬			
癀	huáng	jaundice	疒			
驦	shuāng	horse	馬			
髉	bó		骨			
鬉	zōng		髟			
鬸	liù		鬲			
魛	dāo	the mullet	魚			
鳷	zhī	jay (Garrulus lidthi)	鳥			
鵋	jì		鳥			
鵏	bǔ		鳥			
鵨	shū		鳥			
鵼	kōng	a fabulous night-bird, grotesque monster	鳥			
鷵	tú		鳥			
鷼	xián		鳥			
鸍	mí		鳥			
鸓	lěi		鳥			
鸖	hè		鳥			
à	liú	the owl	鳥			
黶	yǎn	mole, scar, blemish	黑			
鼉	tuó	large reptile, water lizard	黽			
齰	zé	to bite	齒			
碀	chéng		石			
礇	yù		石			
禪	chán	meditation, contemplation (dhyana); to level ground for altar; abdicate	示			
筣	lí		竹			
箏	zhēng	stringed musical instrument; kite	竹			
糧	liáng	food, grain, provisions	米			
紐	niǔ	knot; button; handle, knob; tie	糸			
紳	shēn	girdle; tie, bind; gentry	糸			
綀	shū	a kind of sackcloth	糸			
緱	gōu	cord binding on hilt of sword	糸			
缾	píng	jar, bottle	缶			
羷	liǎn		羊			
耊	diè		老			
臚	lú	arrange in order; display	肉			
艍	jū		舟			
葏	jīng		艸			
àà	yíng	flies	虫			
詛	zǔ	curse; swear, pledge	言			
誽	nì		言			
諂	chǎn	flatter, truckle, toady	言			
賂	lù	bribe; give present	貝			
輧	píng	curtained carriage used by women	車			
輽	bèn	vehicle	車			
釦	kòu	button; buckle, clasp; engrave	金			
鈕	niǔ	button, knob; surname	金			
鏍	luó		金			
鏽	xiù	rust, corrode	金			
鐲	zhuó	bracelet, armband; small bell	金			
颱	tái	taiphoon	風			
饝	mó	to feed an infant by hand steamed bread	食			
騇	shè		馬			
髏	lóu	skull; skeleton	骨			
腂	lěi		肉			
臗	kuān		肉			
眀	míng		目			
àà	zhù		石			
祙	mèi	demon	示			
祳	shèn		示			
粧	zhuāng	toilet; make-up; dress up; adorn	米			
蕣	shùn	hibiscus	艸			
觓	qiú		角			
趹	jué		足			
鄍	míng	a town in Shandong province	邑			
鈡	zhōng		金			
羭	yú	good	羊			
蝄	wǎng		虫			
衸	jiè		衣			
謡	yáo	sing; folksong, ballad; rumor	言			
