Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
竷	kǎn		立			
笣	bāo		竹			
篃	mèi		竹			
簬	lù		竹			
簯	qi		竹			
粓	gān		米			
粶	lù		米			
紋	wén	line, streak, stripe; wrinkle	糸			
紓	shū	loosen, relax, relieve; extricate	糸			
絞	jiǎo	twist, wring; intertwine; winch	糸			
緹	tí	reddish color, red, brown	糸			
縷	lǚ	thread; detailed, precise	糸			
縼	xuàn		糸			
繆	móu	wind around, bind; prepare	糸			
繕	shàn	repair, mend; rewrite, transcribe	糸			
繚	liáo	wind round, rap around, bind	糸			
繞	rào	entwine; wind around; surround	糸			
绤	xì	cloth	糸			
罆	guàn	jar, jug, pitcher, pot	缶			
羈	jī	halter; restrain, hold, control	网			
翆	cuì	color green; kingfisher	羽			
翑	qú		羽			
聵	kuì	deaf	耳			
脵	gǔ	thighs, haunches, rump; share	肉			
臄	jué	palate	肉			
茽	zhòng		艸			
莊	zhuāng	village, hamlet; villa; surname	艸			
莢	jiá	pods of leguminous plants; pods	艸			
莵	tu	dodder; creeper	艸			
菕	lún		艸			
蓛	cè		艸			
蓷	tuī	motherwort, various plants of the genus Leonurus, such as L. sibiricus and L. artemesia	艸			
蓸	cáo		艸			
蔘	shēn	ginseng; huge	艸			
蔞	lóu	Artemisia stelleriana	艸			
蕘	ráo	fuel, firewood; stubble	艸			
蕼	sì		艸			
薔	qiáng	rose	艸			
藖	xián		艸			
藢	zhǐ		艸			
藶	lì	a kind of plant	艸			
蛢	píng		虫			
蟯	náo	worms	虫			
àà	qín	(Cant.) àà蟧, a spider; àà蟝, a toad	虫			
àà	zéi		虫			
àà	mǎng	python, boa constrictor	虫			
àà	lì	oyster	虫			
襪	wà	socks, stockings	衣			
覙	luó	explain in detail	見			
訑	yí	deceive, cheat; arrogant	言			
訣	jué	take leave of, bid farewell	言			
詰	jié	question, interrogate	言			
詸	mí		言			
誰	shuí	who? whom? whose? anyone?	言			
諏	zōu	consult, confer; select, choose	言			
諛	yú	flatter, truckle	言			
諮	zī	consult, confer; communicate in	言			
諱	huì	conceal; shun; regard as taboo	言			
謥	còng		言			
謨	mó	scheme, plan; plan; be without	言			
譫	zhān	talkative; incoherent talk	言			
貋	hàn		豸			
貛	huān	badger	豸			
貫	guàn	a string of 1000 coins; to go through	貝			
賓	bīn	guest, visitor; surname; submit	貝			
賞	shǎng	reward, grant, bestow; appreciate	貝			
贁	bài	to defeat to spoil or be spoiled; to corrupt or be corrupted	貝			
贂	chěn		貝			
贉	dàn	earnest money; silk label on books	貝			
趤	dàng		走			
趯	tì	jump	走			
趶	kù		足			
跔	jū	numb feet; to limp	足			
踴	yǒng	leap, jump	足			
蹆	tuǐ	(Cant.) to move in a straight line	足			
塥	gé		土			
輝	huī	brightness, luster, brilliance	車			
輰	yáng		車			
輿	yú	cart, palanquin; public opinion	車			
轂	gǔ	hub of wheel	車			
邁	mài	take a big stride; pass by	辵			
邼	kuāng		邑			
釟	bā		金			
à	luàn		金			
釣	diào	fish; fishhook; tempt, lure	金			
鈉	nà	sodium, natrium; sharpen wood	金			
鈴	líng	bell	金			
鈺	yù	rare treasure	金			
鉂	shǐ		金			
銊	xù		金			
銘	míng	inscribe, engrave; unforgettably	金			
鋤	chú	hoe; eradicate	金			
鋭	ruì	sharp	金			
錃	bēi		金			
錈	juǎn	to bend iron	金			
漭	mǎng	vast; expansive	水			
錨	máo	anchor	金			
鍤	chā	spade, shovel; marking pin	金			
鏆	guàn		金			
鐖	jī		金			
