Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
蚘	huí	tapeworm	虫			
蝺	qǔ		虫			
àà	cán	silkworms	虫			
裀	yīn	mat, coverlet; underwear	衣			
詧	chá	to examine into judicially to find out	言			
貍	lí	a fox-like animal	豸			
踘	jū	ball	足			
蹷	jué	to kick back; to stumble, slip, fall	足			
蟓	xiàng		虫			
盦	ān	lid of a caldron; Buddhist cloister	皿			
瞆	kuì	dim	目			
矰	zēng	arrow with attached silk cord	矢			
磥	lěi	a heap of stones; boulders	石			
祮	gào		示			
稛	kǔn	bind	禾			
箾	shuò	musical instrument like pan-pipes, bamboo flute	竹			
翂	fēn		羽			
胊	qú	yoke	肉			
蓺	yì	art; talent, ability; craft	艸			
薾	ěr	luxuriant growth of flower	艸			
襱	lóng	legs of trousers; overalls worn by workmen	衣			
覅	fiào		襾			
讏	wèi		言			
跅	tuò	careless, lax; dissolute	足			
踆	cūn	squat	足			
蹔	zàn	temporary; fleeting; ephemeral	足			
軐	xìn		車			
轪	dài		車			
鄤	màn	place in Henan province	邑			
醰	tán	bitter taste in wine; rich; full flavoured	酉			
鑟	dú		金			
铔	yà	soft steel; ammonium	金			
閛	pēng		門			
陙	chún		阜			
霳	lóng		雨			
顑	kǎn	yellow	àà			
镤	pú	protactinium (Pa)	金			
鵲	què	magpie; Pica species (various)	鳥			
竚	zhù	stand and wait for long time	立			
紩	zhì	to sew	糸			
聦	cōng	the hearing, to listen; astute; clever; quick of apprehension	耳			
餅	bǐng	rice-cakes, biscuits	食			
鶄	jīng	a kind of water bird	鳥			
競	jìng	contend, vie, compete	立			
簷	yán	eaves of house; brim	竹			
糵	niè	fermenting grain; grain which has sprouted; yeast	米			
紖	zhèn	a rope for leading cattle or horse	糸			
訪	fǎng	visit; ask, inquire	言			
豎	shù	vertical; perpendicular; upright	豆			
趦	zī	unable to move; to falter	走			
隸	lì	be subservient to; servant	隶			
à	sī	happy	示			
籓	fān	sieve; basket	竹			
镥	lǔ	lutetium	金			
盜	dào	rob, steal; thief, bandit	皿			
矝	lín		矛			
笖	yǐ		竹			
笧	cè	to entwine around; check (a current) with a weir	竹			
簢	mǐn		竹			
簻	zhuā	empty	竹			
籌	chóu	chip, tally, token; raise money	竹			
粍	zhé	millimetre	米			
綍	fú	rope	糸			
縕	yūn	tangled hemp, raveled silk; vague, confused	糸			
罋	wèng	earthen jar; jar for ashes	缶			
罷	bà	cease, finish, stop; give up	网			
翜	shà		羽			
膰	fán	to cook meat for a sacrifice or offering	肉			
膲	jiāo	(medicine) the three divisions of the viscera	肉			
菂	dì		艸			
葦	wěi	reed	艸			
薢	xiè	woody climbing plant	艸			
藷	shǔ	yam, tuber, potato	艸			
螞	mǎ	ant; leech	虫			
àà	mán	barbarians; barbarous, savage	虫			
袀	jūn		衣			
袐	bì		衣			
覍	biàn		見			
訌	hòng	confusion; internal strife	言			
訛	é	swindle, cheat; erroneous, wrong	言			
詿	guà	error, mistake; deceive, mislead	言			
諄	zhūn	patient, earnest; earnestly	言			
譜	pǔ	register, list, table; musical score	言			
豈	qǐ	how? what?	豆			
賢	xián	virtuous, worthy, good; able	貝			
賹	yì		貝			
遷	qiān	move, shift, change; transfer	辵			
釛	bā		金			
鈣	gài	calcium	金			
鈱	mín		金			
鈶	sì		金			
鍛	duàn	forge metal; temper, refine	金			
鍦	shī		金			
鐵	tiě	iron; strong, solid, firm	金			
閯	shà		門			
閺	wén		門			
閻	yán	village gate; surname	門			
隂	yīn	shady, secret, dark; mysterious; cold; the negative of female principle in nature	阜			
àà	sòng	laud, acclaim; hymn; ode	àà			
àà	jiá	cheeks, jaw	àà			
