Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
辂	lù	a chariot, carriage; a carriage pull-bar	車			
欷	xī	sob; sigh	à			
轾	zhì	low rear portion of cart	車			
麴	qū	yeast, leaven; surname	麥			
戢	jí	to put away; to cease; store up	戈			
趼	jiǎn	callous skin on hands or feet. blisters	足			
誤	wù	err, make mistake; interfere	言			
芈	mǐ	bleat of sheep; surname	羊			
苈	lì	a kind of plant	艸			
缍	duǒ		糸			
歃	shà		à			
à	yù	warm; warmth	火			
耜	sì	spade-shaped tool; plow	耒			
顸	hān	large face, flat face; stupid	干			
蚵	hé	oyster	虫			
哓	xiāo	garrulous; disturbed; restless	口			
澌	sī	to exhaust; to drain dry	水			
郜	gào	name of fief in Shantong bestowed on the eldest son of Wen Wang	邑			
徼	jiǎo	frontier, border; inspect, patrol	彳			
籀	zhòu	recite, read; style of calligraphy	竹			
陬	zōu	corner, cranny, nook, niche	阜			
蕤	ruí	drooping leaves; fringe soft, delicate	艸			
叻	lè	used in place names; (Cant.) smart, clever	口			
猞	shē	a wild cat; 猞猁, a lynx	犬			
洇	yīn		水			
锎	kāi	caesium	金			
舳	zhú	stern of ship	舟			
缋	huì	draw, sketch, paint	糸			
镗	tāng	boring tool	金			
褙	bèi	paper or cloth pasted together	衣			
耋	dié		老			
聬	wěng		耳			
鳡	gǎn		魚			
鲌	bà		魚			
鰽	qiú	herring	魚			
筆	bǐ	writing brush; write; stroke	竹			
簡	jiǎn	simple, terse, succinct; letter	竹			
計	jì	plan, plot; strategem; scheme	言			
語	yǔ	language, words; saying, expression	言			
謂	wèi	say, tell; call, name; be called	言			
袴	kù	pants; trousers; panties	衣			
巯	qiú	an atom group	工			
吖	yā	used in translation; (Cant.) final particle	口			
猁	lì	a kind of monkey	犬			
桷	jué	rafter; malus toringo	木			
àà	tóng	concrete	石			
锾	huán	measure; money, coins	金			
颟	mān	dawdling; thoughtless, careless	àà			
跽	jì	to kneel for a long time, to go down on hands and knees	足			
悛	quān	repent, reform	心			
桕	jiù	tallow tree	木			
艨	méng	long and narrow war-boat	舟			
颡	sǎng	the forehead; to kowtow	àà			
髹	xiū	red lacquer; to lacquer	髟			
桫	suō	horse chestnut	木			
鬆	sōng	lax, loose; loosen, relax	髟			
練	liàn	practice, drill, exercise, train	糸			
總	zǒng	collect; overall, altogether	糸			
膽	dǎn	gall bladder; bravery, courage	肉			
貝	bèi	sea shell; money, currency	貝			
葸	xǐ	afraid, bashful	艸			
屣	xǐ	straw sandals or slippers that have no heel-backs	尸			
獒	áo	mastiff, large fierce dog	犬			
瘌	là	severe; poisonous; dangerous; itch and other skin diseases	疒			
佴	èr	a second, an assistant	人			
锫	péi	berkelium	金			
隰	xí	low, damp land, marsh, swamp	阜			
醌	kūn		酉			
萬	wàn	ten thousand; innumerable	艸			
矯	jiǎo	correct, rectify, straighten out	矢			
鰕	xiā	shrimp, prawn	魚			
岽	dōng	place name in Guangxi province	山			
昃	zè	afternoon; the sun in the afternoon sky; to decline	日			
螓	qín	a small cicada with a square head	虫			
垧	shǎng	variable unit of land measure	土			
廨	xiè	government office, public office	广			
骺	hóu	tip of a long bone	骨			
黥	qíng	to tattoo; to brand the face of criminals	黑			
豳	bīn	a Zhou-dynasty state	豕			
議	yì	consult, talk over, discuss	言			
絡	luò	enmesh, wrap around; web, net	糸			
護	hù	protect, guard, defend, shelter	言			
釋	shì	interprete, elucidate; release	釆			
隨	suí	follow, listen to, submit; to accompany; subsequently, then	阜			
荑	tí	sprouts; tares	艸			
莶	xiān	vine	艸			
蓊	wěng	luxuriant vegetation; lush	艸			
揎	xuān	to pull up the sleeves and stretch out the arms; to strike with bare fists	手			
娈	luán	lovely, beautiful; docile, obedie	女			
嫜	zhāng		女			
毽	jiàn	a shuttlecock	毛			
àà	yà	to grind, to calender, to polish; to roll with a stone roller	石			
碶	qì	a flood-gate, a water-gate	石			
剀	kǎi	sharpen; carefully, thorough	刀			
薷	rú		艸			
怃	wǔ	regretful, disappointed	心			
怿	yì	enjoy, be glad, be pleased	心			
骐	qí	piebald horse; excellent horse	馬			
腧	shù	insertion point in acupuncture; acupoint	肉			
霈	pèi	torrential rains, flow of water	雨			
