Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
選	xuǎn	choose, select; elect; election	辵			
達	dá	arrive at, reach; intelligent	辵			
眬	lóng	faint, fuzzy, blurred	目			
彘	zhì	swine	彐			
à	qíng	stand for lamp; frame for bow	木			
胩	kǎ	an organic compound	肉			
旄	máo	a kind of ancient flag; old	方			
祆	xiān	Ormazda, god of the Zoroastrians; extended to god of the Manicheans	示			
伛	yǔ	humpback; stoop	人			
鲥	shí		魚			
荦	luò	brindled ox; brindled in color	艸			
暾	tūn	morning sun, sunrise	日			
脈	mài	blood vessels, veins, arteries	肉			
納	nà	admit, take, receive, accept	糸			
缌	sī	coarse cotton cloth used for mourning	糸			
飏	yáng	soar, fly, float; scatter	風			
锞	kè	ingot; acrobatic move	金			
趵	bào	noise of tramping feet	足			
跖	zhí	sole (of the foot)	足			
跬	kuǐ	to step; a stride equal to half a pace	足			
僬	jiāo	clever; alert in mind pigmies	人			
皲	jūn	crack, chap	皮			
翥	zhù	to soar; to take off	羽			
祎	yī	excellent	示			
貢	gòng	offer tribute; tribute, gifts	貝			
習	xí	practice; flapping wings	羽			
閉	bì	shut, close; obstruct, block up	門			
芴	wù		艸			
菰	gū	wild rice; Zizania latifolia	艸			
眙	yí	to gaze at	目			
锓	qǐn	carve	金			
訾	zī	bad-mouth; criticize; defects	言			
莳	shí	transplant; plant; dill, Anethum graveolens	艸			
菪	dàng		艸			
à	zhū	Oak	木			
榍	xiè		木			
俜	pīng	to trust to; send a message	人			
觚	gū	jug, winecup, goblet; square	角			
撄	yīng	oppose, offend, run counter to	手			
嵫	zī	a hill in Shantung	山			
桴	fú	raft; drum stick; ridge pole	木			
晡	bū	late afternoon	日			
爨	cuàn	oven, cooking stove; cook	火			
悫	què	sincerity, honesty; modest	心			
锇	é	osmium	金			
锖	qiāng	the color of the a mineral	金			
锘	nuò	nobelium (No)	金			
蝾	róng	lizard	虫			
糌	zān		米			
柙	xiá	cage, pen for wild animals	木			
滹	hū	the bank of a steam	水			
睚	yá	corner of eye; stare	目			
辦	bàn	manage, do, handle; deal with	辛			
莨	làng	herb, Scopolia japonica	艸			
尻	kāo	end of spine; buttocks, sacrum	尸			
罨	yǎn	medical compress; fish net	网			
锔	jū	curium	金			
筲	shāo	basket, bucket	竹			
妣	bǐ		女			
àà	dùn	a kind of farm tool	石			
谳	yàn	to decide, judge; a verdict, decision	言			
钽	tǎn	tantalum	金			
鈤	rì		金			
脹	zhàng	swell, inflate, expand	肉			
遺	yí	lose; articles lost; omit	辵			
鄹	zōu	name of a state; surname	邑			
菡	hàn	buds, lotus buds	艸			
崦	yān	a mountain in Kansu, where there is a cave into which the sun is said to sink at night	山			
狺	yín	the snarling of dogs	犬			
杌	wù	the stump f a tree, hence, sterility; a square stool	木			
秭	zǐ	one thousand millions, sometimes used for one hundred millions	禾			
舯	zhōng		舟			
豇	jiāng	a small kidney bean	豆			
鲵	ní	Cryptobranchus japonicus; a salamander	魚			
蘧	qú	a plant which resembles wheat but has no edible grain	艸			
阚	hǎn	glance, peep; roar, growl	門			
悝	kuī	to laugh at to pity; afflicted, sad	心			
铌	ní	niobium	金			
àà	yù	prepare, arrange; in advance	àà			
缑	gōu	cord binding on hilt of sword	糸			
瑗	yuàn	large ring of fine jade	玉			
椹	shèn	a chopping board	木			
旰	gàn	sunset, dusk; evening	日			
魆	xū	black	鬼			
蓍	shī	milfoil, plant used in divination	艸			
蕹	wèng	Ipomoea aquatica used as a vegetable	艸			
岜	bā	rock mountain	山			
钐	shān	samarium	金			
锬	tán	long spear	金			
镪	qiāng	coins, money, wealth	金			
绡	xiāo	raw silk fabric	糸			
檎	qín	small red apple	木			
穀	gǔ	corn, grain, cereal; lucky	禾			
茕	qióng	alone; without friends or relativ	艸			
話	huà	speech, talk, language; dialect	言			
縮	suō	contract, draw in, reduce	糸			
顧	gù	look back; look at; look after	àà			
荈	chuǎn		艸			
侉	kuǎ	to speak with an accent; big and clumsy	人			
渫	xiè	beating of ocean; surging of water	水			
