Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
緛	ruǎn		糸			
編	biān	knit, weave; arrange; compile	糸			
縿	shān	streamer	糸			
舊	jiù	old, ancient; former, past	臼			
蓴	chún	edible water plant, bracenia	艸			
蕚	è	the calyx of a flower; younger brother	艸			
蘆	lú	rushes, reeds	艸			
蝿	yíng	flies	虫			
袃	chài		衣			
親	qīn	relatives, parents; intimate	見			
訴	sù	accuse; sue; inform; narrate	言			
讕	lán	accuse falsely; slander, libel	言			
讚	zàn	praise, commend, eulogize	言			
財	cái	wealth, valuables, riches	貝			
贏	yíng	win; surplus, gain, profit	貝			
軅	yan		身			
軓	fàn		車			
釙	pò	polonium	金			
鉄	zhí	iron; strong, solid, firm	金			
錆	qiāng	the color of a mineral	金			
閶	chāng	gate of heaven; main gate of palace	門			
鯕	qí	coryphaena hippurus	魚			
鶕	ān		鳥			
麨	chǎo		麥			
䜩	yàn	(simplified form of 讌) a feast, banquet; to entertain, feast				
䴗	jú	a shrike				
脭	chéng		肉			
鲯	qí	coryphaena hippurus	魚			
鐏	zūn	cap	金			
魾	pī		魚			
眎	shì	look at, inspect, observe, see	目			
睞	lài	squint at; sidelong glance	目			
窋	zhú		穴			
à	lóng	cage; cage-like basket	竹			
à	lǜ	green; chlorine	糸			
縡	zài	matter, affair	糸			
縫	fèng	sew, mend	糸			
肅	sù	pay respects; reverently	聿			
鉏	chú	hoe; eradicate, eliminate	金			
謦	qìng	to speak softly	言			
麹	qū	yeast, leaven; surname	麥			
蔔	bó	radish; other root vegetables	艸			
繐	suì	fine cloth	糸			
眥	zì	eye sockets; corner of the eyes	目			
粺	bài	polished rice or millet	米			
缊	yūn	tangled hemp, raveled silk; vague, confused	糸			
艈	yù		舟			
蓇	gǔ	follicles of plants	艸			
蛣	qī	(dung) beetle	虫			
蹾	dūn	to squat; to crouch	足			
掎	jǐ	drag aside, pull; drag one foot	手			
哜	jì	sip	口			
鄦	xǔ		邑			
陞	shēng	promote, rise, ascend	阜			
韰	xiè		韭			
飖	yáo	floating in air, drifting with wind	風			
镲	chǎ	cymbals	金			
麃	páo	till, plow	鹿			
禑	wú	happy; used in historical names	示			
筰	zuó	cable	竹			
à	pīng		耳			
茷	fá	flutter; flower	艸			
螀	jiāng	kind of cicada	虫			
袞	gǔn	ceremonial dress worn by the emperor	衣			
褧	jiǒng	unlined clothes; light overcoat	衣			
賮	jìn	farewell gift	貝			
赗	fèng	gift	貝			
踡	quán	curled, coiled	足			
揞	ǎn	to cover (with the hand)	手			
遝	tà	mixed, abundant, assorted	辵			
酂	cuó	collect; small administration	邑			
酇	zàn	collect; small administration	邑			
醜	chǒu	ugly looking, homely; disgraceful	酉			
檑	léi		木			
雮	mù		雨			
氍	qú	fine woollen cloth; a mat used by the emperor in worshipping god	毛			
腙	zōng	an organic compound	肉			
飩	tún	stuffed dumplings	食			
痖	yǎ	dumb	疒			
髣	fǎng	similar to, like	髟			
髳	máo	state	髟			
酎	zhòu	double-fermented wine, vintage wine	酉			
鲒	jié	clam; oyster	魚			
鲪	jūn		魚			
鹯	zhān	hawk; Butastur indicus	鳥			
麜	lì		鹿			
齸	yì		齒			
齻	diān		齒			
粩	lao		米			
詣	yì	reach; achievement, accomplishment	言			
隄	dī	dike, embankment	阜			
簰	pái	bamboo raft	竹			
蒾	mí		艸			
蓏	luǒ	fruit of plant; melon	艸			
薳	wěi	name of a herb; surname; (Cant.) a plant stem	艸			
藛	xiě		艸			
蚢	háng		虫			
à	lí	gracilaria verrucosa	艸			
蓰	xǐ	to increase five-fold	艸			
遡	sù	go upstream; trace source; formerly	辵			
