Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
锺	zhōng	cup, glass, goblet; surname	金			
匍	pú	crawl; lie prostrate	勹			
祗	zhī	respect, look up to, revere	示			
锰	měng	manganese	金			
岌	jí	perilous, hazardous; high, steep	山			
馀	yú	surplus, excess, remainder	食			
畹	wǎn		田			
糯	nuò	glutinous rice; glutinous, sticky	米			
胫	jìng	shinbone; calf of leg	肉			
à	yì	bright and sparkling	火			
銮	luán	bells hung on horse; bells hung	金			
沅	yuán	name of a river in western Hunan that flows into Dongting lake	水			
棣	dì	kerria japonica plant, cherry	木			
旌	jīng	banner or flag adorned with feathers; to signal	方			
豌	wān	peas	豆			
孢	bāo	spore	子			
镭	léi	radium	金			
驸	fù	extra horse; imperial son-in-law	馬			
腌	yān	salt, pickle; be dirty	肉			
盹	dǔn	to doze; to nap; to nod	目			
熵	shāng	entropy	火			
镐	gǎo	stove; bright	金			
馐	xiū	food, meal; eat; offer	食			
嘤	yīng	seek friends; also used in onomatopoetic expressions	口			
癞	lài	leprosy, scabies, mange; shoddy	疒			
骰	tóu	die, dice	骨			
韭	jiǔ	scallion, leek; radical 179	韭			
阖	hé	close; whole, entire; all; leaf	門			
瞑	míng	close eyes	目			
裨	bì	aid, benefit, help; supplement	衣			
宕	dàng	stone quarry; cave dwelling	宀			
戾	lì	perverse, recalcitrant, rebellious	戶			
镌	juān	engraving tool; carve, engrave	金			
溟	míng	drizzling rain; dark, obscure	水			
牍	dú	writing tablet; documents, books	片			
隽	juàn	superior, outstanding, talented	隹			
婊	biǎo	whore, prostitute	女			
鹄	gǔ	target	鳥			
埂	gěng	ditches for irrigation; hole	土			
拄	zhǔ	lean on; post; prod; ridicule	手	6		
娲	wā	a goddess, the mythological sister and successor to Fuxi	女			
虬	qiú	young dragon	虫			
萱	xuān	day-lily, hemerocallisflava	艸			
啵	bo	phonetic	口			
àà	lí	wood-boring insect; bore into wood	虫			
芋	yù	taro	艸			
胭	yān	rouge, cosmetics	肉			
豺	chái	wolf; cruel, wicked, mean	豸			
啻	chì	only, merely; just like; stop at	口			
褛	lǚ	lapel, collar; tattered, threadbare	衣			
蛆	qū	maggots	虫			
à	níng	lemon	木			
掰	bāi	(Cant.) to tear, to rip	手	6		
篆	zhuàn	seal script; seal, official stamp	竹			
倌	guān	assistant in wine shop, groom	人			
咛	níng	enjoin, instruct; charge	口			
蛭	zhì	leech	虫			
谡	sù	rise up; raise up	言			
荨	xún	nettle	艸			
莞	guǎn	smiling; a kind of aquatic herb, clubrush, Scirpus lacustris	艸			
澹	dàn	calm, quiet, tranquil	水			
纭	yún	confused, in disorder; numerous	糸			
潞	lù	river in northern china	水			
郅	zhì	to go up to. flourishing a superlative	邑			
弋	yì	catch, arrest; shoot with bow	弋			
飕	sōu	sound of wind; blow chilly	風			
螳	táng	mantis	虫			
胄	zhòu	helmet, headpiece; descendant	肉			
蟑	zhāng	cockroach	虫			
猥	wěi	vulgar, low, cheap; wanton; obscene	犬			
宓	mì	quiet, silent; in good health	宀			
昙	tán	become cloudy, overcast	日			
锏	jiǎn	kind of rapier	金			
à	pán	coil; coiling, curling; occupy	虫			
過	guò	pass, pass through, go across	辵			
柑	gān	tangerine, loose-skinned orange	木			
烯	xī	alkene	火			
匐	fú	fall prostrate; crawl	勹			
濮	pú	county in Henan province	水			
蟮	shàn	type of earthworm	虫			
祐	yòu	divine intervention, protection	示			
仄	zè	slanting, oblique; oblique tones	人			
偈	jì	brave; martial; hasty; scudding	人			
蜃	shèn	marine monster which can change its shape; water spouts; clams	虫			
箴	zhēn	needle, probe; admon	竹			
粼	lín		米			
嗥	háo	roar, call out, wail; bark, yelp	口			
褴	lán	ragged, tattered, threadbare	衣			
蕨	jué	pteris aquilina, common bracken	艸			
蓟	jì	circium, thistles; surname	艸			
圩	wéi	dike, embankment	土			
孪	luán	twins	子			
杳	yǎo	obscure, dark, mysterious, deep	木			
魇	yǎn	nightmare, bad dreams	鬼			
荤	hūn	meat diet; strong smelling	艸	6		
诿	wěi	pass buck, lay blame on others	言			
簪	zān	hairpin, clasp; wear in hair	竹			
氲	yūn	life giving influences of nature; spirit of harmony; prosperity	气			
摞	luò	to pile up	手			
飒	sà	the sound of the wind; bleak; melancholy	風			
