Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
矎	xuān		目			
礋	zé		石			
窌	jiào	pit, vault; store in pit	穴			
簼	lóng		竹			
糴	dí	purchase grains; store grain	米			
纴	rèn	weave, lay warp	糸			
罵	mà	accuse, blame, curse, scold	网			
翚	huī		羽			
耰	yōu	toothless rake for drawing earth over newly sown grain	耒			
艧	huò		舟			
藇	xù	fine	艸			
虖	hū	to cry; to shout; to howl	虍			
蚖	yuán		虫			
蜎	yuān	mosquito larva	虫			
蜨	dié	butterfly	虫			
àà	fēng	bees, hornets, wasps	虫			
詟	zhé	fear; envy; loquacious	言			
詵	shēn	inquire, question; numerous	言			
譔	zhuàn	eulogize; compose, write	言			
豭	jiā	boar, male pig	豕			
趙	zhào	surname; ancient state	走			
趬	qiāo		走			
阢	wù		阜			
圊	qīng	rest room	囗			
醃	yān	marinate, pickle; salt	酉			
録	lù	copy	金			
鍮	tōu	brass	金			
鍸	hú	food, gruel	金			
闚	kuī	flash; flashing; steal look	門			
阤	zhì	hill	阜			
霫	xí	heavy rain	雨			
鞎	hén		革			
韗	yùn		韋			
鬖	sān	wild hair	髟			
à	hù		魚			
鴼	luò		鳥			
鷇	kòu	chicks, fledglings	鳥			
黇	tiān		黃			
黡	yǎn	mole, scar, blemish	黑			
齣	chū	act; stanza; time, occasion	齒			
盞	zhǎn	small cup or container; classifier for lamps, etc.	皿			
眅	pān	inlay; border	目			
磈	wěi		石			
磳	zēng		石			
穫	huò	harvest, cut grain	禾			
窅	yǎo	far, deep; sunken eyes; sad	穴			
窾	kuǎn	hole; hallow; empty	穴			
筭	suàn	an ancient device for working with numbers; count, calculate, figure	竹			
箣	cè		竹			
簃	yí	side room	竹			
簺	sài		竹			
粴	lǐ		米			
糦	xī		米			
絟	quán		糸			
緺	guā		糸			
縩	cài		糸			
罍	léi	large earthenware wine jar	缶			
翣	shà	feathers used decorate coffin; large wooden fan	羽			
聟	xù	son-in-law; husband	耳			
肊	yì		肉			
肙	yuàn	a small worm; to twist; to surround; empty	肉			
肞	chā		肉			
臞	qú		肉			
苶	nié	weary; tired	艸			
菭	tái		艸			
葖	tū		艸			
蕳	jiān	agueweed	艸			
蚒	tóng	(Cant.) an edible snake, lizard	虫			
蜪	táo		虫			
蝕	shí	nibble away; erode; eclipse	虫			
àà	fán	grasshopper	虫			
袕	xué		衣			
裋	shù	cotton clothes of a boy servant	衣			
裩	kūn		衣			
褌	kūn	trousers, pants, shorts, drawers	衣			
褎	xiù	sleeve; ample flowing robes	衣			
襫	shì	raincoat	衣			
覈	hé	investigate, consider, examine	襾			
觭	jī	one turning up and one turning down	角			
訆	jiào		言			
訏	xū	boast, exaggerate; great, broad	言			
訽	gòu	blame	言			
詨	xiào	kind of cicada, cosmopsaltria	言			
譻	yīng		言			
诇	xiòng	to spy; to give information; shrewd	言			
貑	jiā		豸			
跱	zhì	stop	足			
坶	mǔ		土			
躘	lóng	to walk	足			
輖	zhōu		車			
轇	jiāo	complicated, confused; dispute	車			
轋	hún		車			
轕	gé	great array of spears and chariots	車			
迒	háng		辵			
郘	lǘ		邑			
醄	táo		酉			
醼	yàn		酉			
鋋	chán		金			
鏁	suǒ	variant of 鎖 U+9396, a lock, padlock; shackles, chains	金			
鏭	xī		金			
