Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
钾	jiǎ	potassium	金			
暧	ài	obscure, dim, ambiguous, vague	日	6		
赓	gēng	continue	广			
叟	sǒu	old man; elder	又			
佚	yì	indulge in pleasures; flee	人			
沓	dá	connected, joined; repeated	水			
撂	liào	put down, put aside; drop	手			
蛊	gǔ	poison; venom; harm; bewitch	虫			
甥	shēng		生			
璐	lù	beautiful variety of jade	玉			
晏	yàn	peaceful, quiet; clear; late in the day	日			
瘪	biě	shrivelled up, dried up; vexed	疒			
漳	zhāng	name of a river in Henan	水			
阉	yān	castrate; eunuch	門			
蹂	róu	trample under foot, tread on	足			
鳃	sāi	fish gills	魚			
琏	liǎn	vessel used to hold grain offerings	玉			
湃	pài	sound of waves; turbulent	水			
辘	lù	windlass, pulley, capstan; wheel	車			
僭	jiàn	assume, usurp	人			
躏	lìn	trample down, oppress, overrun	足			
鼾	hān	snore loudly	鼻			
懵	měng	stupid, ignorant, dull	心			
镰	lián	sickle	金			
寐	mèi	sleep; be asleep	宀			
褚	chǔ	bag, valise; stuff, pad; surname	衣			
攥	zuàn	(coll.) hold; grip; grasp	手			
涧	jiàn	brook, mountain stream	水			
蝙	biān	bat	虫			
脐	qí	abdominal area of crab; navel	肉			
辕	yuán		車	6		
涣	huàn	scatter; scattered	水			
杞	qǐ	willow; medlar tree; a small feudal state (Qi)	木			
煜	yù	bright, shining, brilliant	火			
骥	jì	thoroughbred horse; refined and	馬			
傣	dǎi	the Dai minority living in South China	人			
嗳	āi	interjection; exclamation	口			
祯	zhēn	lucky, auspicious, good omen	示			
酉	yǒu	10th terrestrial branch; a wine vessel	酉			
秸	jiē	stalks of millet, corn	禾			
捺	nà	to press down heavily with the fingers	手			
瑕	xiá	flaw in gem; fault, defect	玉			
鑫	xīn	used in names	金			
馋	chán	gluttonous, greedy; lewd, lecherous	食	6		
窿	lóng	mine shaft; cavity, hole	穴			
楔	xiē	wedge; gatepost; foreword	木			
胱	guāng	bladder	肉			
荔	lì	lichee	艸			
蟆	má	frog, toad	虫			
湍	tuān	rapid water current, rapids	水			
屹	yì	to rise high; to stand erect	山			
遐	xiá	afar, distant; old, advanced in	辵			
轲	kē	axle; personal name of mencius	車			
镯	zhuó	bracelet, armband; small bell	金			
缰	jiāng	reins, bridle	糸			
桦	huà	type of birch	木			
炖	dùn	heat with fire; stew	火			
钡	bèi	barium	金			
羚	líng	species of antelope	羊			
啬	sè	miserly, thrifty; stingy	十	6		
诩	xǔ	boast, brag; popular, well-known	言			
绯	fēi	scarlet, dark red, crimson; purpl	糸			
掖	yē	support with the arms; stick in, tuck in; fold up	手			
箓	lù	book	竹			
涸	hé	dried up; exhausted, tired; dry	水			
鸳	yuān	male mandarin duck (Aix galericulata)	鳥			
塾	shú	village school; private tutorage	土			
呸	pēi	expression of reprimand	口			
抡	lūn	swing, brandish, flourish	手			
擞	sǒu	shake, tremble, quake; flutter	手			
熹	xī	dim light, glimmer; warm, bright	火			
坷	kě	clod of earth, lump of soil	土			
瓮	wèng	earthen jar; jar for ashes	瓦			
亘	gèn	extend across, through; from	二			
嗟	jiē	sigh, alas	口			
筵	yán	bamboo mat; feast, banquet	竹			
跛	bǒ	lame	足			
汕	shàn	basket for catching fish; bamboo; Swatow (Shantou)	水			
欤	yú	a final particle used to express admiration, doubt, surprise, or to mark a question	à			
壑	hè	bed of torrent, narrow ravine	土			
颍	yǐng	river in Anhui	水			
溥	pǔ	big, great, vast, wide; widespread	水			
姗	shān	slander; ridicule; proceed slowly	女			
踊	yǒng	leap, jump	足	6		
枭	xiāo	owl thus, something evil	木			
暄	xuān	warm, comfortable; warm, genial	日	6		
稷	jì	god of cereals; minister of agriculture	禾			
跚	shān	stagger, limp	足			
涟	lián	flowing water; ripples; weeping	水			
瀛	yíng	sea, ocean	水			
笙	shēng	small gourd-shaped musical instrument	竹			
滕	téng	an ancient state in Shandong province; water bursting forth	水			
踝	huái	ankle	足			
贰	èr	number two	弋			
瞰	kàn	watch, spy; overlook; look down	目			
恻	cè	feel anguish, feel compassion	心			
嚏	tì	sneeze	口	5		
迢	tiáo	far; distant	辵			
獗	jué	unruly, wild, violent, lawless	犬			
邯	hán	city in Hebei province; various	邑			
