Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
髿	suō		髟			
鴣	gū	species of Taiwan pigeon	鳥			
鶝	fú		鳥			
鷣	yín		鳥			
齋	zhāi	vegetarian diet; study; to fast, abstain	齊			
鋊	yù	a poker; brass filings; to file	金			
隤	tuí	to fall in ruins; to collapse	阜			
艦	jiàn	warship	舟			
譟	zào	clamor, noise, din; slander	言			
蒉	kuì	edible amaranth; straw basket	艸			
磜	qì		石			
綼	bì		糸			
輋	shē	沙田禾輋, Hong Kong toponym	車			
àà	yǔ		àà			
閗	dòu		門			
鮍	pī		魚			
鯡	fèi	herring	魚			
鲹	shēn	a horse mackerel	魚			
禣	fu		示			
粏	tai		米			
綿	mián	cotton wad; wool; soft, downy	糸			
臐	xūn	broth	肉			
迏	tì		辵			
鋾	táo		金			
鐇	fán	vanadium	金			
铻	wú	misfit; disordant; music instrument; hoe	金			
鮼	qīn		魚			
鼈	biē	a fresh-water turtle, Trionyx sinensis	黽			
込	ru	crowd into, go into	辵			
篰	bù	a bamboo basket	竹			
痄	zhà	scrofulous swellings and sores, mumps	疒			
睄	shào	(Cant.) to glance	目			
磡	kàn	cliff, ledge, bank; step	石			
窔	yào	corner	穴			
筊	xiáo	bamboo rope; bamboo object used	竹			
羺	nóu		羊			
腪	yùn		肉			
臢	zā	dirty; filthy	肉			
荄	gāi	roots	艸			
蓡	shēn		艸			
蝀	dōng	rainbow	虫			
詥	hé		言			
豀	xī	to quarrel; mean and petty	谷			
à	mín		艸			
郞	láng	gentleman	邑			
骒	kè	mother horse	馬			
戤	gài	to infringe a trade-mark to pledge an article	戈			
铞	diào		金			
耢	lào	a kind of farm tool	耒			
麯	qū	yeast, leaven	麥			
秱	tóng		禾			
筼	yún	tall bamboo	竹			
綈	tí	coarse pongee, kind of heavy silk	糸			
翬	huī	pheasant; variegated; to fly	羽			
脧	juān	reduce, contract; exploit; reproductive organ of infant	肉			
茣	wú	mat, matting	艸			
菒	gǎo		艸			
蓯	cōng	medicinal herb	艸			
蕝	jué	handful	艸			
詝	zhǔ		言			
謱	lóu		言			
冁	chǎn	smile	八			
踧	cù	uneasiness, nervousness; level	足			
茚	yìn	an organic compound	艸			
辌	liáng	a hearse; a carriage	車			
辒	wēn	hearse	車			
郪	qī	name of a stream in Sichuan province	邑			
鄘	yōng	state in Henan province	邑			
à	hù	county in Shanxi province	邑			
帱	chóu	cover up; curtain	巾			
鈇	fū	an ax; a hatchet	金			
缲	qiāo	to reel	糸			
雚	guàn	a heron; small cup	隹			
雟	xī	sparrow; revolve; place name	隹			
韺	yīng	music	音			
àà	yūn	(Cant.) 大àààà, a big head	àà			
顝	kuī		àà			
镘	màn	trowel	金			
鬋	jiǎn	forelock, bangs	髟			
酾	shāi	strain	酉			
鳣	zhān	sturgeon	魚			
鴦	yāng	female mandarin duck (Aix galericulata)	鳥			
麀	yōu	female deer; roe, doe	鹿			
麉	jiān		鹿			
麊	mí		鹿			
麣	yán		鹿			
藬	tuī		艸			
鏘	qiāng	tinkle, clang, jingle	金			
鞚	kòng	bridle	革			
飔	sī	cool breeze of autumn	風			
鴃	jué	shrike; butcherbird	鳥			
齏	jī	break or smash into pieces, pulverize; hash	齊			
礄	qiáo	place in Sichuan province	石			
誥	gào	inform, notify, admonish, order	言			
醲	nóng	strong wine; dense, thick	酉			
毳	cuì	fine hair or fur on animals	毛			
築	zhú	build, erect; building	竹			
絫	lěi		糸			
脺	cuì		肉			
苧	níng	China grass, ramie (Boehmeria nivea)	艸			
