Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
蕛	tí		艸			
蕜	fěi		艸			
蕦	xū		艸			
蕵	sūn		艸			
蕷	yù	yam	艸			
薖	kē	empty, hungry-looking	艸			
藨	biāo		艸			
藮	qiáo		艸			
藰	liú		艸			
藳	gǎo		艸			
藵	bao		艸			
虃	jiān		艸			
虘	cuó		虍			
虜	lǔ	to capture, imprison, seize; a prison	虍			
虝	hǔ		虍			
蛥	shé		虫			
蛶	jiè		虫			
à	jùn		虫			
蝸	wō	a snail, Eulota callizoma	虫			
螐	wū		虫			
螖	huá		虫			
螡	wén		虫			
螢	yíng	glow-worm, luminous insect	虫			
蟳	xún	a kind of crab	虫			
àà	zé		虫			
àà	xiē	scorpion	虫			
àà	jiǎn		虫			
àà	zhuó		虫			
àà	léi		虫			
àà	là	wax; candle; waxy, glazed	虫			
袘	yí		衣			
褜	pao		衣			
褨	suǒ		衣			
襾	yà	cover; KangXi radical 146	襾			
覊	jī	halter; restrain, hold, control	襾			
覚	jué	to wake up from sleep; conscious	見			
覛	mì		見			
覟	zhì		見			
à	jūn		見			
覯	gòu	meet or see unexpectedly	見			
訜	fēn		言			
訡	yín	to chant, to moan, to sigh	言			
訮	xiān		言			
証	zhèng	prove, confirm, verify; proof	言			
詷	tóng		言			
詺	mìng		言			
諉	wěi	pass buck, lay blame on others	言			
諒	liàng	excuse, forgive; guess, presume	言			
諘	biǎo		言			
諦	dì	careful, attentive	言			
諺	yàn	proverb, maxim	言			
謀	móu	plan, scheme; strategem	言			
à	yáo	sing; folksong, ballad; rumor	言			
謩	mò		言			
謸	áo		言			
謽	jiàng		言			
讍	è	honest speech	言			
讛	yì		言			
貦	wàn		貝			
貸	dài	lend; borrow; pardon	貝			
貽	yí	give to, hand down, bequeath	貝			
賅	gāi	prepared for; inclusive	貝			
賊	zéi	thief, traitor	貝			
賳	zāi		貝			
賺	zhuàn	make money, earn; gain, profit	貝			
贀	yì		貝			
贄	zhì	gift superior; gift given	貝			
贊	zàn	help, support, assist, aid	貝			
贌	pu		貝			
趪	huáng		走			
跁	bà	trample on, tread on; search for; (Cant.) to squat down	足			
跈	niǎn		足			
跒	qiǎ		足			
蹖	chōng		足			
軀	qū	body	身			
軇	dào		身			
軔	rèn	a block that keeps a wheel from moving	車			
軘	tún	war car	車			
軣	hōng	rumble, explosion, blast	車			
軻	kē	axle; personal name of mencius	車			
輒	zhé	sides of chariot where weapons	車			
輥	gǔn	turn round, revolve; roller	車			
輦	niǎn	a hand-cart; to transport by carriage	車			
轟	hōng	rumble, explosion, blast	車			
逇	dùn		辵			
邔	qǐ		邑			
邥	shěn		邑			
邫	bāng		邑			
鄽	chán		邑			
醆	zhǎn	wine cup; muddy wine	酉			
醞	yùn	liquor, spirits, wine; ferment	酉			
醽	líng	kind of wine	酉			
釥	qiǎo		金			
鈂	chén		金			
鈽	bū	plutonium	金			
鉍	bì	bismuth	金			
鉛	qiān	lead plumbum	金			
銓	quán	weigh, measure; select officials	金			
銜	xián	bit; hold in mouth, bite; gag	金			
鋇	bèi	barium	金			
