Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
聸	dān		耳			
肸	xī	spread out; smilling or laughing	肉			
胹	ér	cooked; well-done	肉			
脣	chún	lips	肉			
腬	ròu	(Cant.) greasy, oily	肉			
膄	sòu	to become emaciated	肉			
膆	sù	the corp of a bird or fowl; fat	肉			
膋	liáo	fat	肉			
臕	biāo	fat; gross, sleek	肉			
舃	xì	a shoe; the sole of a shoe; magpie	臼			
艫	lú	bow or prow of boat	舟			
艭	shuāng	ship	舟			
艶	yàn	beautiful, sexy, voluptuous	色			
艼	tīng		艸			
荢	yu		艸			
荳	dòu	beans, peas; bean-shaped	艸			
萚	tuò		艸			
蓗	zǒng	a plant; five-fold	艸			
蓱	píng		艸			
蕋	ruǐ	unopened flowers, flower buds	艸			
蕟	fà		艸			
薐	léng	spinach	艸			
à	fán		艸			
藺	lìn	rush used in making mats; surname	艸			
蘓	sū	thyme; revive, resurrect; soviet	艸			
蘪	méi		艸			
虵	shé		虫			
蚾	pí		虫			
蛖	máng		虫			
蛜	yī		虫			
蝍	jié	a centipede	虫			
蝨	shī	louse; bed bug	虫			
蟂	xiāo		虫			
蟜	jiǎo	insect	虫			
àà	xiè	crab, brachyura	虫			
衕	tòng	alley, lane	行			
衘	xián		行			
袟	zhì	book cover; satchel or bag	衣			
袬	gǔn		衣			
誾	yín	speak gently; respectful	言			
譅	sè	wriggling	言			
譌	é	false, erronious	言			
譸	zhōu	deceive, cheat; hurried, bustling	言			
讜	dǎng	counsel, advice; speak out	言			
趝	jiàn	to pursue; to follow up	走			
趡	cuǐ	place	走			
跾	shū		足			
踀	chù		足			
踸	chěn		足			
蹡	qiāng	to limp; walking; in motion	足			
垌	dòng	a field; used in place names	土			
蹳	bō		足			
躛	wèi	exaggerate	足			
躩	jué	take quick, short steps	足			
躶	luǒ	bare, nude; undress, strip	身			
軏	yuè	cross-bar at the end of the poles of a cart	車			
軬	fàn		車			
輵	gé	great array of spears and chariots	車			
轗	kǎn	fail	車			
轥	lìn		車			
逷	tì	distant, far away	辵			
遈	shí		辵			
邌	lí	to walk slowly; to parade	辵			
鄟	zhuān		邑			
醎	xián		酉			
釭	gāng	tire of wheel; band	金			
鈸	bó	cymbals	金			
怊	chāo		心			
銌	zùn		金			
鋂	méi	bit cup	金			
鋎	hàn		金			
鍐	zōng	a headstall, ornament on a bride	金			
鎴	xí		金			
鎸	juān	engraving tool; carve, engrave	金			
鑘	léi		金			
閔	mǐn	mourn, grieve; urge on, incite	門			
雋	juàn	superior, outstanding, talented	隹			
膪	chuài	pork	肉			
霣	yǔn	fall	雨			
靃	huò		雨			
韍	fú	a leather knee-pad worn during sacrifices	韋			
颩	biāo		風			
飦	zhān	well-boiled congee or gruel; thick, rich	食			
餔	bù	eat; dinner time; sunset	食			
駋	zhāo		馬			
騄	lù	name of a legendary swift horse	馬			
骩	wěi		骨			
骻	kuà		骨			
骾	gěng	any object that sticks in throat; bony	骨			
鬙	sēng	matted hair	髟			
鬽	mèi		鬼			
魫	shěn	the young of fish	魚			
鯈	tiáo	fish	魚			
鯩	lún		魚			
鯬	lí		魚			
鰌	qiū	loach; squid; lizard; eel	魚			
鲓	kǎo		魚			
鴂	jué	the tailor-bird; the working bird	鳥			
鶍	yi		鳥			
à	yǎn		鳥			
