Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鯚	jì		魚			
鰟	fáng		魚			
鱉	biē	turtle	魚			
鳛	xí	the weather or dojo loach, Misgurnus anguillicaudatus	魚			
鴟	chī	kite, horned owl; wine cups	鳥			
鴮	wū		鳥			
鴲	zhī		鳥			
鴷	liè	a woodpecker	鳥			
鷷	zūn		鳥			
鸀	chǔ		鳥			
麎	chén		鹿			
麡	qí		鹿			
麧	hé		麥			
鼇	áo	huge sea turtle	黽			
鼞	tāng		鼓			
鼤	wén		à			
齺	zōu		齒			
齽	jìn		齒			
龑	yǎn	high and bright	龍			
裏		inside, interior, within	衣			
䦶	zhèng	(simplified form of 䦛) to struggle; struggle; to strive				
䲡	qiū	(simplified form 鰍) loach				
àà	nǔ	arrow-tip	石			
綟	lì		糸			
緜	mián	cotton wad; wool; soft, downy	糸			
繑	qiāo		糸			
纑	lú	to soften hemp by boiling; thread	糸			
罈	tán	an earthenware jar, a jug	缶			
àà	pín	oyster	虫			
輴	chūn	sled	車			
酨	zài		酉			
鏂	ōu		金			
駹	máng	black horse with a white face	馬			
鎪	sōu	to engrave (metal of wood)	金			
瞕	zhàng	cataract in the eye	目			
窪	wā	hollow; pit; depression; swamp	穴			
肻	kěn		肉			
àà	háo	oyster	虫			
鐰	qiāo		金			
綵	cǎi	varicolored silk; variegated	糸			
鮰	huí	a small sturgeon found in the Yangzi; catfish	魚			
鳾	shī	general term for a group of small birds	鳥			
虰	dīng		虫			
驎	lín		馬			
荬	mǎi	a plant name	艸			
鑛	kuàng	mine; mineral, ore	金			
犏	piān	yak-ox	牛			
鞧	qiū	a leather strap	革			
鮋	yóu		魚			
鰷	tiáo	minnow	魚			
鶲	wēng		鳥			
盕	fàn		皿			
盩	zhōu	callus	皿			
盻	xì	glare; stare	目			
眖	kuàng		目			
àà	jin		石			
硈	qià		石			
禢	tà	surname	示			
禥	qí		示			
窼	zhāo		穴			
竏	qian	kiloliter	立			
筈	kuò	arrow end	竹			
筽	o		竹			
篴	dí	bamboo flute; whistle	竹			
籆	yuè		竹			
籇	háo		竹			
紏	tǒu		糸			
肣	hán		肉			
胑	zhī	the limbs; the upper arm; wings of birds; legs of animals	肉			
臮	jì		自			
苲	zhǎ		艸			
蒃	zhuàn		艸			
虗	xū		虍			
蜌	bì		虫			
跘	pán		足			
鞦	qiū	leather stap; swing	革			
驄	cōng	horse with a bluish white color	馬			
鷭	fán		鳥			
鸼	zhōu		鳥			
鹐	qiān	to peck, as birds				
矄	xūn		目			
魖	xū		鬼			
鴐	gē		鳥			
薀	yùn		艸			
謏	xiǎo	scold, censure; lead people toward virtuous ways; small, little	言			
脎	sà	an organic compound	肉			
à	dì	tie, join, connect; connection	糸			
聧	kuī		耳			
脜	yǒu		肉			
艤	yǐ	to moor a boat to the bank	舟			
荖	lǎo	betel pepper	艸			
蕌	lěi		艸			
àà	qú		虫			
褏	xiù	sleeve; ample flowing robes	衣			
觽	xī		角			
踫	pèng	collide, bump into	足			
蹽	liāo		足			
軉	yù		身			
軛	è	yoke, collar; to restrain	車			
墚	liáng	mountain range	土			
