Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
顎	è	jaw	àà			
瞐	mò		目			
銶	qiú	chisel	金			
钖	yáng	frontlet	金			
矊	mián		目			
矘	tǎng		目			
矚	zhǔ	watch carefully, stare at, focus on	目			
矡	jué		矛			
硽	yān		石			
磿	lì		石			
礈	zhuì		石			
礜	yù		石			
秲	zhì		禾			
窮	qióng	poor, destitute, impoverished	穴			
竄	cuàn	run away; revise, edit; expel	穴			
笗	dōng		竹			
箘	jùn	fine bamboo	竹			
箽	dǒng		竹			
簍	lǒu	bamboo basket	竹			
簜	dàng	bamboo	竹			
粷	jú		米			
絨	róng	silk, cotton, or woolen fabric	糸			
絹	juàn	kind of thick stiff silk	糸			
緷	yùn		糸			
緻	zhì	delicate, fine; dense	糸			
繉	hún		糸			
繙	fān	to interpret; to flap, flutter in the wind	糸			
罁	gāng	a cistern; an earthenware jar of large dimensions; a vat; a crock	缶			
羅	luó	net for catching birds; gauze	网			
羇	jī	inn; lodge; travel	网			
聣	ní		耳			
聰	cōng	intelligent, clever, bright	耳			
脙	xiū		肉			
脛	jìng	shinbone; calf of leg	肉			
脻	jiē		肉			
脼	liǎng		肉			
腗	pí		肉			
艜	dài	a long narrow vessel with two masts; (Cant.) a rudder	舟			
萊	lái	goosefoot, weed; fallow field	艸			
葘	zī		艸			
葢	gài	cover, hide, protect	艸			
蔥	cōng	scallions, onions, leeks	艸			
藍	lán	blue; indigo plant; surname	艸			
藘	lǘ	madder	艸			
藝	yì	art; talent, ability; craft	艸			
蘿	luó	type of creeping plant; turnip	艸			
蛬	qióng		虫			
螁	ban		虫			
螚	nài		虫			
螤	zhōng		虫			
袇	rán		衣			
袌	bào		衣			
袔	hè		衣			
袦	nà		衣			
袨	xuàn		衣			
覂	fěng	to throw a rider	襾			
訃	fù	obituary; give notice of death	言			
訋	diào		言			
詫	chà	to brag; exaggerated; to wonder at	言			
詬	gòu	abuse, scold, berate, insult	言			
詮	quán	explain, expound, comment on	言			
詻	è	orders	言			
à	chéng	sincere, honest; true, real	言			
謬	miù	error, exaggeration; erroneous	言			
譃	xū		言			
譄	zēng		言			
譯	yì	translate; decode; encode	言			
譽	yù	fame, reputation; praise	言			
賰	chǔn	plentiful, wealthy or rich; handsome (pay, gifts, etc.)	貝			
趮	zào	easily provoked, hasty; fierce, cruel	走			
蹱	zhōng	to stagger along; to fall	足			
軙	chén	a Chinese family name to arrange; to display wheel	車			
à	rèn		車			
輩	bèi	generation, lifetime; class	車			
辭	cí	words, speech, expression, phrase	辛			
遜	xùn	humble, modest; yield	辵			
鄧	dèng	surname	邑			
鄫	zēng		邑			
鄿	jī	county in Xinjiang province	邑			
酀	yàn		邑			
釡	fǔ	cauldron, pot, kettle	金			
釢	nǎi		金			
鉃	shì		金			
鍍	dù	plate, coat, gild	金			
鍎	tú		金			
鎖	suǒ	lock, padlock; shackles, chains	金			
闃	qù	alone; quiet, still	門			
鞗	tiáo	reins	革			
韱	xiān	wild onions or leeks	韭			
àà	tuí	ruined, decayed; disintegrate	àà			
願	yuàn	desire, want; wish; ambition	àà			
顳	niè	the temporal bone	àà			
餁	rèn	cooked food; cook until well done	食			
餃	jiǎo	stuffed dumplings	食			
餵	wèi	to feed, to raise	食			
馮	féng	surname; gallop; by dint of	馬			
馳	chí	go quickly or swiftly; hurry	馬			
駛	shǐ	sail, drive, pilot; fast, quick	馬			
騎	qí	ride horseback; mount; cavalry	馬			
騺	zhì	heavy horse; horse unable to move because of twisted leg; plodding	馬			
