Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鲻	zī	mullet	魚			
埸	yì	a border; a limit; a dike; a frontier; a boundary	土			
颃	háng	fly down or downward	àà			
蒹	jiān	reed, phragmites communis	艸			
瞍	sǒu	blind; no pupil in the eye	目			
铫	diào	large hoe; surname; a spear	金			
蒐	sōu	collect, gather, assemble; seek; spring hunt; assemble for war	艸			
蹻	juē	to raise the feet; to cross the legs; brave; sandals	足			
幞	fú	turban	巾			
阯	zhǐ	foundation; site; address	阜			
觏	gòu	meet or see unexpectedly	見			
媵	yìng	a maid who accompanies bride to her new home; to escort; a concubine	女			
钬	huǒ	holmium	金			
襦	rú	short coat, jacket; fine silk fab	衣			
簋	guǐ	a square basket of bamboo for holding grain used at sacrifices, feast	竹			
翮	hé	stem of feather; quill	羽			
蹯	fán		足			
艖	chā	raft; boat; skiff	舟			
貓	māo	cat	豸			
鐮	lián	sickle	金			
à	fù	load, burden; carry, bear	貝			
àà	shùn	obey, submit to, go along with	àà			
鲿	cháng	codfish	魚			
緊	jǐn	tense, tight, taut; firm, secure	糸			
à	zhí	step on, tread on; sole	足			
攉	huō	to beckon; to urge	手			
禊	xì	semi-annual ceremony of purification	示			
箐	qìng	to draw a bamboo bow or crossbow	竹			
镟	xuàn	lathe	金			
癍	bān	unhealthy marks on the skin	疒			
霪	yín	long and heavy rain	雨			
袪	qū	sleeves; cuff	衣			
劓	yì	cut off nose	刀			
殂	cú	to die	歹			
脞	cuǒ	minced meat; trifles	肉			
霨	wèi	clouding	雨			
饾	dòu	food item set out for show only	食			
耵	dīng		耳			
泺	luò	river in Shandong province	水			
埤	pí	add, increase, attach; low fence	土			
碁	qí	chess; any game similar to chess	石			
鲐	tái	globefish, tetraodon	魚			
鷟	zhuó	phoenix	鳥			
膬	cuì		肉			
茲	zī	now, here; this; time, year	艸			
粯	xiàn		米			
糞	fèn	manure, dung, night soil	米			
聲	shēng	sound, voice, noise; tone; music	耳			
貼	tiē	paste to, stick on; attached to	貝			
陴	pí	a parapet on a city wall	阜			
橼	yuán	citrus	木			
驩	huān	happy, pleased, glad; joy; to enjoy	馬			
唣	zào	chatter	口			
蜩	tiáo	cicada, broad locust	虫			
埯	ǎn	cover with earth; a pit; a hole	土			
蓥	yíng	polish	艸			
袝	fù		衣			
谞	xū	knowledge; discrimination; treachery	言			
馘	guó	cut off left ear; tally dead enemy	首			
谫	jiǎn	shallow; stupid	言			
輶	yóu	light carriage; trifling, light	車			
廑	jǐn	a hut; careful	广			
瘐	yǔ	to die in prison from cold and hunger; to treat with cruelty	疒			
躐	liè	to stride over; to step across	足			
黟	yī	black and shining; ebony	黑			
纔	cái	talent, ability; just, only	糸			
礙	ài	obstruct, hinder, block, deter	石			
膯	tēng		肉			
華	huá	flowery; illustrious; Chinese	艸			
藭	qióng		艸			
禆	bēi		示			
號	hào	mark, sign; symbol; number	虍			
談	tán	talk; conversation; surname	言			
費	fèi	expenses, expenditures, fee	貝			
顏	yán	face, facial appearance	àà			
飯	fàn	cooked rice; food; meal	食			
稓	zuó		禾			
à	hú	crepe	糸			
à	yà	to pull up, to eradicate	手			
绐	dài	cheat, fool, pretend	糸			
鸰	líng	species of lark; wagtail; Motacilla species (various)	鳥			
搛	jiān		手			
黹	zhǐ	embroidery, needlework; radical	黹			
恧	nǜ		心			
粎	chǐ	metre	米			
柒	qī	number seven	木			
裒	póu	collect, gather, assemble; praise	衣			
àà	lǎo	a basket	木			
钸	bù	plutonium	金			
饸	hé		食			
譞	xuān		言			
販	fàn	peddler, hawker, street merchant	貝			
铕	yǒu	europium	金			
絷	zhí	confine, tie up; imprison, shackle	糸			
蒨	qiàn	lush vegetation, luxuriant growth	艸			
蓣	yù	yam	艸			
迻	yí	to shift; to transfer; to transform	辵			
釆	biàn	distinguish; KangXi radical 165	釆			
鲕	ér	roe	魚			
àà	pō	lean one side; very, rather	àà			
