Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鶟	tú		鳥			
鷱	gāo		鳥			
鷲	jiù	condor, vulture	鳥			
鹍	kūn	a bird resembling the crane	鳥			
麖	jīng		鹿			
䦆	jué	(simplified form) a big hoe, to eliminate; to uproot; to clear; to dig; to excavate				
軎	wèi	a brass parts for a cart in ancient China	車			
稂	láng	grass; weeds	禾			
蒞	lì	reach, arrive; manage	艸			
àà	chài	a kind of scorpion; a sting in the tail	虫			
褲	kù	trousers, pants	衣			
佧	kǎ		人			
紵	zhù	ramie; sack cloth	糸			
緌	ruí	tassels hanging from hat	糸			
àà	zhú		虫			
裲	liǎng	waistcoat	衣			
郈	hòu	place in Shandong province	邑			
鋐	hóng		金			
餱	hóu	dry goods, dry provisions	食			
瓞	dié	young melons just forming	瓜			
驙	zhān		馬			
鯙	chún	Scomberomorus sinensis	魚			
眆	fǎng	indistinct	目			
à	juàn	to care for; love	目			
瞫	shěn	look	目			
矅	yào		目			
碃	qìng		石			
禃	zhí		示			
秔	jīng	non-glutinous rice	禾			
穻	yū		穴			
箇	gè	numerary adjunct, piece; single	竹			
籐	téng	climbing plants, vines, cane	竹			
絏	xiè	rope, cable; reins; to tie up, bind	糸			
纕	rǎng	belt	糸			
翐	zhì		羽			
耈	gǒu	old age	老			
耎	ruǎn	weak, pliable, soft, yielding	而			
脷	lì	(Cant.) tongue	肉			
膕	guó	hollow	肉			
艐	kè		舟			
艷	yàn	beautiful, sexy, voluptuous	色			
苙	lì	a pig-sty; a kind of medicinal plant	艸			
葹	shī	kind of chrysanthemum, xanthium	艸			
蓂	míng	lucky place	艸			
蔲	kòu	nutmeg	艸			
薋	cí		艸			
蛷	qiú		虫			
蜑	dàn	egg	虫			
衂	niù	to be defeated	血			
衋	xì		血			
袿	guī	gown	衣			
訕	shàn	abuse, slander; vilify; ridicule	言			
訝	yà	express surprise, be surprised	言			
à	yǒng	sing, hum, chant	言			
誳	qū		言			
諆	qī	to cheat	言			
讱	rèn	hesitate to say, reluctant to speak	言			
軃	duǒ		身			
轝	yù	envy; hate, dislike; resentment	車			
郀	kū		邑			
郵	yóu	postal, mail; post office	邑			
鉐	shí		金			
鍧	hōng		金			
鍼	zhēn	needle, pin, tack; prick; inject	金			
鏦	cōng	a short spear	金			
镵	chán	spade, trowel	金			
閭	lǘ	village of twenty-five families	門			
闢	pì	open; settle, develop, open up	門			
陗	qiào	a steep hill; precipitous	阜			
陼	zhǔ	islet	阜			
韈	wà	socks, stockings	革			
骫	wěi		骨			
骳	bèi		骨			
骹	qiāo	(Cant.) a joint	骨			
à	kūn	shave head as punishment; prune	髟			
髥	rán	beard; mustache	髟			
鳒	jiān	big-mouthed flounder	魚			
鶡	hé	crossbill, species of nightingale	鳥			
龒	lóng	dragon	龍			
籂	shi		竹			
翯	hè	glistening plumage; reflection of the sun on water	羽			
莚	yán	bamboo mat; feast, banquet	艸			
萗	cè		艸			
転	zhuǎn	shift, move, turn	車			
鄷	fēng		邑			
靭	rèn	strong and pliable, resilient	革			
馉	gǔ		食			
騙	piàn	swindle, cheat out of, defraud	馬			
驊	huá	an excellent horse	馬			
鼰	niàn		à			
綑	kǔn	coil, roll, bundle, tie up	糸			
績	jī	spin; achievements	糸			
臘	là	year end sacrifice; dried meat	肉			
臛	huò	broth	肉			
賜	cì	give, bestow favors; appoint	貝			
贈	zèng	give present; bestow, confer	貝			
蹣	pán	to jump over; to limp	足			
軡	qián		車			
鋸	jù	a saw; to saw; amputate	金			
錐	zhuī	gimlet, awl, drill, auger; bore	金			
