Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
郋	xí		邑			
鄜	fū	county in Shanxi province	邑			
錞	chún	instrument	金			
靣	miàn		面			
鸂	xī	Mandarin duck, Aix galericulata	鳥			
麐	lín	female of Chinese unicorn	鹿			
麚	jiā		鹿			
齧	niè	bite, gnaw; wear down, erode	齒			
䌷	chōu	(simplified form of 紬) a thread; a clue				
睊	juàn	see, look, gaze at; askance	目			
àà	kē	pile of stones	石			
碻	què	solid	石			
絃	xián	string on musical instrument	糸			
茝	chǎi		艸			
菴	ān	small Buddhist monastery	艸			
袥	tuō		衣			
襍	zá	mixed, blended; mix, mingle	衣			
覗	sì	peek	見			
詩	shī	poetry; poem, verse, ode	言			
諥	zhòng		言			
跂	qí	creeping, crawling	足			
辵	chuò	walk; walking; KangXi radical 162	辵			
邅	zhān	hesitant, faltering	辵			
醨	lí	dregs of wine	酉			
àà	kuǐ		àà			
疰	zhù		疒			
觜	zī	beak	角			
鴿	gē	pigeon, dove; Columba species (various)	鳥			
笭	líng	bamboo screen	竹			
糷	làn		米			
纘	zuǎn	continue, carry on, succeed	糸			
翉	běn		羽			
胵	chī	(Cant.) 芙胵, the gizzard and liver of domestic fowl	肉			
芖	zhì		艸			
蔣	jiǎng	surname; Hydropyrum latifalium	艸			
蔦	niǎo	the convovulvus; parasitic plants such as mistletoe; Ribes ambiguum	艸			
蛚	liè		虫			
蛯	lao	shrimp	虫			
蜏	yǒu		虫			
讞	yàn	to decide, judge; a verdict, decision	言			
賲	bǎo		貝			
钃	shǔ		金			
餈	cí	rice cake	食			
馧	yūn		香			
麤	cū	rough, coarse, big, rough	鹿			
鼶	sī		à			
禱	dǎo	pray; entreat, beg, plead; prayer	示			
臓	zàng	internal organs, viscera	肉			
鈍	dùn	blunt, obtuse; dull; flat; dull-witted	金			
錫	xī	tin, stannum; bestow, confer	金			
紛	fēn	in disorder, scattered, tangled	糸			
遙	yáo	far away, distant, remote	辵			
螣	tè	mythological wingless dragon of	虫			
铽	tè	terbium	金			
竝	bìng		立			
粊	bì		米			
紗	shā	gauze, thin silk; yarn, thread	糸			
紮	zā	tie, fasten, bind	糸			
絺	chī	fine linen; fine hemp fiber	糸			
絿	qiú	urgent	糸			
緯	wěi	woof; parallels of latitude	糸			
脦	de		肉			
臇	juǎn	fat, rich; a stew of fish	肉			
臋	tún		肉			
葍	fú	plant	艸			
葞	mǐ		艸			
葯	yào	orris root; leaf of the iris; medicine	艸			
葻	lán		艸			
藙	yì	dogwood	艸			
蜔	diàn	inlaid shell-work	虫			
螕	bī	a tick, mite	虫			
蟻	yǐ	ants	虫			
襲	xí	raid, attack; inherit	衣			
觼	jué	buckle	角			
觿	xī	a bodkin made of ivory, horn	角			
詼	huī	tease, joke with; ridicule, mock	言			
諝	xū	knowledge; discrimination; treachery	言			
貨	huò	goods, commodities, products	貝			
賀	hè	congratulate; send present	貝			
趧	tí		走			
跉	líng		足			
躍	yuè	skip, jump, frolic	足			
軒	xuān	carriage; high; wide; balcony; surname of the Yellow Emperor	車			
輪	lún	wheel; revolve, turn; recur	車			
邉	biān	edge, margin, side, border	辵			
鄶	kuài		邑			
酁	chán		邑			
釀	niàng	brew, ferment	酉			
鈾	yóu	uranium	金			
鈿	tián	hairpin; gold inlaid work, filigree	金			
鍊	liàn	smelt metals, forge; refine	金			
闀	xiàng		門			
闄	yǎo		門			
腽	wà	fat	肉			
霧	wù	fog, mist, vapor, fine spray	雨			
韌	rèn	strong and pliable, resilient; (Cant.) tough, elastic	韋			
àà	qí	tall and slim	àà			
額	é	forehead; tablet, plaque; fixed	àà			
顫	chàn	shiver, tremble; trembling	àà			
顬	rú	the temporal bone	àà			
