Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
町	tīng	raised path between fields	田			
芥	jiè	mustard plant; mustard; tiny	艸			
à	jí	thin, emaciated; barren	疒			
阂	hé	blocked or separated; to prevent	門	6		
挎	kuà	carry	手	6		
橇	qiāo	a sledge for transportation	木			
荟	huì	luxuriant, flourishing, abundant	艸			
啜	chuài	sip, suck up; sob, weep	口			
垛	duǒ	heap, pile; pile up, heap up	土			
淇	qí	river in Henan province	水			
瓒	zàn	ceremonial libation cup	玉			
篓	lǒu	bamboo basket	竹			
虱	shī	louse; bug; parasite	虫			
跻	jī	ascend, go up, rise	足			
龛	kān	niche, shrine	龍			
蹒	pán	to jump over; to limp	足			
髯	rán	beard; mustache	髟			
à	chēng	look at, stare at, gaze at	目			
痫	xián	epilepsy, convulsions	疒			
掂	diān	heft, hold or weigh in palm	手			
潼	tóng	high, lofty; damp	水			
酰	xiān	acyl	酉			
镁	měi	magnesium	金			
灸	jiǔ	cauterize with moxa; moxibustion	火			
腆	tiǎn	prosperous; good; protruding	肉			
筱	xiǎo		竹			
谆	zhūn	patient, earnest; earnestly	言			
骋	chěng	gallop horse; hasten, hurry	馬			
壬	rén	9th heavenly stem	士			
茗	míng	tea; tea plant	艸			
椋	liáng	fruit	木			
蛔	huí	tapeworm	虫			
潺	chán	sound of flowing water	水			
扉	fēi	door panel	戶			
耘	yún	weed	耒			
槟	bīn	betel-nut, areca nut	木			
雹	báo	hail	雨	6		
甬	yǒng	path; river in Ningbo; Ningbo	用			
谥	shì	to confer posthumous titles	言			
淞	sōng	name of a river in Jiangsu	水			
燎	liáo	to burn, set afire; to illuminate; a signal lamp	火			
蕙	huì	species of fragrant orchid	艸			
蚪	dǒu	tadpole	虫			
蜻	qīng	dragonfly	虫			
郸	dān	county in Hebei province	邑			
轶	yì	rush forth; surpass, excel	車			
狰	zhēng	fierce-looking, ferocious	犬			
楣	méi	crossbeam above or under gate	木			
捋	lǚ	to pluck; to gather in the fingers; to rub; to scrape off	手			
涓	juān	brook, stream; select; pure	水			
荪	sūn	aromatic grass; iris, flower	艸			
娄	lóu	surname; a constellation; to wear	女			
麝	shè	musk deer	鹿			
蚤	zǎo	flea; louse	虫			
薰	xūn	a medicinal herb; to cauterize	艸			
醮	jiào	religious service; Daoist or Buddhist ceremony	酉			
搪	táng	ward off, evade; parry; block	手			
谧	mì	calm, quiet, still; cautious	言			
湮	yān	bury, sink, block up; stain	水			
辍	chuò	stop, suspend, halt	車			
瞌	kē	doze off; sleepy	目			
梆	bāng		木			
樟	zhāng	camphor tree	木			
茉	mò	white jasmine	艸			
岖	qū	steep, sheer; rugged, rough	山			
臼	jiù	mortar; bone joint socket	臼			
癣	xuǎn	ringworms	疒			
穑	sè	farm, harvest grain; stingy	禾			
玷	diàn	flaw in gem; flaw in character	玉			
馍	mó	bread	食			
呷	gā	suck, swallow, drink	口			
萼	è	the stem and calyx of a flower; a younger brother	艸			
妩	wǔ	charming, enchanting	女			
伫	zhù		人			
彤	tóng	red, vermilion; name of ancient	彡			
莓	méi	moss; edible berries	艸			
岬	jiǎ	cape; promontory, headland	山			
媛	yuàn	beauty, beautiful woman	女			
惆	chóu	distressed, regretful, sad	心			
鳎	tǎ	sole	魚			
啾	jiū	wailing of child; chirp	口			
囔	nāng	muttering, indistinct speech	口			
蜓	tíng	dragonfly	虫			
孺	rú	child; blood relation; affection	子			
徇	xùn	comply with, follow; display	彳			
徵	zhēng	summon, recruit; musical note	彳			
焊	hàn	weld, solder	火			
岱	dài	Daishan, one of the Five Sacred Mountains in China	山			
昵	nì	intimate, close; approach	日			
卅	sà	thirty, thirtieth	十			
飙	biāo	whirlwind, stormy gale	風			
邙	máng	mountain in Henan province	邑			
痞	pǐ	dyspepsia, spleen infection	疒			
隼	sǔn	aquiline (nose); a falcon	隹			
恫	dòng	in pain, sorrowful	心			
怆	chuàng	sad, broken-hearted, disconsolate	心			
桀	jié	chicken roost; ancient emperor	木			
绶	shòu	silk ribbon attached as a seal	糸			
裆	dāng	crotch or seat of pants; pants	衣			
盂	yú	basin; cup	皿			
