Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鮮	xiān	fresh, new, delicious; rare, few	魚			
鳑	páng		魚			
豨	xī	pig, hog	豕			
琚	jū	girdle ornaments	玉			
觫	sù	to start, tremble with fear	角			
鲦	tiáo	minnow	魚			
刳	kū	cut out, dig, rip up, scoop out	刀			
拶	zā	press, squeeze hard; force	手			
掊	póu	to extract; injure	手			
泐	lè	to write; to indite; veins in minerals	水			
瘗	yì	bury, inter	疒			
雩	yú	offer sacrifice for rain	雨			
麿	mo	I, personal name marker	麻			
檗	bò	tree	木			
鼂	cháo	a kind of sea turtle; surname	黽			
詳	xiáng	detailed, complete, thorough	言			
際	jì	border, boundary, juncture	阜			
褔	fù	complex; double	衣			
铟	yīn	indium	金			
聽	tīng	hear, listen; understand; obey	耳			
觸	chù	touch; butt, ram, gore	角			
靈	líng	spirit, soul; spiritual world	雨			
鲏	pí		魚			
蒗	làng		艸			
魟	hóng	a ray, skate	魚			
遹	yù	comply with, obey; shun, avoid	辵			
攴	pū	rap, tap lightly; KangXi radical 66	攴			
蝥	máo	a fly which is used similarly to cantharides	虫			
茆	máo	species of grass, water mallows	艸			
蓁	zhēn	abundant, luxuriant vegetation	艸			
嚆	hāo	give forth sound, make noise	口			
忮	zhì	stubborn; perverse; aggressive	心			
篌	hóu	ancient music instrument; harp	竹			
菧	dǐ		艸			
卺	jǐn	(nuptial) winecups	卩			
郫	pí		邑			
à	xiǎo		竹			
複	fù	repeat, double, overlap	衣			
該	gāi	should, ought to, need to	言			
貴	guì	expensive, costly, valuable	貝			
辯	biàn	dispute, argue, debate, discuss	辛			
飛	fēi	fly; go quickly; dart; high	飛			
犰	qiú	armadillo	犬			
狳	yú		犬			
à	pū		阜			
蹁	pián	to walk with a limp	足			
蓐	rù	straw bed mat; rushes	艸			
稜	léng	corner, edge, angle; square block	禾			
菃	qú		艸			
埝	niàn	bank, dike; purtuberance from	土			
蕞	zuì	little, small, tiny; petty	艸			
喈	jiē	music; melody	口			
戋	jiān	small, narrow, tiny, little	戈			
赙	fù	gift of money help pay funeral	貝			
磉	sǎng	the stone base or plinth of a pillar	石			
郤	xì	crack, opening; surname	邑			
聍	níng	earwax	耳			
铷	rú	rubidium	金			
硏	yán	grind	石			
腘	guó		肉			
興	xìng	thrive, prosper, flourish	臼			
雞	jī	chickens; domestic fowl	隹			
鬱	yù	luxuriant; dense, thick; moody	鬯			
鳴	míng	cry of bird or animal; make sound	鳥			
麥	mài	wheat, barley, oats; KangXi radical number 199	麥			
鮟	àn	anglerfish	魚			
鳈	quán	name of fish	魚			
秾	nóng	thick, lush, in clusters	禾			
邗	hán	an ancient place in the state of Wu	邑			
釐	lí	manage, control; 1/1000 of a foot	里			
矧	shěn	much more, still more; the gums	矢			
舁	yú		臼			
貅	xiū	brave, fierce, courageous	豸			
瞇	mī	to close (the eyes); to squint	目			
骢	cōng	horse with a bluish white color	馬			
阼	zuò	the steps leading to the eastern door	阜			
垸	yuàn	a dyke, embankment	土			
墁	màn	to plaster; to pave	土			
攮	nǎng	to fend off; to stab	手			
柝	tuò		木			
梃	tǐng	a club; a stalk; straight	木			
眚	shěng	disease of the eyes; crime, fault	目			
箜	kōng	ancient string music instrument	竹			
簏	lù	a box, a basket	竹			
綮	qǐ	embroidered banner	糸			
鲩	huàn	carp	魚			
諡	shì	posthumous name, posthumous title	言			
茇	bá	grass, thatch	艸			
摅	shū	spread, disperse; vent, set forth	手			
顐	wèn		àà			
蜾	guǒ	the solitary wasp	虫			
龂	yín	gums (of the teeth); to dispute	齒			
䦟	wěn	to struggle; struggle; to strive, firm; stable; secure	門			
臍	qí	abdominal area of crab; navel	肉			
膩	nì	greasy, oily, dirty; smooth	肉			
諸	zhū	several, various	言			
讉	yí		言			
鎯	láng	large hammer	金			
脒	mǐ	open; throw away	肉			
箬	ruò	the cuticle of the bamboo a broad-leaved bamboo	竹			
