Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
镂	lòu	carve, inlay, engrave, tattoo	金			
舀	yǎo	dip, ladle; ladle	臼			
夙	sù	early in morning, dawn; previous	夕			
臧	zāng	good, right, generous; command	臣			
蒿	hāo	mugwort, artemisia; give off	艸			
貂	diāo	marten, sable, mink	豸			
蜥	xī	lizard	虫			
蹩	bié	to limp	足			
噼	pī		口			
钛	tài	titanium	金			
钚	bù	plutonium	金			
獾	huān	the badger	犬			
濂	lián	a waterfall; a river in Hunan	水			
à	kǎi	armor, chain mail	金			
皙	xī	white; kind of date	白			
霭	ǎi	cloudy sky, haze; calm, peaceful	雨			
鲈	lú	sea perch, sea bass	魚			
叵	pǒ	cannot, be unable do, improbable; thereupon	口			
霾	mái	misty, foggy; dust storm	雨			
泯	mǐn	destroy, eliminate; perish	水			
碴	chá	chipped edge of a container	石			
鸵	tuó	ostrich	鳥			
峪	yù	valley, ravine	山			
饕	tāo	gluttonous, greedy, covetous	食			
瘁	cuì	feel tired, be weary, be worn out	疒			
睢	suī	gaze at, stare at; uninhibited	目			
鬃	zōng	mane; neck bristles	髟			
迩	ěr	be near, be close; recently	辵			
纣	zhòu	name of an emperor; saddle part	糸			
夔	kuí	one-legged monster; walrus	夊			
à	yín	boundary, bank of stream or river	土			
饨	tún	stuffed dumplings	食			
榭	xiè	kiosk, pavilion	木			
隍	huáng	dry ditch, dry moat	阜			
娑	suō	dance, frolic; lounge; saunter	女			
篝	gōu	bamboo basket; bamboo frame	竹			
榔	láng	betel-nut tree	木			
洌	liè	clear	水			
浜	bāng	creek, stream; beach, sea coast	水			
鲑	guī	salmon; spheroides vermicularis	魚			
谔	è	honest speech, straightforward	言			
汩	gǔ	run swiftly	水			
浣	huàn	to wash, to rinse	水			
舐	shì	lick with tongue	舌			
瞭	liǎo	bright, clear; clear-sighted	目			
忻	xīn	delightful, joyful, pleasant	心			
咻	xiū	shout	口			
鹑	chún	quail; Turnix species (various)	鳥			
唑	zuò	(chem.) azole	口			
懋	mào	splendid, grand, majestic	心			
皎	jiǎo	white; bright, brilliant; clear	白			
诒	yí	bequeath, pass on to future generations	言			
麾	huī	a pennant, flag, banner; to signal to	麻			
辏	còu	hubs of wheel; converge around	車			
氐	dī	name of an ancient tribe	氏			
冽	liè	cold and raw; pure, clear	冫			
箕	jī	sieve; dust pan, garbage bag	竹			
俚	lǐ	rustic, vulgar, unpolished; mean	人			
汴	biàn	name of a river in Henan; Henan	水			
宸	chén	imperial; imperial palace	宀			
芍	sháo	peony; water chestnuts	艸			
捱	ái	put off, procrastinate; endure	手			
摈	bìn	exclude, expel, reject; usher	手			
摺	zhé	fold, bend; twisted, curved	手			
簦	dēng	large umbrella with a long handle, used for street stalls	竹			
箔	bó	reed screen; frame for growing silkworms	竹			
咝	sī	hiss; call to come; syllable	口			
孀	shuāng	widow	女			
怏	yàng	discontented, dispirited, sad	心			
谝	piǎn	brag, boast; quibble	言			
àà	zhēn	anvil; flat stone; exe	石			
馕	náng	bread (persian naan)	食			
耄	mào	elderly person; very old, senile	老			
罂	yīng	long necked jar or bottle	缶			
漕	cáo	transport by water; canal transportation	水			
沣	fēng	river in Shanxi province	水			
àà	luán	name of tree; a part of cornice	木			
榘	jǔ		木			
烷	wán	alkane	火			
榷	què	footbridge; toll, levy; monopoly	木			
俑	yǒng	wooden figure buried with dead	人			
沱	tuó	rivers, streams, waterways; flow	水			
缜	zhěn	detailed, fine; closely woven	糸			
鹫	jiù	condor, vulture	鳥			
蛳	sī	kind of snail with spiral shell	虫			
剽	piāo	rob, plunder; slice off; fast	刀			
衢	qú	highway; thoroughfare, intersection	行			
泗	sì	mucous; nasal flow; sniffle; river in Shandong	水			
臊	sāo	rank; rancid; frowzy, fetid; bashful	肉			
瘴	zhàng	malaria pestilential vapors	疒			
酚	fēn	carbolic acid; phenol	酉			
纾	shū	loosen, relax, relieve; extricate	糸			
晁	cháo	morning, dawn; surname	日			
孛	bèi	comet	子			
炀	yáng	roast; scorch; melt; flame	火			
叁	sān		厶			
憩	qì	rest, take rest	心			
掬	jū	to grasp or hold with both hands	手			
椤	luó	tree	木			
啮	niè	bite, gnaw	口			
