Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
泱	yāng	great, expansive; agitated	水			
趄	jū	weak, lame	走			
骅	huá	an excellent horse	馬			
陲	chuí	frontier, border	阜			
郧	yún	county in Hubei province	邑			
倜	tì	raise high; unrestrained	人			
呤	lìng	purine	口			
燧	suì	flintstone; beacon, signal fire; torch	火			
铉	xuàn	device for carrying a tripod	金			
粲	càn	polish; bright, radiant; smiling	米			
骶	dǐ	coccyx	骨			
峁	mǎo	yellow dirt mount	山			
忸	niǔ	blush, be bashful, be ashamed	心			
渌	lù	strain	水			
骞	qiān	raise, hold high; fly, soar	馬			
髭	zī	mustache	髟			
戡	kān	subjugate, subdue, quell; kill	戈			
钨	wū	tungsten, wolfram	金			
谲	jué	cunning, crafty, sly, wily	言			
苋	xiàn	amaranth	艸			
锃	zèng	polish	金			
蜊	lí	clam	虫			
幄	wò	tent; mosquito net	巾			
闼	tà	door; gate	門			
戕	qiāng	kill, slay; wound, injure, hurt	戈			
骊	lí	a pure black horse; a pair of horses	馬			
虢	guó	name of ancient feudal State in Shenxi and Hunan	虍			
烩	huì	ragout, cook, braise	火			
傥	tǎng	if, supposing, in case	人			
妲	dá	concubine of last ruler of the Shang dynasty	女			
绌	chù	sew, stitch; insufficient	糸			
桠	yā	the forking branch of a tree	木			
袈	jiā	Buddhist cassock	衣			
鎗	qiāng	rifle, small arms, hand gun	金			
薮	sǒu	marsh, swamp; wild country	艸			
揿	qìn	press	手			
杲	gǎo	bright sun; brilliant; high	木			
肓	huāng	region between heart and diaphragm	肉			
厝	cuò	cut or engrave; a grave or tombstone	厂			
莅	lì	attend, be present; arrive at	艸			
氤	yīn	hanging fog, misty	气			
缙	jìn	red silk	糸			
衮	gǔn	ceremonial dress worn by the emperor	衣			
诟	gòu	abuse, scold, berate, insult	言			
旖	yǐ	romantic; tender; charming	方			
硒	xī	selenium	石			
唁	yàn	express condolence	口			
嬗	shàn	succession to the throne	女			
硎	xíng	whetstone	石			
裱	biǎo	to mount maps or scrolls to paste	衣			
颦	pín	frown, knit brows; with knitted	十			
質	zhì	matter, material, substance	貝			
靥	yè	dimples	厂			
纥	gē	inferior silk; tassel, fringe	糸			
煨	wēi	to stew, simmer	火			
礴	bó	fill, extend	石			
鏖	áo	to fight to the end, engage in a fierce battle	金			
蝈	guō	small green frog; cicada	虫			
笏	hù	tablet held by someone having authority	竹			
羿	yì	legendary archer	羽			
鼐	nài	incense tripod	鼎			
湟	huáng	river in qinghai province	水			
甑	zèng	boiler for steaming rice, pot	瓦			
炜	wěi	brilliant red; glowing	火			
煲	bāo	to heat; to boil a saucepan	火			
锉	cuò		金			
笕	jiǎn	bamboo water pipe	竹			
喑	yīn	to be dumb; the sobbing of infants	口			
嶂	zhàng	cliff; mountain barrier	山			
浔	xún	steep bank by stream; jiujiang	水			
弭	mǐ	stop, desist, end, quell	弓			
妪	yù	old woman, hag	女			
锂	lǐ	lithium	金			
苡	yǐ	barley	艸			
孳	zī	breed in large numbers	子			
颏	kē	chin	àà			
醴	lǐ	sweet wine; sweet spring	酉			
間	jiān	interval, space; place, between	門			
渚	zhǔ	small sand bank, islet	水			
轭	è	yoke, collar	車			
鹬	yù	snipe, kingfisher	鳥			
蚝	háo	hairy and poisonous caterpillars	虫			
黃	huáng	yellow; surname	黃			
膘	biāo	fat; rump	肉			
邛	qióng	in distress; a mound	邑			
痨	láo	consumption; tuberculosis	疒			
褡	dā	girdle; loincloth; pouch, bag	衣			
耦	ǒu	plow side by side; team of two	耒			
覃	tán	reach to, spread to; extensive	襾			
虛	xū	false, worthless; empty, hollow	虍			
馔	zhuàn	to feed, support, provide for; food	食			
篾	miè	bamboo splints or slats	竹			
兖	yǎn	establish; one of nine empire divisions	儿			
阋	xì	feud, fight, quarrel	門			
遨	áo	ramble, roam; travel for pleasure	辵			
爰	yuán	lead on to; therefore, then	爪			
痂	jiā	scab	疒			
艄	shāo	stern of a vessel	舟			
耨	nòu	hoe, rake; weed	耒			
沤	ōu	soak, steep; sodden or soaked	水			
