Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
邋	lā	rags	辵			
焓	hán	(Cant.) onomatopoetic, the sound of a fiercely-burning fire	火			
秣	mò	fodder, horse feed; feed horse	禾			
昶	chǎng	a long day. bright. extended. clear	日			
種	zhǒng	seed; race; offspring; to plant	禾			
變	biàn	change, transform, alter; rebel	言			
窣	sū	to rush out of a den; rustling, whispering	穴			
绦	tāo	silk cord, ribbon	糸			
俎	zǔ	chopping board or block; painted	人			
榫	sǔn	mortise and tenon; fit into	木			
蟪	huì	a kind of cicada	虫			
稗	bài	darnels, weeds, tares small	禾			
謇	jiǎn	stutter; speak out boldly	言			
氩	yà	argonium	气			
類	lèi	class, group, kind, category	àà			
锴	kǎi	high quality iron	金			
龉	yǔ	uneven teeth; to disagree	齒			
烃	tīng	hydrocarbon	火			
俣	yǔ	big	人			
嬷	mā	mother	女			
肱	gōng	forearm	肉			
鸢	yuān	kite; Milvus species (various)	鳥			
笫	zǐ	bed boards, sleeping mat	竹			
痤	cuó	a swelling of the lymph nodes	疒			
陰	yīn		阜			
菏	hé	river in Shandong province	艸			
莆	pú	a kind of legendary tree	艸			
芨	jī	name of a plant, the roots are used for various purposes	艸			
阕	què	close, shut; watch tower	門			
àà	tuó	a stone roller; a heavy stone, a weight, a plummet	石			
碜	chěn	gritty	石			
鼹	yǎn	a kind of insectivorous rodent	à			
長	zhǎng	long; length; excel in; leader	長			
猷	yóu	plan, scheme; plan, plot; way	犬			
竽	yú	ancient woodwind instrument	竹			
舸	gě	large boat, barge	舟			
诓	kuāng	cheat, swindle, lie	言			
錾	zàn	engraving tool, chisel	金			
淬	cuì	temper; dye; soak; change, alter	水			
隗	kuí	high; lofty; surname	阜			
悌	tì	brotherly, respectful	心			
姘	pīn	illicit sexual relations	女			
槭	qī	maple	木			
邈	miǎo	far, distant, remote; slight	辵			
婕	jié	handsome	女			
歙	shè		à			
稹	zhěn		禾			
蹴	cù	kick; tread on; leap; solemn	足			
àà	pī	arsenic	石			
痈	yōng	carbuncle, sore, ulcer, abscess	疒			
镏	liú	distil; lutetium; surname	金			
羯	jié	wether, castrated ram; deer skin	羊			
豕	shǐ	a pig, boar; KangXi radical 152	豕			
鲂	fáng	bream	魚			
蓖	bì	castor-oil plant, Ricinus commumis	艸			
匦	guǐ	small box; chest, casket	匚			
笤	tiáo	a broom, a besom	竹			
峥	zhēng	high, lofty, noble; steep, perilous	山			
徭	yáo	conscript labor, compulsory labor	彳			
浃	jiā	saturate, drench; damp, wet	水			
烊	yáng	to smelt; to melt	火			
補	bǔ	mend, patch, fix, repair, restore	衣			
窸	xī	faint sound, whisper	穴			
酆	fēng	name of Zhou period state	邑			
缢	yì	hang, strangle	糸			
褓	bǎo	swaddling cloth; infancy	衣			
蚨	fú	a kind of water-beetle cash, then dollars and money generally	虫			
翳	yì	shade, screen; to hide, screen	羽			
趔	liè	not progressing; to be checked	走			
炔	guì	acetylene	火			
誊	téng	copy, transcribe	言			
赜	zé	abstruse, deep, profound	匚			
仃	dīng	lonely, solitary	人			
勖	xù	enjoin, advise, preach to	力			
葺	qì	thatch; fix, repair; pile up	艸			
蚴	yòu	larva	虫			
泷	lóng	raining; wet; soaked; a river in Guangdong	水			
蛴	qí	maggots, grubs	虫			
結	jié	knot, tie; join, connect	糸			
媸	chī	an ugly woman	女			
俳	pái	actor; vaudeville show; insincere	人			
诖	guà	error, mistake; deceive, mislead	言			
茑	niǎo	the convovulvus; parasitic plants such as mistletoe; Ribes ambiguum	艸			
逡	qūn	retreat, withdraw, fall back	辵			
孱	càn	weak, unfit, frail, feeble	子			
àà	zhài	stockade, fort, military outpost; brothel	石			
跸	bì	clear way, make room for; emp	足			
祜	hù	blessing, happiness, prosperity	示			
伉	kàng	compare, match; pair; spouse	人			
溴	xiù	bromine	水			
屐	jī	wooden shoes, clogs	尸			
飚	biāo	whirlwind	風			
蛞	kuò	snail; slug, mole cricket	虫			
鏡	jìng	mirror; lens; glass; glasses	金			
掮	qián	to bear on the shoulders	手			
崆	kōng	Kongtong mountain	山			
庾	yǔ	granary; storehouse	广			
橛	jué	a post, a stake; an axle	木			
矸	gān	a rock or cliff	石			
鸨	bǎo	bustard; procuress; Otis species (various)	鳥			
