Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
巍	wēi	high, lofty, majestic, eminent	山			
唔	wú	hold in mouth; bite; (Cant.) not, negation	口			
疚	jiù	chronic disease, chronic illness; sorrow	疒			
鲤	lǐ	carp	魚			
戎	róng	arms, armaments; military affair	戈			
肇	zhào	begin, commence, originate	聿			
笃	dǔ	deep, true, sincere, genuine	竹			
辙	zhé	wagon ruts, wheel tracks	車	6		
娴	xián	elegant, refined; skillful	女			
阮	ruǎn	ancient musical instrument: surname	阜			
札	zhá	letter, note; correspondence	木			
懊	ào	vexed, worried, nervous; regret	心			
焘	dào	shine, illuminate; cover, envelope	火			
恤	xù	show pity; relieve, help	心			
疹	zhěn	measles; rash; fever	疒			
潇	xiāo	sound of beating wind and rain	水	6		
铝	lǚ	aluminum	金			
涤	dí	wash, cleanse, purify; sweep	水			
恃	shì	rely on, presume on, trust to	心			
喽	lóu	used in onomatopoetic expressions	口			
砌	qì	to build, pile up; stone steps, brick walk	石			
遁	dùn	hide, conceal oneself; escape	辵			
楞	léng	used for Ceylon in Buddhist texts	木			
阱	jǐng	pitfall, trap, snare	阜	6		
咎	jiù	fault, defect; error, mistake	口			
洼	wā	hollow; pit; depression; swamp	水			
炳	bǐng	bright, luminous; glorious	火			
噬	shì	bite; gnaw; snap at	口			
枫	fēng	maple tree	木			
拷	kǎo	torture and interrogate; hit	手			
哆	duō	tremble, shiver, shudder, quiver	口	6		
矶	jī	jetty; submerged rock; eddy	石			
苇	wěi	reed	艸			
翩	piān	fly, flutter	羽			
窒	zhì	stop up, obstruct	穴			
侬	nóng	I; you; family name	人			
靶	bǎ	target; splashboard on chariot	革			
胰	yí	pancreas; soap	肉			
芜	wú	luxurious growth of weeds	艸			
辫	biàn	braid; pigtail, plait, queue	辛	6		
嚎	háo	cry loudly, yell, scream	口			
妾	qiè	concubine	女			
幌	huǎng	curtain, cloth screen	巾			
踉	liáng	hop, jump; hurriedly, urgently	足			
佃	diàn	tenant farmer; be a tenant farmer	人			
葫	hú	bottle-gourd	艸			
皖	wǎn	Anhui province	白			
拽	zhuāi	drag, tow; throw; twist	手	6		
滤	lǜ	strain out, filter	水	6		
睬	cǎi	notice; pay attention to	目	6		
俞	yú	surname; consent, approve	人			
匕	bǐ	spoon, ladle; knife, dirk	匕			
谤	bàng	slander, libel	言	6		
嗤	chī	laugh at, ridicule, sneer; snort	口			
捍	hàn	ward off, guard against, defend	手	6		
孵	fū	sit on eggs, hatch	子			
倪	ní	feeble, tiny, young and weak	人			
瘾	yǐn	rash; addiction, craving, habit	疒	6		
敝	bì	break, destroy; broken, tattered	攴			
匡	kuāng	correct, restore, revise	匚			
磋	cuō	polish, buff; scrutinize	石	6		
绫	líng	thin silk, damask silk	糸			
淆	xiáo	confused, in disarray, mixed up	水	6		
尧	yáo	a legendary ancient emperor-sage	儿			
蕊	ruǐ	unopened flowers, flower buds	艸			
烘	hōng	bake, roast; dry by fire	火	6		
璋	zhāng	jade plaything; jade ornament	玉			
亢	kàng	high, proud; violent, excessive; skilled; name	à			
轧	yà	crush by weight; grind	車			
赂	lù	bribe; give present	貝	6		
蝗	huáng	kind of locust	虫			
榆	yú	elm tree	木			
骏	jùn	excellent horse, noble steed	馬			
诛	zhū	execute, kill, put to death; punish	言			
勺	sháo	spoon, ladle; unit of volume	勹	4		
梵	fàn	Buddhist, Sanskrit	木			
炽	chì	burning-hot, intense; to burn, blaze; splendid, illustrious	火			
笠	lì	bamboo hat; bamboo covering	竹			
颌	hé	mouth; jaw	àà			
闸	zhá	sluice; flood gate, canal lock	門			
狒	fèi	baboon	犬			
樊	fán	a railing; a fence an enclosed place	木			
镕	róng	fuse, melt, smelt; mold	金			
垢	gòu	dirt, filth, stains; dirty	土			
瘟	wēn	epidemic, plague, pestilence	疒			
缪	móu	wind around, bind; prepare	糸			
菇	gū	mushrooms	艸			
琦	qí	gem, precious stone, jade	玉			
剃	tì	shave	刀			
迸	bèng	gush out; burst forth; split	辵	6		
溺	nì	drown; submerge in water; indulge	水			
炫	xuàn	shine, glitter; show off, flaunt	火	6		
惚	hū	absent-minded, confused	心			
嗨	hāi	an exclamation	口	6		
陨	yǔn	fall, slip; let fall; die	阜			
赃	zāng	booty, loot, stolen goods; bribe	貝			
羁	jī	halter; restrain, hold, control	网			
臻	zhēn	reach, arrive; utmost, superior	至			
嘀	dí	backbite	口			
膳	shàn	meals, provisions, board	肉			
