Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
睑	jiǎn	eyelid	目			
赡	shàn	support, aid; rich, elegant	貝			
萦	yíng	entangle, entwine, coil	艸			
珥	ěr	ear ornament; stick, insert	玉			
酮	tóng	ketones	酉			
璞	pú	unpolished gem, uncarved gem	玉			
羹	gēng	soup, broth	羊			
缄	jiān	seal, close; bind; letter	糸			
晾	liàng	air-dry; sun-dry	日	6		
俸	fèng	wages, salary, official emolument	人			
媲	pì	marry off, pair, match; compare	女			
鸾	luán	fabulous bird	鳥			
恿	yǒng	instigate, incite; to alarm	心			
蜿	wān	creep, crawl	虫			
犊	dú	calf; victim of sacrifice	牛			
讷	nè	slow of speech; mumble; stammer	言			
扈	hù	escort, retinue; insolent	戶			
蜈	wú	centipede	虫			
翟	dí	surname; a kind of pheasant; plumes	羽			
藕	ǒu	lotus root	艸			
戌	xū	11th terrestrial branch	戈			
蓓	bèi	bud	艸			
鋆	yún	gold; character used in personal name	金			
谩	mán	deceive, insult	言			
谀	yú	flatter, truckle	言			
卯	mǎo	4th terrestrial branch; period from 5-7 a.m.	卩			
谙	ān	versed in, fully acquainted with	言			
岐	qí	high; majestic; fork in road	山			
蝎	xiē	scorpion	虫			
荼	tú	bitter vegetable	艸			
镀	dù	plate, coat, gild	金			
椰	yē	palm tree, coconut palm	木			
甄	zhēn	to examine, discern; to grade; a surname	瓦			
蟾	chán	toad	虫			
蹊	qī	footpath, trail; track	足			
泞	nìng	mud; miry, muddy, stagnant	水			
撸	lū		手			
螃	páng	crab	虫			
檬	méng	type of locust oracacia	木			
猓	guǒ	monkey	犬			
蔷	qiáng	rose	艸			
羲	xī	ancient emperor; breath, vapor	羊			
瘸	qué	lameness, paralysis of hands, leg	疒	6		
蘸	zhàn	dip (a brush); remarry	艸			
蔗	zhè	sugar cane	艸			
傀	guī	great, gigantic; puppet	人			
蚌	bàng	oysters, mussels; mother-of-pearl	虫			
锢	gù	run metal into cracks; confine	金			
遽	jù	suddenly, unexpectedly; at once	辵			
邃	suì	profound, detailed; deep	辵			
恚	huì	anger, rage	心			
皑	ái	brilliant white	白			
锵	qiāng	tinkle, clang, jingle	金			
簌	sù	(of flower petals) falling	竹			
焙	bèi	dry over slow fire; bake; roast	火			
昊	hào	summer time; sky; heaven	日			
鹳	guàn	crane, grus japonensis; stork; Ciconia species (various)	鳥			
睽	kuí	staring	目			
刽	guì	amputate, cut off	刀			
鳖	biē	turtle	魚			
噎	yē	choke; hiccup	口			
呗	bei	final particle of assertion	口			
寰	huán	great domain, country, world	宀			
唷	yō	final particle	口			
殡	bìn	encoffin; embalm; funeral	歹			
淖	nào	slush; mud	水			
诰	gào	inform, notify, admonish, order	言			
恣	zì	indulge oneself, unrestrained	心			
睐	lài	squint at; sidelong glance	目			
婵	chán	beautiful, lovely, pretty, graceful	女			
榈	lǘ	palm	木			
氦	hài	helium	气			
靳	jìn		革			
蛹	yǒng	chrysalis, larva	虫			
鸯	yāng	female mandarin duck (Aix galericulata)	鳥			
惬	qiè	be satisfied, be comfortable	心			
蹙	cù	urgent, suddenly; grieve, lament	足			
诙	huī	tease, joke with; ridicule, mock	言			
眈	dān	gloat, stare at; to delay, to loiter, to hinder	目			
罡	gāng	the name of a certain stars; the god who is supposed to live in them	网			
缮	shàn	repair, mend; rewrite, transcribe	糸			
胤	yìn	heir, successor; progeny, posterity	肉			
皋	gāo	the high land along a river	白			
蛀	zhù	insects that eat books, clothes	虫			
偌	ruò	thus, so, like, such	人			
疵	cī	flaw, fault, defect; disease	疒			
绛	jiàng	deep red; river in Shanxi provinc	糸			
葆	bǎo	reserve, preserve; conceal	艸			
黔	qián	black; Guizhou	黑			
喙	huì	beak, bill, snout; pant	口			
烽	fēng	signal fire; tower where signal	火			
儡	lěi	puppet, dummy	人			
佼	jiǎo	beautiful, handsome, good-looking	人			
斓	lán	multicolored	文			
嫔	pín	court lady; palace maid	女			
颚	è	jaw	àà			
龈	kěn	gums	齒			
盅	zhōng	small cup or bowl	皿			
娓	wěi	comply; complying, agreeable	女			
坂	bǎn	hillside, inconvenient places	土			
