Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
跞	lì	walk, move	足			
醚	mí	ether	酉			
吒	zhā	shout, roar, bellow; scold	口			
枳	zhǐ	trifoliate orange; hedge thorn; (Cant.) a plug	木			
搿	gé		手			
鹧	zhè	partridge	鳥			
蜍	chú	toad	虫			
舻	lú	bow or prow of boat	舟			
鏊	ào	a flat, iron cooking-plate for cakes	金			
禳	ráng	pray or sacrifice, exorcise	示			
蒺	jí	furze; gorse	艸			
钹	bó	cymbals	金			
蜢	měng	grasshopper	虫			
鬻	yù	sell; child, childish; nourish	鬲			
珩	háng	the top gem of the pendants	玉			
卮	zhī	measuring cup; wine container	卩			
垭	yā	character used in place names	土			
苄	biàn	benzyl	艸			
苕	sháo	rush plant	艸			
菀	wǎn	luxuriance of growth	艸			
à	biāo	charger, steed; swift, valiant	馬			
袷	jiá	lined garment	衣			
跹	xiān	wander about, walk around; revolve	足			
瘘	lòu	fistula, sore, ulcer, goiter	疒			
騔	gé		馬			
論	lùn	debate; discuss; discourse	言			
磬	qìng	musical instrument; musical stone	石			
缶	fǒu	earthen crock or jar; rad. 121	缶			
笸	pǒ	flat basket for grain	竹			
鸷	zhì	hawk, vulture	鳥			
àà	tóu	head; top; chief, first; boss	àà			
芰	jì	water caltrop	艸			
蕲	qí	variety of artemisia seek	艸			
阆	láng	high door; high gate; high, lofty	門			
纨	wán	white silk, fine silk; gauze	糸			
琮	cóng	octagonal piece of jade with hole in middle	玉			
牦	máo	tail; hair; yak	牛			
àà	fú		石			
àà	juān	the millipede sometimes confounded with the grow-worm; bright, clear	虫			
锒	láng	lock	金			
锕	ā	actinium (Ac)	金			
郓	yùn		邑			
妯	zhóu		女			
驷	sì	team of four horses; horses	馬			
鹩	liáo	wren	鳥			
舢	shān	sampan	舟			
趸	dǔn	sell or buy wholesale; store	足			
證	zhèng	proof, evidence; testify, verify	言			
養	yǎng	raise, rear, bring up; support	食			
芫	yán	daphne genkwa, poisonous plant	艸			
嗉	sù		口			
àà	lián		虫			
笊	zhào	ladle, bamboo skimmer	竹			
莸	yóu	caryopteris divaricata	艸			
饴	yí	sweet-meats; sweet-cakes; syrup	食			
阃	kǔn		門			
浯	wú	name of a river in Shandong	水			
枇	pí	loquat	木			
焱	yàn	flames	火			
铆	mǎo	rivet	金			
擤	xǐng	to blow the nose with fingers	手			
柢	dǐ	root, base; bottom of object	木			
醢	hǎi	minced pickled meat; mince	酉			
呲	cī	give a talking-to	口			
崾	yǎo	place name in Shanxi province	山			
溆	xù	river in Hunan	水			
潴	zhū	pond; a pool	水			
牖	yǒu	window; lead enlightenment	片			
硪	wò		石			
碓	duì	pestle	石			
鹆	yù	myna; manah; Acridotheres tristis	鳥			
鬣	liè		髟			
àà	kū	cave, hole	土			
帙	zhì	book cover; satchel or bag	巾			
雱	pāng	snowing heavily	雨			
àà	xū	must, have to, necessary; moment; whiskers	àà			
進	jìn	advance, make progress, enter	辵			
诎	qū	bend, stoop, crouch; to yield	言			
獐	zhāng	roebuck, hornless river deer	犬			
桁	héng	cross-beams of roof	木			
蛱	jiá	kind of butterfly	虫			
鳏	guān	huge fish; widower; bachelor	魚			
郴	chēn	county in Hunan province; surname	邑			
幂	mì	cover-cloth, cover with cloth	冖			
箝	qián	tweezers, pliers, tongs, pincers	竹			
僳	sù	minority name	人			
疝	shàn	hernia, rupture	疒			
茴	huí	fennel, aniseed	艸			
揶	yé	make fun of, ridicule	手			
呦	yōu	the bleating of the deer	口			
嗌	ài	the throat; to quarrel, choke	口			
囹	líng	prison, enclosure	囗			
螈	yuán	a silkworm	虫			
脲	niào	urea	肉			
镊	niè	tweezers, forceps, pincers	金			
锑	tī	antimony	金			
胨	dòng	a kind of protein	肉			
膈	gé	diaphragm	肉			
痼	gù	chronic disease	疒			
鳊	biān	bream	魚			
