Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
匾	biǎn	flat, round split-bamboo contain	匸			
乓	pāng	used with ping for ping pong	丿	4		
萃	cuì	dense, thick, close-set; to collect together	艸			
贻	yí	give to, hand down, bequeath	貝			
揖	yī	salute, bow; defer to, yield	手			
觑	qù	peep at; watch, spy on	見			
吝	lìn	stingy, miserly, parsimonious	口	6		
憔	qiáo	be worn-out, emaciated, haggard	心			
羌	qiāng	Qiang nationality; surname	羊			
诲	huì	teach, instruct; encourage, urge	言			
砾	lì	gravel, pebbles	石			
蠕	rú	eumenes polifomis, kind of wasp	虫			
肴	yáo	cooked or prepared meat	肉	6		
撩	liāo	lift up, raise; leave, depart	手			
坍	tān	collapse; landslide	土			
酥	sū	butter; flaky, crispy, light, fluffy	酉			
袅	niǎo	curling upwards; wavering gently	衣			
黝	yǒu	black	黑			
俾	bǐ	so that, in order that; to cause; (Cant.) to give (synonymous with Mandarin 給)	人			
嫣	yān	charming, fascinating; gay	女			
穹	qióng	high and vast; elevated; arched	穴			
秧	yāng	rice seedlings, young rice plants	禾			
妊	rèn	conceive, be pregnant	女			
溉	gài	water, irrigate, flood; wash	水	6		
鹊	què	magpie; Pica species (various)	鳥			
聿	yù	writing brush, pencil; thereupon	聿			
疙	gē	pimple, sore, boil, wart, pustule	疒	6		
蘑	mó	type of edible mushroom	艸			
睾	gāo	testicle	目			
楷	kǎi	model style of Chinese writing	木			
酵	jiào	yeast, leaven	酉			
茹	rú	roots; vegetables; eat; bear	艸			
锌	xīn	zinc	金			
滇	diān	Yunnan province	水			
辗	niǎn	turn over, roll	車			
纂	zuǎn	edit, compile; topknot, chignon	糸			
圭	guī	jade pointed at top	土			
幔	màn	curtain, screen, tent	巾			
褒	bāo	praise, commend, honor, cite	衣			
揍	zòu	hit, beat; smash, break	手	6		
诽	fěi	slander, vilify, condemn	言	6		
倔	jué	stubborn, obstinate, intransigent; firm	人	6		
腓	féi	calf; avoid; be ill; wither	肉			
颉	jié	fly upward, soar; contest	àà			
锄	chú	hoe; eradicate	金			
嗔	chēn	be angry at, scold, rebuke	口			
磺	huáng	sulphur; brimstone	石			
攒	zǎn	save, hoard	手	6		
瘩	da	pimples	疒	6		
雳	lì	thunderclap, crashing thunder	雨			
吆	yāo	bawl, yell, shout, cry out	口			
悚	sǒng	afraid, scared, frightened	心			
墩	dūn	heap, mound, block of stone	土			
彝	yí	Yi (nationality); tripod, wine vessel; rule	彐			
囱	cōng	chimney	囗			
逍	xiāo	ramble, stroll, jaunt, loiter	辵			
辄	zhé	sides of chariot where weapons	車			
桅	wéi	mast of ship	木			
俨	yǎn	grave, respectful, majestic	人			
纶	lún	green silk thread or tassel	糸			
悸	jì	fearful, apprehensive, perturbed	心			
殃	yāng	misfortune, disaster, calamity	歹	6		
帧	zhèng	picture, scroll; one of pair of	巾			
俐	lì	smooth; active; clever, sharp	人	6		
绮	qǐ	fine thin silk; elegant, beautifu	糸			
袒	tǎn	strip; lay bare; bared; naked	衣			
籽	zǐ	seed, pip, pit, stone	米			
孰	shú	who? which? what? which one?	子			
愫	sù	guileless, sincere, honest	心			
拌	bàn	mix	手	6		
橙	chéng	orange	木	6		
暨	jì	and; attain, reach; confines	日			
敖	áo	ramble, play about; leisurely; surname	攴			
赘	zhuì	unnecessary, superfluous	貝			
抉	jué	choose, select; gouge, pluck out	手			
淤	yū	mud, sediment; clog up, silt up	水			
剌	lá	slash, cut in two; contradict	刀			
娼	chāng	prostitute, harlot	女			
顼	xū	grieved	玉			
葵	kuí	sunflower; measure	艸			
哝	nóng	whisper	口			
酣	hān	enjoy intoxicants	酉			
麓	lù	foot of hill; foothill	鹿			
钵	bō	earthenware basin; alms bowl	金			
琅	láng	a variety of white carnelian; pure	玉			
簸	bǒ	winnower	竹	6		
禾	hé	grain still on stalk; rice plant	禾			
铢	zhū	unit of weight, one twenty-fourth of a Chinese ounce (liang)	金			
璧	bì	piece of jade with hole in it	玉			
娠	shēn	pregnant	女			
彗	huì	broomstick; comet	彐			
惋	wǎn	regret, be sorry; alarmed	心	6		
腋	yè	armpit	肉			
螂	láng	mantis, dung beetle	虫			
阪	bǎn	hillside farmland; slope	阜			
掣	chè	drag, pull; hinder by pulling back	手			
劾	hé	examine into, impeach, charge	力			
沥	lì	trickle, drip; strain; dregs	水			
粱	liáng	better varieties of millet	米			
嚓	cā	a cracking or snapping sound	口			
