Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
饜	yàn		食			
荘	zhuāng	village, hamlet; villa; surname	艸			
蒻	ruò	rushes	艸			
蔴	má	hemp; sesame; applied to other plants furnishing textile fibres	艸			
裛	yì	to wrap and bind; damp; a book bag	衣			
鈙	qín		金			
鎋	xiá	the linch-pin of a wheel to govern or control the noise of a barrow	金			
鑀	ài	ionium	金			
髴	fú	disheveled hair; similar to	髟			
鴓	miè		鳥			
鸴	xué	oriental bullfinch, weaver bird; Pyrrhula species (various)	鳥			
黿	yuán	large turtle, sea turtle	黽			
秹	rěn		禾			
茢	liè	sedges; rushes	艸			
蘁	wù		艸			
蚑	qí	tip-toe	虫			
鏻	lín	phosphonium	金			
霤	liù	drip; rain-water catcher	雨			
霩	kuò		雨			
àà	tuí		àà			
餚	yáo	prepared meat; food	食			
鯂	su		魚			
籔	sǒu	bamboo basket	竹			
蕁	qián	nettle	艸			
蘘	ráng	a kind of wild ginger	艸			
雑	zá	mixed, blended; mix, mingle	隹			
鬶	guī		鬲			
鯵	shēn		魚			
鰧	téng		魚			
鱂	jiāng	name of fish	魚			
鳂	wēi	name of fish	魚			
鵟	kuáng		鳥			
à	lí		皿			
盳	wàng		目			
盽	fēng		目			
眃	yún		目			
眏	yāng		目			
睧	hūn	dull vision	目			
硄	kuāng		石			
碔	wǔ	1/2 pr stone	石			
碦	kè		石			
碸	fēng	an organic compound	石			
磃	sī		石			
礘	è		石			
礮	pào	ancient ballista for throwing heavy stones a cannon, a gun	石			
祘	suàn	to calculate	示			
禤	xuān	surname Xuan	示			
秌	qiū	(same as 秋) autumn, fall; year	火			
秙	kù		禾			
秢	líng		禾			
稧	xì		禾			
稬	nuò	glutinous, sticky	禾			
稲	dào	rice growing in field, rice plant	禾			
稸	xù		禾			
穜	zhǒng	rice	禾			
竒	qí	strange, unusual, uncanny, occult	立			
筶	gào		竹			
篬	qiāng		竹			
籒	zhòu		竹			
籜	tuò	bamboo sheath, bamboo shoots	竹			
籞	yù	a fence	竹			
籶	shēn		米			
糂	sǎn		米			
糉	zòng	dumpling made of glutinous rice	米			
綡	liáng		糸			
綶	guǒ		糸			
緄	gǔn	cord; woven belt; hem; hemming	糸			
緗	xiāng	light-yellow color	糸			
緼	yùn	variant of 縕 U+7E15, tangled hemp, raveled silk; vague, confused	糸			
縁	yuán	hem	糸			
縋	zhuì	climb down rope; hang by rope	糸			
縞	gǎo	white raw silk	糸			
繤	zuǎn	edit	糸			
繧	yun		糸			
繬	sè		糸			
纃	qí		糸			
纉	zuǎn		糸			
纒	chán	wrap, wind around; tie, bind	糸			
纗	zuī		糸			
罯	ǎn		网			
羀	liǔ	fishing trap	网			
耴	yì		耳			
肍	qiú		肉			
腨	shuàn		肉			
膗	chuái	ugly and fat; too fat to move	肉			
膟	lǜ	fat	肉			
舦	tài	(Cant.) rudder	舟			
艊	bó		舟			
菄	dōng		艸			
葾	yuān	(Cant.) a bad smell	艸			
蒕	yūn		艸			
蒘	rú		艸			
蒧	diǎn		艸			
蓃	sōu		艸			
蓆	xí	straw mat, mat	艸			
蔱	shā		艸			
蘔	jiōng		艸			
蟨	jué	the Siberian jerboa	虫			
àà	lóng		虫			
襖	ǎo	outer garments; coat, jacket	衣			
