Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
嵩	sōng	high, lofty; one of the 5 peaks, situated in Hunan	山			
漱	shù	gargle, rinse; wash, scour	水			
酋	qiú	chief of tribe, chieftain	酉			
攘	rǎng	seize, take by force; repel	手			
诘	jí	question, interrogate	言			
篡	cuàn	usurp	竹			
睿	ruì	shrewd, astute, clever, keen	目			
噩	è	bad, ill-omened, unlucky	口			
怅	chàng	disappointed, dissatisfied	心			
盎	àng	cup; pot; bowl; abundant	皿			
徙	xǐ		彳	6		
鞅	yāng		革			
漓	lí	river in Guangxi province; water dripping	水			
祟	suì	evil spirit; evil influence	示			
睫	jié	eyelashes	目			
攸	yōu	distant, far; adverbial prefix	攴			
翎	líng	feather; plume; wing	羽			
呛	qiāng	choke by smoke; irritates nose	口			
筐	kuāng	bamboo basket or chest	竹	6		
àà	qiàn	moat, trench, pit, cavity	土			
檀	tán	sandalwood, hardwood; surname	木			
寅	yín	to respect, reverence; respectfully; 3rd terrestrial branch	宀			
磊	lěi	pile of rocks or stones; great	石			
驭	yù	drive, ride; manage, control	馬			
惘	wǎng	disconcerted, dejected, discouraged	心			
à	fèi	bark	口			
驮	tuó	carry on back	馬			
瑙	nǎo	agate; cornelian	玉			
炬	jù	torch	火			
痉	jìng	convulsions, fits	疒			
曝	pù	sun, air in sun, expose or dry in the sun	日	6		
恺	kǎi	enjoy, be contented, joyful	心			
胺	àn	amine	肉			
萤	yíng	glow-worm, luminous insect	艸			
敕	chì	an imperial order or decree	攴			
筝	zhēng	stringed musical instrument; kite	竹			
幡	fān	pennant, banner, streamer, flag	巾			
霹	pī	thunder, crashing thunder	雨			
竺	zhú	India; bamboo; surname	竹			
烙	lào	brand, burn; branding iron	火			
毗	pí	help, assist; connect, adjoin	田			
à	jiū	pigeon; collect, assemble	鳥			
à	bù	port city	土			
蒜	suàn	garlic	艸			
阜	fù	mound; abundant, ample, numerous	阜			
嘈	cáo	noisy	口	6		
乒	pīng	used with pong for ping pong	丿	4		
帷	wéi	tent; curtain, screen	巾			
啄	zhuó	to peck; (Cant.) to slander	口			
鳌	áo	huge sea turtle	魚			
毡	zhān	felt; rug, carpet	毛			
阙	quē	watch tower; palace	門			
褥	rù	mattress, cushion; bedding	衣			
搔	sāo	to scratch	手			
笋	sǔn	bamboo shoots	竹			
冕	miǎn	crown; ceremonial cap	冂			
狞	níng	ferocious appearance; hideous	犬			
韶	sháo	music of the emperor Shun; beautiful	音			
骼	gé	bone; skeleton; corpse	骨			
蔼	ǎi	lush; affable, friendly	艸	6		
烹	pēng	boil, cook; quick fry, stir fry	火	6		
奄	yǎn	ere long; remain, tarry; feeble	大			
嫖	piáo	patronize prostitutes, frequent	女			
沐	mù	bathe, cleanse, wash, shampoo	水	6		
噗	pū	burst	口			
岑	cén	steep, precipitous; peak	山			
蛟	jiāo	scaly dragon with four legs	虫			
掳	lǔ	capture, seize	手			
咏	yǒng	sing song or poem, hum, chant	口			
弩	nǔ	cross-bow, bow; downward stroke	弓			
捻	niǎn	to twist or nip with the fingers	手			
圃	pǔ	garden, cultivated field	囗			
孚	fú	brood over eggs; have confidence	子			
悴	cuì	suffer, become emaciated, haggard	心			
诣	yì	reach; achievement, accomplishment	言			
呱	gū	wail, crying of child; swear at	口			
祁	qí	pray; numerous, ample, abundant	示			
捶	chuí	strike with stick, lash, beat	手			
à	nà	sodium, natrium; sharpen wood	金			
袄	ǎo	outer garments; coat, jacket	衣			
澎	pēng	splatter	水			
氮	dàn	nitrogen	气			
恪	kè	respectful, reverent	心			
雏	chú	chick, fledging; infant, toddler	隹			
撮	cuō	little bit, small amount, pinch	手			
àà	yàn	dam; embankment, dike, bank	土			
彷	fǎng	like, resembling; resemble	彳			
鹦	yīng	parrot	鳥			
晖	huī	sunshine; light, bright, radiant	日			
犀	xī	rhinoceros; sharp, well-tempered	牛			
腑	fǔ	bowels, entrails, internal organs	肉			
沽	gū	buy and sell; inferior in quality	水			
橄	gǎn	olive	木			
掐	qiā	hold; gather with hand; choke	手	6		
亵	xiè	slight, insult, treat with disrespect	à			
龋	qǔ	tooth decay	齒			
嗒	dā	absent-minded	口			
咀	jǔ	suck; chew, masticate	口	6		
祺	qí	good luck, good fortune	示			
锚	máo	anchor	金			
