Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
脍	kuài	minced meat or fish	肉			
畲	shē	to cultivate land by first setting fire to it	田			
衾	qīn	coverlet, quilt	衣			
蹼	pǔ	webbed feet of waterfowl	足			
題	tí	forehead; title, headline; theme	àà			
劬	qú	be diligent, toil, endeavor	力			
咭	jī		口			
囫	hú	entire, whole	囗			
洱	ěr	a lake in Yunnan	水			
刎	wěn	behead, cut throat	刀			
芏	dù		艸			
琊	yá	a place in eastern Shandong	玉			
碚	bèi	suburb	石			
鳕	xuě	codfish	魚			
谪	zhé	charge, blame; disgrace; demote	言			
芎	qiōng	a kind of herb	艸			
恂	xún	careful, sincere, honest; trust	心			
槿	jǐn	hibiscus	木			
鲢	lián	silver carp, hypophthalmiathys	魚			
鲧	gǔn	giant fish; father of emperor	魚			
嘧	mì	pyrimidine	口			
绀	gàn	dark blue or reddish color	糸			
郦	lì		邑			
噱	jué	laugh heartily, laugh aloud	口			
à	xī		水			
潸	shān	weep; tears flowing	水			
跏	jiā	sit cross-legged; squat	足			
鲶	nián	sheat	魚			
矍	jué	look about in fright or alarm	目			
苌	cháng	averrhora carambola; surname	艸			
抻	chēn	pull	手			
琰	yǎn	jewel, gem; glitter of gems	玉			
鹚	cí	cormorant	鳥			
龆	tiáo	lose baby teeth and get adult teeth	齒			
臬	niè	law, rule; door post	自			
芄	wán		艸			
呔	dāi	(Cant.) a necktie, a tire	口			
雒	luò	black horse with white mane	隹			
觞	shāng	wine vessel; propose toast; feast	角			
钒	fán	vanadium	金			
饫	yù	surfeited, satiated; confer	食			
阒	qù	alone; quiet, still	門			
槎	chá	raft; time, occasion; to hew	木			
鸩	zhèn	a bird resembling the secretary falcon	鳥			
舂	chōng	grind in mortar	臼			
à	dǎng	counsel, advice; speak out	言			
阡	qiān	footpaths between fields; paths	阜			
莒	jǔ	hemp-like plant; taro; herb	艸			
萸	yú	dogwood	艸			
妗	jìn		女			
稔	rěn	ripe grain; harvest; to know, be familiar with	禾			
穰	ráng	stalks of grain; lush, abundant	禾			
蚧	jiè	a red spotted lizard, used as medicine	虫			
餍	yàn		食			
谯	qiáo	tower; surname	言			
芗	xiāng	fragrant smell of grain; aromatic	艸			
菸	yān	to fade; withered or dried leaves; tobacco (used for 烟 and 煙)	艸			
葩	pā	flowers	艸			
踔	chuō	to get ahead; to stride; to excel	足			
厣	yǎn	shell	厂			
佻	tiāo	frivolous; unsteady; delay	人			
嘌	piào	fast, speedy	口			
饩	xì	sacrficial victim; gift; grain	食			
钏	chuàn	bracelet, armlet	金			
àà	měng	midges; sandflies	虫			
黩	dú	to dishonor, defile, corrupt; soiled	黑			
倨	jù	arrogant, haughty, rude	人			
腸	cháng	intestines; emotions; sausage	肉			
缬	xié	patterned silk; tie knot	糸			
殚	dān	utmost, entirely, quite; use up	歹			
钿	diàn	hairpin; gold inlaid work, filigree	金			
鎏	liú	pure gold	金			
恁	nèn	that, like this, thus, so, such	心			
藿	huò	lophanthus rugosus, betony	艸			
囟	xìn	top of the head; skull	囗			
鄣	zhāng	name of an ancient city in N. Jiangsu, near Shandong	邑			
呋	fū		口			
婺	wù	name of a star	女			
绱	shàng	the piece of leather used for soles on Chinese shoes; a patch	糸			
瓯	ōu	bowl, cup; small tray	瓦			
旃	zhān	silk banner with bent pole	方			
锶	sī	strontium	金			
酩	mǐng	drunk; intoxicated; tipsy	酉			
恹	yān	feeble, sickly; tranquil, calm	心			
逶	wēi	winding, curving; swagger	辵			
缦	màn	plain silk; simple, plain	糸			
鸹	guā	the crow	鳥			
螟	míng	kind of caterpillar, larva	虫			
菟	tú	dodder; creeper	艸			
阗	tián	a place in Xinjiang province	門			
濉	suī		水			
篑	kuì	a bamboo basket for carrying earth	竹			
醪	láo	unclear wine, wine with dregs	酉			
鲛	jiāo	shark	魚			
讦	jié		言			
媪	ǎo	old woman; lower-class woman	女			
邬	wū	various place names; surname	邑			
殇	shāng	die young; national mourning	歹			
鄯	shàn	district in Gansu during the Tang dynasty	邑			
芡	qiàn	plant allied to the waterlily	艸			
