Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
誇	kuā	exaggerate; brag, boast; flaunt	言			
謟	tāo	flatter; suspect, be uncertain	言			
讙	huān	cheer; noise, noisy	言			
谽	hān	a mouth or opening	谷			
踨	zōng		足			
躉	dǔn	sell or buy wholesale; store	足			
躱	duǒ	hide	身			
輗	ní	the cross-bar at the end of a carriage pole; linchpin of a large carriage	車			
釔	yǐ	yttrium	金			
鋕	zhì	engrave	金			
鎚	chuí	hammer, mallet; club	金			
韆	qiān	swing	革			
鯶	hǔn		魚			
鳋	sāo	carp	魚			
鹒	gēng	oriole	鳥			
篭	lóng	cage; cage-like basket	竹			
縜	yún		糸			
腣	dì		肉			
赲	lì		走			
馻	yǔn		馬			
磞	pēng		石			
睕	wǎn		目			
瞜	lōu	to see; to look at; to observe	目			
à	dìng		石			
磽	qiāo	barren land; sandy soil	石			
簘	xiāo	musical instrument like pan-pipes, bamboo flute	竹			
腃	kuì		肉			
腵	jiā		肉			
蓳	jǐn		艸			
覇	bà	rule by might rather than right	襾			
醱	fā	to brew for the second time	酉			
銝	xiū		金			
巛	chuān	river; KangXi radical 47	巛			
鐴	bì		金			
鑵	guàn	jar; can	金			
隩	ào	profound, subtle; warm	阜			
颺	yáng	soar, fly, float; scatter	風			
飮	yǐn	drink; swallow; kind of drink	食			
飰	fàn		食			
餇	tóng	food	食			
饐	yì	spoiled, rotten, sour	食			
痃	xuán	indigestion; buboes, lymphatic inflammation	疒			
駞	tuó	camel	馬			
鴜	cí		鳥			
à	tà	(simplified form of 澾) slippery ( as a road)	水			
䁖	lōu	to see; to look at; to observe	目			
睅	hàn	big-eyed	目			
睍	xiàn	to look at fearfully; overly cautious	目			
碭	dàng	brilliantly colored stone with veined patterns in it	石			
碽	gōng		石			
磸	dìng		石			
礉	hé		石			
礽	réng	blessings, happiness	示			
祾	líng		示			
禌	zī		示			
筥	jǔ	round-shaped bamboo basket for holding rice	竹			
簴	jù		竹			
紣	cuì		糸			
絍	rèn	to lay the warp; to weave	糸			
縆	gēng	a rope	糸			
繀	suì		糸			
繃	běng	bind, draw firmly, strap	糸			
羕	yàng		羊			
羵	fén	spirit	羊			
耇	gǒu	wrinkled face of the elderly	老			
聫	lián	connect, join; associate, ally	耳			
脗	wěn	coinciding, agreeing	肉			
臯	gāo	to praise; to bless high; eminent; (Cant.) a marsh, pool	自			
艁	zào		舟			
艂	féng		舟			
茞	chén	fragrant plant; angelica	艸			
葨	wēi		艸			
蒄	guān		艸			
蒭	chú	to cut grass; hay; fodder	艸			
薂	xí		艸			
藯	wèi		艸			
蜆	xiàn	a variety of bivalves	虫			
螑	xiù		虫			
蟼	jǐng		虫			
衟	dào		行			
褑	yuàn		衣			
à	gōu		衣			
訐	jié		言			
訔	yín		言			
詖	bì	argue; biased; one-sided	言			
詗	xiòng	to spy; to give information; shrewd	言			
詪	hěn	difficulty in speaking; wrangling	言			
諈	zhuì		言			
諑	zhuó	slander; gossip; rumors	言			
讌	yàn	a feast, banquet; to entertain, feast	言			
豗	huī	clamour	豕			
豷	yì		豕			
貗	jù		豸			
貣	tè		貝			
賯	xiōng		貝			
贋	yàn	false; counterfeit; bogus; sham	貝			
冱	hù	freezing; stopped up, closed off	冫			
輀	ér	hearse	車			
蒈	kǎi	an organic compound	艸			
轓	fān		車			
