Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
锆	gào	zirconium	金			
佤	wǎ	the Va (Wa) nationality, living in Yunnan	人			
錢	qián	money, currency, coins	金			
飲	yǐn	drink; swallow; kind of drink	食			
細	xì	fine, tiny; slender, thin	糸			
勰	xié	peaceful, harmonious	力			
钺	yuè	broad-axe, a battle axe, halberd	金			
繇	yáo	reason, cause	糸			
螭	chī	a dragon whose horns have not grown; cruel	虫			
嵬	wéi	high; rugged, rocky, precipitous	山			
轸	zhěn	cross board at rear of carriage	車			
肟	wò	an organic compound	肉			
肫	zhūn	the gizzard of a fowl; honest, sincere	肉			
邨	cūn	village, hamlet; rustic	邑			
瘿	yǐng	swelling, goiter	疒			
仞	rèn		人			
奁	lián		大			
宄	guǐ	a traitor; a villain	宀			
轳	lú	pulley, windlass, capstan	車			
熳	màn		火			
睇	dì	look at, glance at; stare at	目			
钼	mù	molybdenum	金			
蝼	lóu	a mole cricket, Gryllotalpa africana	虫			
跆	tái	trample	足			
樗	chū	Ailanthus glandulosa or A. altissima, a kind of tree useless as timber	木			
鲰	zōu	small fish; small; minnow	魚			
節	jié	knot, node, joint; section	竹			
诶	éi	an exclamation of confirmation	言			
薜	bì	evergreen shrubs, ligusticum	艸			
铧	huá	spade, shovel, plowshare	金			
裥	jiǎn	folds	衣			
榇	chèn	coffin; tung tree	木			
馃	guǒ	cakes, biscuits, pastry	食			
術	shù	art, skill, special feat; method, technique	行			
蹚	tāng	tread through mud and water	足			
怄	òu	annoyed	心			
寤	wù	few, scarce; empty, deserted	宀			
缗	mín	fishing-line; cord; string of coi	糸			
硗	qiāo	barren land; sandy soil	石			
碡	dú	stone roller used to level fields	石			
矬	cuó	a dwarf	矢			
鸱	chī	kite, horned owl; wine cups	鳥			
虺	huī	large poisonous snake	虫			
糅	róu	blend, mix; mixed	米			
à	chóu	enemy, rival, opponent	隹			
帑	tǎng	a treasury; public funds	巾			
镧	lán	lanthanum	金			
埙	xūn	instrument	土			
啁	zhāo	chirp, twitter, twittering	口			
悒	yì	sorrowful, depressed, unhappy	心			
犍	jiān	a bullock; a fabulous monster	牛			
硌	gè		石			
锩	juǎn	to bend iron	金			
虿	chài	a kind of scorpion	虫			
蛑	móu	a marine crab	虫			
艉	wěi		舟			
钅	jīn	gold; money; KangXi radical 167	金			
咴	huī		口			
筮	shì	divination with stalks of plants; divining rod	竹			
艏	shǒu		舟			
糁	sǎn	a grain of rice; rice gruel mixed with meat	米			
鼍	tuó	large reptile, water lizard	黽			
肄	yì	learn, practice, study; toil	聿			
籴	dí	purchase grains; store grain	米			
骜	ào	wild horse, mustang; wild	馬			
àà	lóng	grind, sharpen; mill	龍			
蜮	yù	a fabulous creature like a turtle; a toad	虫			
龀	chèn	lose baby teeth and get adult teeth	齒			
黢	qū	black	黑			
劢	mài	put forth effort, strive forward	力			
腫	zhǒng	swell; swollen; swelling	肉			
耪	pǎng	plow, cultivate	耒			
鬯	chàng	sacrificial wine; unhindered	鬯			
畚	běn	straw basket, hamper	田			
觳	hú	an ancient measure; a goblet; mean; frightened	角			
稞	kē	grain ready for grinding; grain	禾			
鹁	bó	species of pigeon	鳥			
鲲	kūn	spawn; roe; fy	魚			
稱	chēng	call; name, brand; address; say	禾			
捌	bā	break open, split open; an accounting version of the numeral eight	手			
菔	fú	turnip	艸			
獬	xiè	a fabulous monster	犬			
柘	zhè	a thorny tree; sugarcane	木			
娆	ráo	graceful, charming, fascinating	女			
篪	chí	a bamboo flute with seven holes	竹			
鲀	tún	blowfish, globefish, Spheroides vermicular	魚			
谰	lán	accuse falsely; slander, libel	言			
孬	nāo	bad; cowardly	子			
伥	chāng	ghost of one devoured by tiger	人			
谇	suì	speak ill of, vilify; berate	言			
鄄	juàn		邑			
狎	xiá	be familiar with; disrespect	犬			
闫	yàn	village gate	門			
滟	yàn	overflowing, billowing; wavy	水			
齑	jī	break or smash into pieces, pulverize; hash	齊			
遒	qiú	strong, unyielding, forceful	辵			
磔	zhé	to dismember, tear apart; downward stroke slanting right	石			
聃	dān	ears without rims; a personal name	耳			
綦	qí	dark grey. variegated. superlative	糸			
鲡	lí	eel	魚			
