Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
蔻	kòu	肉豆蔻 nutmeg, 豆蔻 cardamon	艸			
à	líng	nice and cool, mild and comfortable	水			
àà	chē	giant clam, tridacna gigas	石			
钕	nǚ	neodymium	金			
镫	dèng	lamp; a kind of cooking vessel	金			
菹	jū	salted or pickled vegetables	艸			
胂	shèn		肉			
煅	duàn		火			
煸	biān	to stir-fry before broiling or stewing	火			
螯	áo	nippers	虫			
躅	zhú	walk carefully; hesitate, falter	足			
à	gěng	fish bones; honest, upright	魚			
佥	qiān	all, together, unanimous	人			
罘	fú	screen used in ancient times	网			
嶝	dèng	path leading up a mountain	山			
適	shì	match, comfortable; just	辵			
坨	tuó	a lump, heap	土			
菽	shū	beans and peas, collectively	艸			
哞	mōu	moo	口			
徜	cháng	walking and fro; lingering	彳			
慊	qiàn	to resent; contended; satisfied	心			
洳	rù	damp, boggy, marshy	水			
渑	miǎn	name of a river in Shandong	水			
灞	bà	river in Shanxi province	水			
盍	hé	what? why not?	皿			
钋	pō	polonium	金			
鸫	dōng	thrush; Turdus species (various)	鳥			
踯	zhí	waver, hesitate, be irresolute	足			
縻	mí	halter for ox; tie up, harness	糸			
萘	nài	naphthalene	艸			
褫	chǐ	strip, tear off, undress	衣			
羰	tāng		羊			
腦	nǎo	brain	肉			
俅	qiú	ornamental cap	人			
芤	kōu		艸			
隳	huī	to destroy; to overthrow	阜			
洮	táo	cleanse; river in Gansu province	水			
胼	pián	callus, calluses	肉			
罴	pí	brown bear, ursus arctos	网			
镛	yōng	large bell used as musical instrument	金			
怛	dá	grieved, saddened; worried	心			
芊	qiān	exuberant and vigorous foliage	艸			
啉	lín	stupid; slow	口			
噌	cēng	scold, shout at	口			
嫱	qiáng	lady	女			
绲	gǔn	cord; woven belt; hem; hemming	糸			
膻	shān	a rank odor; a technical term from Chinese medicine for the center of the chest	肉			
焐	wù		火			
裡	lǐ	inside, interior, within	衣			
葎	lǜ	Humulus japonicus	艸			
亓	qí	(archaic form) his, her, its, their; that	二			
倮	luǒ	bare, naked, uncovered	人			
莼	chún	an edible water plant-brasenia	艸			
蘅	héng	a fragrant plant the root is medicinal	艸			
嘞	lei	(Cant.) final particle used for polite refusal	口			
缒	zhuì	climb down rope; hang by rope	糸			
镆	mò	sword	金			
網	wǎng	net, web; network	糸			
伧	cāng	vulgar person, country man	人			
荏	rěn	beans; soft, pliable; herb	艸			
唳	lì	cry of bird; cry	口			
檩	lǐn	the bole of a tree; a cross beam; the combing round the hatches of a ship	木			
鸶	sī	the eastern egret	鳥			
蚬	xiǎn	a variety of bivalves	虫			
骱	jiè		骨			
蘖	niè	stump, sprout	艸			
澍	shù	timely rain, life-giving rain	水			
韫	yùn	secrete, hide, conceal	韋			
颎	jiǒng	bright	火			
嘏	gǔ	felicity, prosperity; large and strong	口			
垡	fá	plow soil; place name	土			
腚	dìng	buttock	肉			
焯	chāo	boil vegetables for a very short time; scald	火			
繻	xū	fine silk guaze; torn piece of silk	糸			
怙	hù	rely on, presume on; persist in	心			
羧	suō	carboxyl group	羊			
鼙	pí	drum carried on horseback	鼓			
倥	kōng	boorish, ignorant; urgent, pressing	人			
亳	bó	name of district in Anhui; capital of Yin	à			
艽	jiāo		艸			
à	jì	water-chestnuts; caltrop	艸			
昴	mǎo	one of the 28 constellations	日			
舨	bǎn	a sampan	舟			
魈	xiāo	mischevious, one footed spirit that dwells in the mountains	鬼			
醣	táng	carbohydrates	酉			
枵	xiāo	hollo stump of a tree; empty, thin	木			
粜	tiào	sell grains	米			
甙	dài	sugar product	弋			
珲	huī	bright, glorious, splendid	玉			
杓	biāo	handle of cup, ladle, spoon; name of a constellation	木			
楸	qiū	mallotus japonicus, deciduous tre	木			
楦	xuàn	a last for making shoes; to turn on a lathe	木			
疃	tuǎn	hamlet; area outside city	田			
蛏	chēng	razor clam	虫			
àà	miè	flies, small insects produced in damp places	虫			
髌	bìn	kneecap	骨			
茔	yíng	grave, tomb, cemetery	艸			
臨	lín	draw near, approach; descend	臣			
诼	zhuó	slander; gossip; rumors	言			
嬖	bì	favorite; a minion	女			
