Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
莕	xìng	a water plant, Nymphoides peltalum	艸			
莙	jūn	species of water plant	艸			
à	yì		虫			
蟧	láo	(Cant.) àà蟧, a spider	虫			
襌	dān	unlined garment	衣			
襽	lan		衣			
豰	bó		豕			
賷	jī		貝			
鉽	shì		金			
銲	hàn	solder, weld; leg armor, greaves	金			
錧	guǎn		金			
鍚	yáng	frontlet	金			
鍱	yè	thin plates of metal	金			
骣	chǎn	horse without saddle	馬			
鑪	lú	fireplace, stove, oven, furnace	金			
靷	yǐn	the leather belt that connects a horse with a cart	革			
àà	hái	chin	àà			
騊	táo		馬			
骔	zōng		馬			
魽	hán		魚			
魿	líng		魚			
鮅	bì		魚			
鮇	wèi		魚			
鮎	nián	sheatfish, parasilurus asotus	魚			
鮘	dai		魚			
鮪	wěi	kind of sturgeon, tuna	魚			
鯨	jīng	whale	魚			
鰿	jì		魚			
鱀	jì		魚			
鱄	zhuān	anchovy	魚			
鱓	shàn	eel	魚			
鲖	tóng	snakefish	魚			
鴒	líng	species of lark; wagtail; Motacilla species (various)	鳥			
