Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
閏	rùn	intercalary; extra, surplus	門			
盪	dàng	to toss about; to swing; to rock	皿			
眲	nè		目			
睋	é		目			
矃	nǐng		目			
矒	méng		目			
硟	chàn	(Cant.) to slip; to work and polish gems	石			
碩	shuò	great, eminent; large, big	石			
磄	táng		石			
礂	xi		石			
礊	kè		石			
祰	gào		示			
祹	táo		示			
禐	yuàn		示			
秳	huó		禾			
秼	zhū		禾			
稄	xùn		禾			
稇	kǔn	to bind, as faggots of sheaves	禾			
稈	gǎn	stalk of grain; straw	禾			
稘	jī	a full year, an anniversary	禾			
稙	zhī	grain ready for grinding	禾			
穢	huì	dirty, unclean; immoral, obscene	禾			
竸	jìng	contend, vie, compete	立			
竾	chí	flute	竹			
笐	háng	bamboos placed across wooden frames on which grain may be stored in damp climates	竹			
笜	zhú		竹			
筂	chí		竹			
箒	zhǒu	broom	竹			
箛	gū	bugle	竹			
箞	qiān		竹			
箤	zú		竹			
箷	yí		竹			
箹	yuē		竹			
箿	jí		竹			
篜	zhēng		竹			
簞	dān	small bamboo basket for holding	竹			
簤	dài		竹			
簨	sǔn	a beam for hanging bells or drums	竹			
簹	dāng	tall bamboo	竹			
簽	qiān	sign, endorse; slip of paper	竹			
籬	lí	bamboo or wooden fence; hedge	竹			
粔	jù	cakes made from rice flour twisted into rings	米			
粸	qí		米			
紇	hé	inferior silk; tassel, fringe	糸			
紝	rèn	weave, lay warp	糸			
紺	gàn	dark blue or reddish color	糸			
絆	bàn	loop, catch; fetter, shackle	糸			
絳	jiàng	deep red; river in Shanxi provinc	糸			
綄	huán		糸			
綊	xié		糸			
綏	suī	soothe, appease, pacify; carriage harness	糸			
綒	fū		糸			
綔	hù		糸			
綗	jiǒng		糸			
綴	zhuì	patch together, link, connect	糸			
緝	jī	to sew in close stitches	糸			
緞	duàn	satin	糸			
緦	sī	coarse cotton cloth used for mourning	糸			
緰	tóu	net	糸			
緶	biàn	hem; plait, braid, queue	糸			
縣	xiàn	county, district, subdivision	糸			
縹	piǎo	light blue silk; dim; misty	糸			
繜	zūn		糸			
繝	jiàn		糸			
繩	shéng	rope, string, cord; measure, restrain	糸			
纏	chán	wrap, wind around; tie, bind	糸			
罃	yīng	long necked jar or bottle	缶			
罝	jū	net for catching rabbits	网			
罰	fá	penalty, fine; punish, penalize	网			
羴	shān	rank odour of sheep or goats	羊			
翢	dào		羽			
聡	cōng	intelligent, clever, bright	耳			
聹	níng	earwax	耳			
聻	nǐ	death of a disembodied spirit; depraved	耳			
聾	lóng	deaf	耳			
脕	wàn		肉			
脟	liè		肉			
脳	nao	brain	肉			
脽	shuí		肉			
脿	biāo		肉			
臈	là	year end sacrifice; dried meat	肉			
艑	biàn	small boat	舟			
艙	cāng	hold of ship; cabin	舟			
艢	qiáng	a mast; a yard-arm or boom	舟			
芻	chú	mow, cut grass; hay, fodder	艸			
茻	mǎng		艸			
荊	jīng	thorns; brambles; my wife; cane	艸			
菐	pú	a thicket	艸			
菓	guǒ	fruits, nuts, berries	艸			
菙	chuí		艸			
菚	zhàn		艸			
菣	qìn		艸			
菦	qín		艸			
菨	jiē		艸			
葔	hóu		艸			
à	shēn	ginseng	艸			
葮	duàn		艸			
葲	quán		艸			
蓙	zuo	a mat, matting	艸			
蔁	zhāng		艸			
