Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
圻	qí	border, boundary	土			
缂	kè	the woof of a woven item	糸			
蒯	kuǎi	a rush, of which various things are made	艸			
诹	zōu	consult, confer; select, choose	言			
啭	zhuàn	sing, chirp, warble, twitter	口			
饧	táng	sugar, syrup; malt sugar; sticky	食			
镉	gé	cadmium	金			
鸪	gū	species of Taiwan pigeon	鳥			
蛩	qióng	cricket, locust; anxious	虫			
蠖	huò	inch-worm; looper caterpiller	虫			
說	shuō	speak, say, talk; scold, upbraid	言			
劭	shào	encourage; to excel; excellent	力			
哐	kuāng	syllable	口			
崧	sōng	high mountain; lofty, eminent	山			
杼	zhù	shuttle of loom; narrow; long-headed; a scrub oak; thin	木			
棂	líng	carved or patterned window sills	木			
螫	shì	poison; sting; poisonous insect	虫			
龃	jǔ	irregular teeth; discord	齒			
饔	yōng	breakfast; eat prepared food	食			
遑	huáng	leisure, leisurely; hurry about	辵			
颢	hào	luminous; white, hoary	àà			
腱	jiàn	tendons	肉			
襁	qiǎng	swaddling clothes	衣			
忾	kài	anger, wrath, hatred, enmity	心			
濠	háo	moat, trench, ditch	水			
牝	pìn	female of species; deep gorge	牛			
蛄	gū	mole cricket	虫			
鲆	píng	sole	魚			
嗄	á	hoarse of voice	口			
灏	hào	vast, large, grand, expansive	水			
疥	jiè	scabies, itch	疒			
苜	mù	clover	艸			
荞	qiáo	buckwheat	艸			
嘣	bēng	syllable	口			
夤	yín	distant place; remote; deep	夕			
砝	fá	balance weights	石			
颞	niè	the temporal bone	àà			
開	kāi	open; initiate, begin, start	門			
忤	wǔ	insubordinate, stubborn; wrong	心			
遢	tà	careless, negligent, slipshod	辵			
旎	nǐ	fluttering of flag; romantic	方			
瘛	chì		疒			
魉	liǎng	a kind of monster	鬼			
辇	niǎn	hand-cart; transport by carriage	車			
見	jiàn	see, observe, behold; perceive	見			
瓤	ráng	flesh, core, pulp, pith	瓜			
荥	xíng	a county in Henan; the rising and dashing of waves	艸			
涫	guàn		水			
娌	lǐ		女			
氚	chuān	tritium	气			
臁	lián	calf of the leg	肉			
毂	gǔ	hub of wheel	殳			
碇	dìng	anchor	石			
毖	bì	guard against, take care; caution	比			
壅	yōng	to obstruct	土			
吡	bǐ	blame	口			
缛	rù	decorative, adorned, elegant	糸			
玮	wěi	type of jade; rare, valuable	玉			
羟	qiǎng	hydroxide	羊			
還	hái	still, yet, also, besides	辵			
珈	jiā		玉			
颀	qí	tall and slim	斤			
虼	gè	a flea; species of beetle	虫			
祇	qí	the spirit of the earth; (used for 只) only, merely, but	示			
佝	gōu	rickets	人			
翕	xī	agree	羽			
遴	lín	select, choose; surname	辵			
珏	jué	two pieces of jade joined together	玉			
郛	fú	outer walls of city; suburbs	邑			
較	jiào	compare; comparatively, more	車			
驗	yàn	test, examine, inspect; verify	馬			
玖	jiǔ	black-colored jade	玉			
蹇	jiǎn	lame, crippled; unlucky	足			
逋	bū	flee, run away, leave debt unsettled	辵			
氅	chǎng	overcoat; down feathers	毛			
粽	zòng	dumpling made of glutinous rice	米			
诂	gǔ	exegesis, explanation; explain	言			
岢	kě		山			
聒	guā	clamor, din, hubbub	耳			
髁	kē	thigh bone, hipbone; kneecap	骨			
黍	shǔ	glutinous millet; KangXi radical number 202	黍			
芾	fèi	flower; small; little; lush	艸			
淝	féi	name of an affluent of the Poyang Lake	水			
鲎	hòu	king crab	魚			
鞣	róu	tan, soften	革			
髋	kuān	hipbone; hip	骨			
闳	hóng	gate, barrier; wide, vast, expand	門			
潆	yíng	tiny stream; swirl around	水			
汨	mì	Mi(luo) river in Hunan province where Qu Yuan drowned himself; to sink; used (erroneously) for 汩	水			
胍	guā		肉			
阏	è	block, obstruct, stop up	門			
钤	qián	lock, latch; stamp, seal	金			
鹜	wù	duck	鳥			
鬈	quán	fine growth of hair curly hair	髟			
铵	ǎn	ammonium	金			
戬	jiǎn	exterminate, destroy; blessing	戈			
點	diǎn	dot, speck, spot; point, degree	黑			
崮	gù	a mesa, hill with flat top and steep sides	山			
枰	píng	smooth board; chessboard; chess	木			
樯	qiáng	mast, yard-arm, boom	木			
