Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
洎	jì	until; till; soup; to soak	水			
礌	léi		石			
膿	nóng	pus	肉			
葉	yè	leaf, petal; page of book; period	艸			
險	xiǎn	narrow pass, strategic point, dangerous	阜			
雙	shuāng	set of two, pair, couple; both	隹			
餘	yú	surplus, excess, remainder	食			
à	bīn	county in Shaanxi province	邑			
邽	guī	name of a county in Han dynasty	邑			
溽	rù	moist, humid, muggy	水			
棰	chuí		木			
舭	bǐ		舟			
艋	měng	small boat	舟			
靜	jìng	quiet, still, motionless; gentle	青			
聱	áo	bent and twisted; too complicated	耳			
尢	yóu	weak; KangXi radical 43	尢			
藚	xù	water plant	艸			
佾	yì	a row or file of dancers	人			
蕻	hóng		艸			
狁	yǔn	a tribe of Scythian nomads	犬			
绁	xiè	to contract, draw in, reduce, shorten	糸			
牾	wǔ	to oppose; to gore	牛			
慝	tè	do evil in secret; evil, vice	心			
蜱	pí	a tick, mite	虫			
鬘	mán	beautiful hair	髟			
膚	fū	skin; superficial, shallow	肉			
虧	kuī	lose, fail; damage; deficient	虍			
邊	biān	edge, margin, side, border	辵			
髮	fà	hair	髟			
埚	guō	crucible	土			
àà	yīn	bury; dam, block up	土			
菥	xī		艸			
萏	dàn	lotus	艸			
玟	wén	streaks in jade; gem	玉			
椟	dú	cabinet, wardrobe; closet	木			
铗	jiá	tongs, pincers; dagger; sword	金			
颙	yóng	solemn, large, grand, majestic	àà			
踬	zhì	stumble, totter; fail, be frustrated	足			
筚	bì	wicker, bamboo	竹			
矻	kū	toil, slave away; busy	石			
à	shuò	to daub; to thrust	手			
圉	yǔ	stable, corral, enclosure; frontier, border	囗			
浍	huì	irrigation ditch, trench; river	水			
閱	yuè	examine, inspect, review, read	門			
蛸	shāo	long legged spider; octopus; chrysalis of mantis	虫			
礎	chǔ	foundation stone, plinth	石			
討	tǎo	to discuss; ask for, beg; demand; dun; marry	言			
鎮	zhèn	town, market place; suppress	金			
鮊	bà		魚			
芘	pí		艸			
萜	tiē	C5H8	艸			
鄗	hào	county in Hebei province	邑			
惝	chǎng	alarmed, agitated	心			
毵	sān	long feathers; scraggy	毛			
鲽	dié	flatfish; flounder; sole	魚			
酞	tài	phthalein	酉			
絕	jué	cut, sever, break off, terminate	糸			
哚	duǒ	chemical element; (Cant.) backing, support of someone powerful; a little	口			
溷	hùn	privy, latrine; turbid, dirty	水			
缞	cuī	sackcloth worn on breast during	糸			
踰	yú	exceed, transgress; cross over	足			
搦	nuò	grasp, seize, take in hand	手			
帻	zé	turban; conical cap	巾			
铦	xiān	sharp, keen-edged; a kind of hoe	金			
鲴	gù	fish guts	魚			
髫	tiáo		髟			
盡	jǐn	exhaust, use up; deplete	皿			
蓋	gài	cover, hide, protect	艸			
製	zhì	make, manufacture; produce	衣			
載	zài	load; carry; transport, convey	車			
週	zhōu	week; turn, cycle; anniversary	辵			
陸	lù	land, continental; army; an accounting form of 六 (six)	阜			
醡	zhà	wine press	酉			
儇	xuān	clever, nimble	人			
狴	bì	a kind of tapir; a fierce beast depicted on the door of prisons	犬			
迮	zé	to rise; contracted; cramped	辵			
鍬	qiāo	shovel	金			
趱	zǎn	go in hurry, hasten; urge	走			
à	qiàn	wooden tablet; edition	木			
赟	yūn	affable, agreeable, pleasant	貝			
陔	gāi	a step, a terrace, a grade a ledge	阜			
坌	bèn	dust, earth; a bank of earth; to dig; to bring together	土			
悃	kǔn	sincere, genuine, honest, loyal	心			
塍	chéng	a raised path between fields, a dike	土			
疬	lì	scrofulous lumps or swellings	疒			
麈	zhǔ	species of deer	鹿			
絜	jié	a marking line; ascertain, assess; measure	糸			
脩	xiū	dried meat (used as teachers payment in ancient times)	肉			
赒	zhōu	give for charity	貝			
埒	liè	enclosure, dike, embankment	土			
镡	chán	dagger; small sword	金			
镨	pǔ	praseodymium	金			
骎	qīn	galloping; speeding	馬			
骙	kuí	(of a horse) lively; vigorous	馬			
薑	jiāng	ginger	艸			
鼩	qú		à			
雰	fēn	atmosphere; mist, fog	雨			
穩	wěn	stable, firm, solid, steady	禾			
藴	yùn	collect	艸			
責	zé		貝			
