Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
蕒	mǎi	a plant name	艸			
説	shuō	speak	言			
趌	jí	(Cant.) to order someone to leave	走			
踄	bù		足			
鑰	yào	key; lock	金			
隣	lín	neighbor; neighboring; adjacent	阜			
饌	zhuàn	feed, support, provide for; food; fine meats, delicacies	食			
驛	yì	relay station	馬			
骿	pián		骨			
鼥	bá		à			
碵	tian		石			
竤	hóng		立			
絒	chóu		糸			
絓	guà	obstructed; hindered	糸			
芼	mào	to choose; to select; greens	艸			
萢	pao		艸			
蓧	diào	bamboo basket; weeder; rake	艸			
蔄	màn		艸			
螦	sao		虫			
詀	zhān	garrulous to whisper. to joke	言			
躦	cuó	to jump	足			
狨	róng		犬			
錋	péng		金			
鎝	dā	technetium (Tc, same as 鍀); engrave (same as 鏤); tilling implement	金			
鐩	suì	lens	金			
隲	é	stallion; promote	阜			
霝	líng	drops of rain; to fall in drops	雨			
鞟	kuò	skin; leather	革			
礐	què		石			
禗	sī		示			
稡	zuì		禾			
穽	jǐng	hole; pitfall, trap	穴			
糮	xiàn		米			
羮	gēng	soup, broth	羊			
肰	rán		肉			
艸	cǎo	grass; KangXi radical 140	艸			
葇	róu		艸			
葟	huáng		艸			
蒪	pò		艸			
蝑	xū		虫			
螧	qi		虫			
蟅	zhè		虫			
蟢	xǐ	caulk; a spider	虫			
貒	tuān		豸			
銫	sè	cesium	金			
関	guān	frontier pass; close; relation	門			
礤	cǎ		石			
鮭	guī	salmon; spheroides vermicularis	魚			
鴙	zhì		鳥			
鴞	xiāo	owl	鳥			
鵣	lài		鳥			
鵪	ān	quail; Coturnix coturnix	鳥			
鷦	jiāo	wren	鳥			
鷺	lù	heron, egret; Ardea species (various)	鳥			
齜	chái	to show the teeth; crooked teeth	齒			
盢	xù		皿			
眘	shèn		目			
瞞	mán	deceive, lie; eyes half-closed	目			
礿	yuè	sacrifice	示			
祩	zhù		示			
禨	jī	pray for good fortune	示			
秺	dù		禾			
穟	suì	ear of grain; ripe grain	禾			
窫	yà		穴			
笎	yuán		竹			
篨	chú	coarse bamboo mat; ugly	竹			
籋	niè		竹			
緤	xiè	cord	糸			
緵	zōng	net	糸			
縚	tāo	band	糸			
繿	lán	(same as 襤) clothes without hem; ragged garments; sloppily dressed	糸			
羙	gāo		羊			
蘂	ruǐ	stamen or pistil	艸			
蜼	wèi		虫			
襘	guì		衣			
訞	yāo		言			
謄	téng	copy, transcribe	言			
谼	hóng		谷			
躒	lì	walk, move	足			
躭	dān	to delay; to loiter; to hinder	身			
迍	zhūn	falter, hesitate	辵			
釿	jīn		金			
鏸	huì		金			
颻	yáo	floating in air, drifting with wind	風			
餟	zhuì	libation	食			
餫	yùn	dumpling; supply	食			
餽	kuì	make present of food; gift	食			
驆	bì	used in transliterating Buddhist books	馬			
鬳	yàn		鬲			
魒	piāo		鬼			
盉	hé		皿			
睱	xià	to gaze slowly; white appearance of the eyes	目			
睻	xuān		目			
à	lǔ	sal ammoniac; sand; pebble	石			
箋	jiān	note, memo; stationery; comments	竹			
絣	bēng	to baste for sewing; to connect	糸			
縀	xiá		糸			
縛	fù	to tie	糸			
縧	tāo	silk cord, ribbon	糸			
荙	dá	plantago major	艸			
