Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鷁	yì	fishhawk; bow or prow	鳥			
鷖	yī	seagull	鳥			
鸇	zhān	hawk; Butastur indicus	鳥			
鸘	shuāng	eagle	鳥			
鸧	cāng	oriole	鳥			
鹙	qiū	large waterfowl with naked head; Garrulus glandarius	鳥			
麏	jūn		鹿			
黮	dǎn	black, dark; unclear; private	黑			
齯	ní	teeth grown in old age	齒			
龓	lǒng	a halter	龍			
盓	yū		皿			
眕	zhěn	restraint	目			
睘	qióng	round; stare	目			
睩	lù		目			
矂	sào		目			
矵	qì		石			
矺	zhé	(Cant.) to press steadily	石			
àà	mǔ		石			
硂	quán		石			
碒	yín		石			
磣	chěn	gritty	石			
祤	yǔ		示			
禩	sì		示			
稑	lù	rice	禾			
穐	qiū	fall, autumn	禾			
穛	zhuō		禾			
竂	piáo		穴			
笉	qǐn		竹			
篟	qiàn		竹			
篺	pí		竹			
紂	zhòu	name of an emperor; saddle part	糸			
紻	yǎng		糸			
綹	liǔ	skein; tuft, lock; wrinkle	糸			
緐	fán		糸			
縈	yíng	entangle, entwine, coil	糸			
繖	sǎn	umbrella, parasol, parachute	糸			
繯	huán	noose; hang death; tie, bind	糸			
繴	bì	a kind of fishing-net	糸			
纀	pú		糸			
羉	luán		网			
翈	xiá		羽			
耡	chú	hoe	耒			
腀	lún		肉			
艩	qí	tholepin	舟			
苅	yì	cut off, reap, mow; sickle	艸			
莁	wú		艸			
菞	lí		艸			
菳	qín		艸			
萈	huán		艸			
蒁	shù		艸			
蒑	yìn		艸			
蓔	yǎo		艸			
蓕	guì		艸			
蔙	xuàn		艸			
蔿	wěi	surname; place name	艸			
蕧	fù		艸			
薆	ài	to cover; to hide; to conceal	艸			
薗	yuán	garden; park, orchard	艸			
薝	zhān		艸			
藀	yíng		艸			
蘌	yǔ		艸			
虋	mén	asparagus a variety of red-stalked millet	艸			
蚿	xián	millipede	虫			
蜫	kūn	insects	虫			
蜽	liǎng		虫			
螥	cāng	the house-fly	虫			
àà	hē		虫			
袽	rú	clothes	衣			
裶	fēi		衣			
裺	yǎn		衣			
褣	róng		衣			
褸	lǚ	lapel, collar; tattered, threadbare	衣			
詅	líng	to sell	言			
詇	yàng		言			
詐	zhà	cheat, defraud, swindle; trick; to feign	言			
誻	tà		言			
諧	xié	harmonize, agree; joke, jest	言			
謚	shì	to confer posthumous titles	言			
豧	fū		豕			
貮	èr	number two	貝			
賡	gēng	continue	貝			
賱	yǔn		貝			
赑	bì	strong	貝			
赹	qióng		走			
赽	jué		走			
踃	xiāo		足			
蹞	kuǐ		足			
蹧	zāo	to spoil; to ruin	足			
躻	kong		身			
躿	kāng	tall	身			
輻	fú	spokes of wheel	車			
郟	jiá	county in Henan province; surname	邑			
鄑	zī	kick; place in Shandong province	邑			
酼	hǎi		酉			
醁	lù	a kind of green-colored wine	酉			
醕	chún		酉			
醥	piǎo		酉			
釪	huá	an alms bowl; a small bell	金			
鈵	bǐng		金			
銒	xíng		金			
