Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
鷴	xián	silver pheasant badge worn by civil officials of the 5th grade; Lophura species (various)	鳥			
鷽	xué	oriental bullfinch, weaver bird; Pyrrhula species (various)	鳥			
麩	fū	bran	麥			
麵	miàn	flour, dough, noodles	麥			
鼑	dǐng		鼎			
鼘	yuān		鼓			
鼮	tíng		à			
齲	qǔ	tooth decay	齒			
齼	chǔ		齒			
龝	qiū	autumn, fall; year	禾			
䦃	zhuō	(simplified form) to dig with a hoe, a big hoe				
䲣	yú	(simplified form) to fish; to seize				
à	chūn	(simplified form 鰆) a kind of fish; long and flat; silver-gray with dark color dots and cross-grained strips				
禖	méi	sacrifice	示			
禵	tí		示			
秅	chá		禾			
竌	chù		立			
籙	lù	book	竹			
粵	yuè	Guangdong and Guangxi provinces; initial particle	米			
緋	fēi	scarlet, dark red, crimson; purple	糸			
à	yí		羊			
翖	xì	ksc extension 3108	羽			
艣	lǔ	stern oar, scull [?]	舟			
蚡	fén	mole	虫			
訹	xù	to beguile with false stories	言			
à	xuān	noisy, uproarious; forget	言			
輂	jú		車			
輨	guǎn		車			
遶	rào	entwine; wind around; surround	辵			
鈆	qiān	lead	金			
鈖	fēn		金			
銅	tóng	copper, brass, bronze cuprum	金			
鍥	qiè	sickle; cut, carve, engrave	金			
鎇	méi	americium	金			
绗	háng	baste	糸			
鐷	yè		金			
閽	hūn	gatekeeper; gate, door	門			
闟	xì	peacefully; quietly	門			
韮	jiǔ	scallion, leek	韭			
騣	zōng	mane	馬			
髧	dàn	long hair; (Cant.) to hang down, droop	髟			
鴢	yǎo		鳥			
鷘	chì		鳥			
黺	fěn		黹			
祶	dì		示			
荮	zhòu	grass	艸			
瞏	qióng	round	目			
稴	xián		禾			
笲	fán	basket	竹			
笿	luò		竹			
縪	bì		糸			
纍	léi	bind, wind about; link, join	糸			
翸	pěn		羽			
肧	pēi	embryo; unfinished things	肉			
臶	jiàn		至			
蜸	qiǎn		虫			
豊	lǐ	abundant, lush, bountiful, plenty	豆			
賁	bì	forge ahead; energetic; surname	貝			
輐	wàn		車			
輘	léng	a car-rut; rumbling of a cart	車			
邏	luó	patrol; inspect; watch	辵			
雘	wò	dye made from red soil; ochre	隹			
鯽	zéi	Carassius auratus, crucian carp	魚			
䓖	qióng	(simplified form of 藭) Cnidium officinale, a kind of medicinal herb	艸			
眞	zhēn	real, actual, true, genuine	目			
睴	gùn		目			
瞡	guǐ		目			
àà	bīn		石			
磯	jī	jetty; submerged rock; eddy	石			
粿	guǒ	rice cake	米			
紘	hóng	string; vast, expansive	糸			
舋	xìn	split; (Cant.) a mark, trace	臼			
葋	qú		艸			
薭	bai		艸			
虲	xiā		虫			
àà	zhū	a toad	虫			
覵	jiàn	steal look; peep at; spy on	見			
註	zhù	explain; annotate; make entry	言			
詄	dié		言			
譗	zhá		言			
趰	ěr		走			
軧	dǐ		車			
岍	qiān		山			
鉼	bǐng	plate; (Cant.) a penny	金			
鋪	pù	spread out, arrange; shop, store; place to sleep, bed	金			
鞻	lóu		革			
颵	shāo		風			
餼	xì	sacrificial victim; gift; grain	食			
騍	kè	mother horse	馬			
驂	cān	two outside ones in three horse	馬			
鯘	něi		魚			
鳿	yù		鳥			
龎	páng	disorderly, messy; huge, big	龍			
睉	cuó		目			
àà	tuó		石			
礑	dàng		石			
禰	mí		示			
窤	guān		穴			
竈	zào	furnace; kitchen stove	穴			
聶	niè	whisper; surname	耳			
