Phrase	Translation	Notes
перчатки	rękawiczki
варежки	rękawiczki
шарф	szalik
очки	okulary
оправа	oprawka
зонт	parasol
трость	laska
щётка для волос	szczotka do włosów
веер	wachlarz
галстук	krawat
галстук-бабочка	muszka
подтяжки	szelki
носовой платок	chusteczka do nosa
расчёска	grzebień
заколка	spinka
шпилька	szpilka
пряжка	sprzączka
пояс (ремень)	pasek
ремень (сумки)	pasek (torby)
сумка	torba
сумочка (женская)	torebka
рюкзак	plecak
