Phrase	Grammar	Transcription	Translation	Notes
把	m	bǎ		
班	n, m	bān		
杯	n, m	bēi		
倍	m	bèi		
本	n, m	běn		
笔	n, m	bǐ		
遍	m	biàn		
层	m	céng		
场	m, n	chǎng		
次	m	cì		
道	m	dào		
点	m	diǎn		
段	m	duàn		
顿	m	dùn		
分	n, m	fēn		
封	m	fēng		
个	m	gè		
根	m, n	gēn		
公斤	m	gōngjīn		
公里	m	gōnglǐ		
号	n, m	hào		
回	m	huí		
家(文学家)	n, m, suf	jiā (wénxuéjiā)		
间	m	jiān		
件	m	jiàn		
角	m	jiǎo		
节	n, m	jié		
斤	m	jīn		
句	m	jù		
棵	m	kē		
克	m	kè		
刻	m	kè		
口	n, m	kǒu		
块	n, m	kuài		
里	m	lǐ		
辆	m	liàng		
毛	m	máo		
门	n, m	mén		
米(公尺)	m	mǐ(gōngchǐ)		
篇	m	piān		
片	m, n	piàn		
瓶	n, m	píng		
声	n, m	shēng		
双	m	shuāng		
岁	m	suì		
条	m	tiáo		
头	n, m	tóu		
位	m	wèi		
下	m	xià		
些	m	xiē		
页	m	yè		
一下儿	m	yīxià		
一些	m	yīxiē		
元	m	yuán		
张	m	zhāng		
只	m	zhī		
支	m	zhī		
种	n, m	zhǒng		
座	m	zuò		
