Phrase	Grammar	Transcription	Translation	Notes
不只	conj	bùzhǐ		
除非	conj	chúfēi		
等到	conj	děngdào		
固然	conj	gùrán		
好	conj	hǎo		
何况	conj	hékuàng		
即使	conj	jíshǐ		
假如	conj	jiǎrú		
假若	conj	jiǎruò		
假使	conj	jiǎshǐ		
可见	conj	kějiàn		
况且	conj	kuàngqiě		
免得	conj	miǎnde		
难怪	v, conj	nánguài		
宁可	conj	nìngkě		
任	prep, conj	rèn		
若	conj	ruò		
甚至	adv, conj	shènzhì		
甚至于	conj	shènzhìyú		
省得	conj	shěngde		
虽	conj	suī		
虽说	conj	suīshuō		
倘若	conj	tǎngròu		
要	conj	yào		
要不	conj	yàobù		
要不然	conj	yàoburán		
要不是	conj	yàobúshì		
以便	conj	yǐbiàn		
以至	conj	yǐzhì		
以致	conj	yǐzhì		
与其	conj	yǔqí		
再说	v, conj	zàishuō		
至于	conj, adv	zhìyú		
总之	conj	zǒngzhī		
