Phrase	Grammar	Transcription	Translation	Notes
八	num	bā		
百	num	bǎi		
半	num	bàn		
多	num	duō		
二	num	èr		
九	num	jiǔ		
俩	num	liǎ		
两	num	liǎng		
零	num	líng		
六	num	liù		
七	num	qī		
千	num	qiān		
三	num	sān		
十	num	shí		
四	num	sì		
万	num	wàn		
五	num	wǔ		
一	num	yī		
亿	num	yì		
