Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
丝	sī	silk; fine thread; wire; strings	一	5		
握	wò	grasp, hold fast, take by hand	手	5		
骨	gǔ	bone; skeleton; frame, framework	骨	5		
访	fǎng	visit; ask, inquire	言	5		
弱	ruò	weak; fragile, delicate	弓	5		
鬼	guǐ	ghost; spirit of dead; devil	鬼	5		
软	ruǎn	soft, flexible, pliable; weak	車	5		
扩	kuò	expand, enlarge, stretch	手	5		
盖	gài	cover, hide, protect	皿	5		
雄	xióng	male of species; hero; manly	隹	5		
稳	wěn	stable, firm, solid, steady	禾	5		
亿	yì	hundred million; many	人	5		
刺	cì	stab; prick, irritate; prod	刀	5		
拥	yōng	embrace, hug, squeeze; crowd	手	5		
齐	qí	even, uniform, of equal length	齊	5		
虚	xū	false	虍	5		
析	xī	split wood; break apart; divide	木	5		
透	tòu	penetrate, pass through	辵	5		
替	tì	change, replace, substitute for	曰	5		
途	tú	way, road, path, journey; course	辵	5		
兄	xiōng	elder brother	儿	5		
迅	xùn	quick, hasty, rapid, sudden	辵	5		
套	tào	case, cover, wrapper, envelope	大	5		
贸	mào	trade, barter; mixed; rashly	貝	5		
唯	wéi	only; yes	口	5		
轮	lún	wheel; revolve, turn; recur	車	5		
库	kù	armory, treasury, storehouse	广	5		
迹	jī	traces, impressions, footprints	辵	5		
促	cù	urge, press, hurry; close	人	5		
延	yán	delay, postpone, defer	廴	5		
震	zhèn	shake, quake, tremor; excite	雨	5		
甲	jiǎ	armor, shell; fingernails; 1st heavenly stem	田	5		
伟	wěi	great, robust; extraordinary	人	5		
缓	huǎn	slow, leisurely; to postpone, delay	糸	5		
闪	shǎn	flash; avoid, dodge, evade	門	5		
哲	zhé	wise, sagacious; wise man, sage	口	5		
络	luò	enmesh, wrap around; web, net	糸	5		
纯	chún	pure, clean, simple	糸	5		
忍	rěn	endure, bear, suffer; forbear	心	5		
筑	zhù	ancient lute; build	竹	5		
贝	bèi	sea shell; money, currency	貝	5		
振	zhèn	raise, excite, arouse action	手	5		
圆	yuán	circle; round, circular; complete	囗	5		
搞	gǎo	to clear, clarify	手	5		
狂	kuáng	insane, mad; violent; wild	犬	5		
措	cuò	place; collect, arrange; employ	手	5		
培	péi	bank up with dirt; cultivate	土	5		
宽	kuān	broad, wide; spacious, vast	宀	5		
摆	bǎi	put, place; display; swing, sway	手	5		
伸	shēn	extend, stretch out, open up; trust	人	5		
摩	mó	rub, scour, grind; friction	手	5		
悲	bēi	sorrow, grief; sorry, sad	心	5		
拍	pāi	clap, tap, beat; beat or rhythm	手	5		
硬	yìng	hard, firm, strong; obstinate	石	5		
麦	mài	wheat, barley, oats; simplified form of KangXi radical number 199	麥	5		
操	cāo	conduct, run, control, manage	手	5		
阻	zǔ	impede, hinder, obstruct; oppose	阜	5		
订	dìng	draw up agreement; arrange	言	5		
赞	zàn	help, support, assist, aid	貝	5		
纷	fēn	in disorder, scattered, tangled	糸	5		
喊	hǎn	shout, call out, yell; howl; cry	口	5		
违	wéi	disobey, violate, defy; be apart from	辵	5		
汇	huì	concourse; flow together, gather	水	5		
币	bì	currency, coins, legal tender	巾	5		
殊	shū	different, special, unusual	歹	5		
献	xiàn	offer, present; show, display	犬	5		
裁	cái	cut out; decrease	衣	5		
触	chù	butt, ram, gore; touch	角	5		
敬	jìng	respect, honor; respectfully	攴	5		
墙	qiáng	wall	土	5		
召	zhào	imperial decree; summon	口	5		
罚	fá	penalty, fine; punish, penalize	网	5		
享	xiǎng	enjoy	à	5		
犹	yóu	like, similar to, just like, as	犬	5		
彻	chè	penetrate, pervade; penetrating	彳	5		
描	miáo	copy, trace, sketch; depict	手	5		
妙	miào	mysterious, subtle; exquisite	女	5		
彼	bǐ	that, there, those	彳	5		
仿	fǎng	imitate, copy; as if	人	5		
闭	bì	shut, close; obstruct, block up	門	5		
庆	qìng	congratulate, celebrate	广	5		
泪	lèi	tears; weep, cry	水	5		
朗	lǎng	clear, bright; distinct	月	5		
尾	wěi	tail, extremity; end, stern	尸	5		
偷	tōu	to steal, burglar, thief	人	5		
虫	chóng	insects, worms; KangXi radical 142	虫	5		
淡	dàn	weak, watery; insipid, tasteless	水	5		
恨	hèn	hatred, dislike; resent, hate	心	5		
繁	fán	complicated, complex, difficult	糸	5		
伴	bàn	companion, comrade, partner; accompany	人	5		
旦	dàn	dawn; morning; day	日	5		
潮	cháo	tide; moist, wet, damp; flow	水	5		
粮	liáng	food, grain, provisions	米	5		
缩	suō	contract, draw in, reduce	糸	5		
挑	tiāo	a load carried on the shoulders; to carry	手	5		
灰	huī	ashes; dust; lime, mortar	火	5		
珍	zhēn	precious, valuable, rare	玉	5		
幕	mù	curtain, screen, tent	巾	5		
à	yìng	project; reflect light	日	5		
隔	gé	separate, partition	阜	5		
