Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
讯	xùn	inquire; ask; examine; reproach	言	6		
涉	shè	ford stream, wade across	水	6		
刊	kān	publication, periodical; publish	刀	6		
爆	bào	crackle, pop, burst, explode	火	6		
乌	wū	crow, rook, raven; black, dark	丿	6		
役	yì	service; a servant, laborer; to serve	彳	6		
患	huàn	suffer, worry about; suffering	心	6		
仙	xiān	Taoist super-being, transcendent, immortal	人	6		
症	zhèng	disease, illness, ailment	疒	6		
倾	qīng	upset, pour out, overflow	人	6		
陷	xiàn	submerge, sink, plunge; trap	阜	6		
轰	hōng	rumble, explosion, blast	車	6		
撤	chè	omit; remove; withdraw	手	6		
疾	jí	illness, disease, sickness; to hate	疒	6		
缘	yuán	hem, margin; reason, cause; fate	糸	6		
杜	dù	stop, prevent; restrict; surname	木	6		
仪	yí	ceremony, rites gifts; admire	人	6		
奔	bēn	run fast, flee; rush about; run	大	6		
à	zhū	precious stone, gem, jewel, pearl	玉	6		
驻	zhù	to be stationed at, reside at; to stop	馬	6		
孔	kǒng	opening, hole, orifice; great	子	6		
翼	yì	wings; fins on fish; shelter	羽	6		
叹	tàn	sigh, admire	口	6		
愈	yù	more and more, even more	心	6		
罢	bà	cease, finish, stop; give up	网	6		
径	jìng	narrow path; diameter; direct	彳	6		
恰	qià	just, exactly, precisely; proper	心	6		
捕	bǔ	arrest, catch, seize	手	6		
裂	liè	split, crack, break open; rend	衣	6		
泰	tài	great, exalted, superior; big	水	6		
尖	jiān	sharp, pointed, acute, keen	小	6		
à	zhōng	loyalty, devotion, fidelity	心	6		
炎	yán	flame, blaze; hot	火	6		
荒	huāng	wasteland, desert; uncultivated	艸	6		
横	héng	across	木	6		
孤	gū	orphan, fatherless; solitary	子	6		
胞	bāo	womb, placenta, fetal membrane	肉	6		
魂	hún	soul, spirit	鬼	6		
洪	hóng	vast, immense; flood, deluge	水	6		
津	jīn	ferry; saliva; ford	水	6		
晓	xiǎo	dawn, daybreak; clear, explicit	日	6		
仁	rén	humaneness, benevolence, kindness	人	6		
贫	pín	poor, impoverished, needy	貝	6		
赖	lài	rely, depend on; accuse falsely	貝	6		
仰	yǎng	raise the head to look; look up to, rely on, admire	人	6		
艇	tǐng	small boat, dugout, punt	舟	6		
凶	xiōng	culprit; murder; bad, sad	凵	6		
署	shǔ	public office	网	6		
御	yù	drive, ride; chariot; manage	彳	6		
奉	fèng	offer; receive; serve; respect	大	6		
旋	xuán	revolve, move in orbit; return	方	6		
晨	chén	early morning, daybreak	日	6		
伏	fú	crouch, crawl, lie hidden, conceal	人	6		
隆	lóng	prosperous, plentiful, abundant	阜	6		
奴	nú	slave, servant	女	6		
丧	sàng	mourning; mourn; funeral	十	6		
渡	dù	cross, ferry over; ferry	水	6		
旗	qí	banner, flag, streamer	方	6		
甘	gān	sweetness; sweet, tasty	甘	6		
扎	zhā	pull up; pierce; struggle free	手	6		
梁	liáng	bridge; beam; rafters; surname	木	6		
皆	jiē	all, every, everybody	白	6		
宙	zhòu	time as concept; infinite time	宀	6		
岩	yán	cliff; rocks; mountain	山	6		
荡	dàng	pond, pool; wash away, cleanse	艸	6		
蒂	dì	peduncle or stem of plants	艸	6		
井	jǐng	well, mine shaft, pit	二	6		
壮	zhuàng	big, large; robust; name of tribe	士	6		
殖	zhí	breed, spawn; increase; prosper	歹	6		
霍	huò	quickly, suddenly; surname	雨	6		
撒	sā	release, cast away, let go; disperse; relax	手	6		
液	yè	sap, juice, liquid, fluid	水	6		
番	fān	to take turns; a turn, a time; to repeat	田	6		
郎	láng	gentleman, young man; husband	邑	6		
忧	yōu	sad, grieved; grief, melancholy	心	6		
浮	fú	to float, drift, waft; to exceed; superfluous	水	6		
艘	sōu	counter for ships, vessels	舟	6		
伍	wǔ	five, company of five; troops	人	6		
峰	fēng	peak, summit; hump of camel	山	6		
黎	lí	surname; numerous, many; black	黍	6		
贯	guàn	a string of 1000 coins; to go through	貝	6		
侦	zhēn	spy, reconnoiter; detective	人	6		
券	quàn	certificate, ticket; title deeds	刀	6		
崇	chóng	esteem, honor, revere, venerate	山	6		
宪	xiàn	constitution, statute, law	宀	6		
慈	cí	kind, charitable, benevolent	心	6		
枝	zhī	branches, limbs; branch off	木	6		
拖	tuō	drag, tow, haul; delay, prolong	手	6		
墨	mò	ink; writing	土	6		
箭	jiàn	arrow; type of bamboo	竹	6		
泥	ní	mud, mire; earth, clay; plaster	水	6		
粉	fěn	powder, face powder; plaster	米	6		
氏	shì	clan, family; mister	氏	6		
拔	bá	uproot, pull out	手	6		
愤	fèn	resent, hate; indignant	心	6		
扑	pū	pound, beat, strike; attack	手	6		
驱	qū	spur a horse on; expel, drive away	馬	6		
掩	yǎn	to cover (with the hand); shut, conceal; ambush	手	6		
尸	shī	corpse; to impersonate the dead; to preside; KangXi radical 44	尸	6		
àà	bǎo	fort, fortress; town, village	土	6		
