Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
嗯	ń	final particle	口	5		
骤	zhòu	procedure; gallop; sudden(ly)	馬	5		
漏	lòu	leak, drip; funnel; hour glass	水	5		
à	yōu	long, far, remote, distant; liesurely	心	5		
滩	tān	bank, a sandbar, shoal; rapids	水	5		
嫁	jià	to marry, give a daughter in marriage	女	5		
催	cuī	press, urge	人	5		
翅	chì	wings; fin	羽	5		
锅	guō	cooking-pot, saucepan	金	5		
拆	chāi	to break up, split apart, rip open; to destroy	手	5		
棋	qí	chess; any game similar to chess	木	5		
唉	āi	alas, exclamation of surprise or pain	口	5		
孕	yùn	be pregnant, pregnancy	子	5		
链	liàn	chain, wire, cable; chain, shack	金	5		
艳	yàn	beautiful, sexy, voluptuous	色	5		
臭	chòu	smell, stink, emit foul odor	自	5		
趁	chèn	take advantage of, avail oneself	走	5		
愁	chóu	anxiety; to worry about, be anxious	心	5		
孝	xiào	filial piety, obedience; mourning	子	5		
冻	dòng	freeze; cold, congeal; jelly	冫	5		
闯	chuǎng	rush in, burst in, charge in	門	5		
宴	yàn	to entertain, feast; a feast, banquet	宀	5		
矩	jǔ		矢	5		
胶	jiāo	glue, gum, resin, rubber; sound; shin bone	肉	5		
盼	pàn	look, gaze; expect, hope for	目	5		
脖	bó	neck	肉	5		
虹	hóng	rainbow	虫	5		
账	zhàng	accounts; bill, debt; credit	貝	5		
倡	chàng	guide, leader; lead, introduce	人	5		
猴	hóu	monkey, ape; monkey-like	犬	5		
寓	yù	residence; lodge; dwell	宀	5		
狮	shī	lion	犬	5		
抄	chāo	copy, confiscate, seize	手	5		
晕	yūn	halo in sky; fog; dizzy, faint	日	5		
àà	kǎn	hack, chop, cut, fell	石	5		
剪	jiǎn	scissors; cut, divide, separate	刀	5		
叉	chā	crotch; fork, prong	又	5		
拐	guǎi	kidnap, abduct; turn	手	5		
捐	juān	contribute; give up, renounce	手	5		
歪	wāi	slant; inclined; askewd, awry	止	5		
粘	zhān	viscous, mucous; glutinous	米	5		
陌	mò	foot path between rice fields	阜	5		
窄	zhǎi	narrow, tight; narrow-minded	穴	5		
鞭	biān	whip; whip; string of firecrackers	革	5		
厘	lí	thousandth part of tael	厂	5		
厦	shà	big building, mansion	厂	5		
恳	kěn	sincere, earnest, cordial	心	5		
憾	hàn	to regret, remorse; dissatisfied	心	5		
摔	shuāi	fall ground, stumble, trip	手	5		
愧	kuì	ashamed, conscience-stricken	心	5		
洒	sǎ	sprinkle; scatter; pour; to wipe away; to shiver	水	5		
哎	āi	interjection of surprise	口	5		
钓	diào	fish; fishhook; tempt, lure	金	5		
蝶	dié	butterfly	虫	5		
讽	fěng	recite, incant; satirize	言	5		
旬	xún	ten-day period; period of time	日	5		
撕	sī	rip, tear; buy cloth	手	5		
谦	qiān	humble, modest	言	5		
兔	tù	rabbit, hare	儿	5		
荐	jiàn	repeat, reoccur; recommend	艸	5		
炭	tàn	charcoal; coal; carbon	火	5		
舅	jiù		臼	5		
裹	guǒ	wrap, bind; encircle, confine	衣	5		
瞎	xiā	blind, reckless; rash	目	5		
咨	zī	inquire, consult, discuss; plan	口	5		
à	chǒng	favorite, concubine; favor	宀	5		
兑	duì	cash; exchange	儿	5		
霉	méi	mildew, mold; moldy, mildewed	雨	5		
塘	táng	pond; tank; dike, embankment	土	5		
帘	lián	flag-sign of a tavern	巾	5		
厢	xiāng	side-room, wing; theatre box	厂	5		
乖	guāi	rebel; crafty, shrewd	丿	5		
娱	yú	pleasure, enjoyment, amusement	女	5		
娶	qǔ	marry, take wife	女	5		
嗓	sǎng	voice; throat	口	5		
蹲	dūn	squat, crouch; idle about	足	5		
淘	táo	wash in sieve; weed out	水	5		
嫩	nèn	soft, tender, delicate; young	女	5		
壶	hú	jar, pot, jug, vase; surname	士	5		
傍	bàng	by side of, beside, near, close	人	5		
勿	wù	must not, do not; without, never	勹	5		
踩	cǎi	step on	足	5		
煮	zhǔ	cook	火	5		
逗	dòu	tempt, allure, arouse, stir	辵	5		
炒	chǎo	fry, saute, roast, boil, cook	火	5		
寞	mò	silent, still, lonely, solitary	宀	5		
甩	shuǎi	throw away, discard	用	5		
燥	zào	dry, parched, arid; quick-tempered	火	5		
晒	shài	dry in sun, expose to sun	日	5		
屿	yǔ	island	山	5		
绸	chóu	silk cloth, satin damask	糸	5		
痒	yǎng	itch	疒	5		
耽	dān	indulge in; be negligent	耳	5		
魅	mèi	kind of forest demon, elf	鬼	5		
狡	jiǎo	cunning, deceitful, treacherous	犬	5		
匀	yún	equal	勹	5		
熬	áo	cook down, to boil; endure	火	5		
毯	tǎn	rug, carpet, blanket	毛	5		
梳	shū	comb; brush	木	5		
蔬	shū	vegetables, greens	艸	5		
