Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
射	shè	shoot, eject, issue forth, emit	寸	5		
略	lüè	approximately, roughly; outline	田	5		
范	fàn	surname; bee-like insect	艸	5		
村	cūn	village, hamlet; uncouth, vulgar	木	5		
哈	hā	sound of laughter	口	5		
退	tuì	step back, retreat, withdraw	辵	5		
余	yú	I, my, me; surname; surplus	人	5		
痛	tòng	pain, ache; sorry, sad; bitter	疒	5		
灵	líng	spirit, soul; spiritual world	彐	5		
配	pèi	match, pair; equal; blend	酉	5		
征	zhēng	invade, attack, conquer	彳	5		
挥	huī	direct; wipe away; squander	手	5		
胜	shèng	victory; excel, be better than	肉	5		
阶	jiē	stairs, steps; rank, degree	阜	5		
沉	chén	sink, submerge; addicted to	水	5		
善	shàn	good, virtuous, charitable, kind	口	5		
执	zhí	hold in hand; keep; carry out	手	5		
追	zhuī	pursue, chase after; expel	辵	5		
宣	xuān	declare, announce, proclaim	宀	5		
佛	fú	Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.)	人	5		
控	kòng	accuse, charge; control	手	5		
税	shuì	taxes	禾	5		
背	bèi	back; back side; behind; betray	肉	5		
阵	zhèn	column, row or file of troops	阜	5		
恶	è	evil, wicked, bad, foul	心	5		
顿	dùn	pause, stop; bow, kowtow; arrange	àà	5		
守	shǒu	defend, protect, guard, conserve	宀	5		
岛	dǎo	island	山	5		
托	tuō	to hold up with palm; to support, rely on	手	5		
烈	liè	fiery, violent, vehement, ardent	火	5		
索	suǒ	large rope, cable; rules, laws; to demand, to exact; to search, inquire; isolated	糸	5		
胡	hú	recklessly, foolishly; wildly	肉	5		
靠	kào	lean on, trust, depend on; near	非	5		
版	bǎn	printing blocks; edition	片	5		
宝	bǎo	treasure, jewel; precious, rare	宀	5		
欧	ōu	translit.: Europe; ohm; surname	à	5		
核	hé	seed, kernel, core, nut; atom	木	5		
暗	àn	dark; obscure; in secret, covert	日	5		
良	liáng	good, virtuous, respectable	艮	5		
升	shēng	arise, go up; hoist; advance	十	5		
临	lín	draw near, approach; descend	丨	5		
架	jià	rack, stand, prop; prop up	木	5		
域	yù	district, region, boundary; land	土	5		
括	kuò	include, embrace, enclose	手	5		
编	biān	knit, weave; arrange; compile	糸	5		
测	cè	measure, estimate, conjecture	水	5		
屋	wū	house; room; building, shelter	尸	5		
渐	jiàn	gradually	水	5		
救	jiù	save, rescue, relieve; help, aid	攴	5		
枪	qiāng	spear, lance; gun, rifle	木	5		
县	xiàn	county, district, subdivision	厶	5		
尚	shàng	still, yet; even; fairly, rather	小	5		
毫	háo	fine hair; measure of length	毛	5		
移	yí	change place, shift; move about	禾	5		
娘	niáng	mother; young girl; woman; wife	女	5		
智	zhì	wisdom, knowledge, intelligence	日	5		
掌	zhǎng	palm of hand, sole of foot, paw	手	5		
遗	yí	lose; articles lost; omit	辵	5		
固	gù	to become solid, solidify; strength	囗	5		
席	xí	seat; mat; take seat; banquet	巾	5		
秘	mì	secret, mysterious, abstruse	禾	5		
均	jūn	equal, even, fair; all, also	土	5		
销	xiāo	melt, fuse; market, sell	金	5		
诗	shī	poetry; poem, verse, ode	言	5		
藏	cáng	hide, conceal; hoard, store up	艸	5		
损	sǔn	diminish; impair; injure	手	5		
忽	hū	suddenly, abruptly; neglect	心	5		
巨	jù	large, great, enormous; chief	工	5		
炮	pào	large gun, cannon; artillery	火	5		
录	lù	copy, write down, record	彐	5		
乡	xiāng	country; rural; village	幺	5		
庭	tíng	courtyard; spacious hall or yard	广	5		
妇	fù	married women; woman; wife	女	5		
归	guī	return; return to, revert to	彐	5		
含	hán	hold in mouth; cherish; contain	口	5		
摇	yáo	wag, swing, wave; shake; scull	手	5		
补	bǔ	mend, patch, fix, repair, restore	衣	5		
谓	wèi	say, tell; call, name; be called	言	5		
毒	dú	poison, venom; poisonous	毋	5		
疗	liáo	be healed, cured, recover	疒	5		
逐	zhú	chase, expel; one by one	辵	5		
寻	xún	seek, search, look for; ancient	彐	5		
厂	chǎng	factory, workshop; radical 27	厂	5		
岸	àn	bank, shore; beach, coast	山	5		
炸	zhà	to fry in oil; to scald; to explode	火	5		
载	zài	load; carry; transport, convey	戈	5		
避	bì	avoid; turn aside; escape; hide	辵	5		
抓	zhuā	scratch; clutch, seize, grab	手	5		
荣	róng	glory, honor; flourish, prosper	艸	5		
姑	gū		女	5		
逃	táo	escape, flee; abscond, dodge	辵	5		
顶	dǐng	top, summit, peak; to carry on the head	àà	5		
玉	yù	jade, precious stone, gem	玉	5		
迫	pò	coerce, force, compel; urgent	辵	5		
洞	dòng	cave, grotto; ravine; hole	水	5		
卷	juǎn	scroll; curl; make a comeback	卩	5		
坦	tǎn	flat, smooth; self-possessed	土	5		
宁	níng	calm, peaceful, serene; healthy	宀	5		
训	xùn	teach, instruct; exegesis	言	5		
私	sī	private, personal; secret	禾	5		
