Hanzi	Pinyin	Definition	Radical	HSK	Components	Notes
剥	bō	peel	刀	6		
窝	wō	nest; cave, den; hiding place	穴	6		
携	xié	lead by hand, take with; carry	手	6		
陵	líng	hill, mound; mausoleum	阜	6		
哼	hēng	hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval	口	6		
棉	mián	cotton; cotton padded	木	6		
饲	sì	raise animals; feed; nourish	食	6		
逆	nì	disobey, rebel; rebel, traitor	辵	6		
喘	chuǎn	pant, gasp, breathe heavily	口	6		
罩	zhào	basket for catching fish; cover	网	6		
炉	lú	fireplace, stove, oven, furnace	火	6		
胎	tāi	unborn child, embryo, fetus	肉	6		
蓄	xù	store, save, hoard, gather	艸	6		
竭	jié	put forth great effort; exhaust	立	6		
浑	hún	muddy, turbid; blend, merge, mix	水	6		
悦	yuè	pleased, contented, gratified	心	6		
诞	dàn	bear children, give birth; birth	言	6		
泡	pào	bubbles, suds; blister; soak	水	6		
贼	zéi	thief, traitor; kill	貝	6		
亭	tíng	pavilion; erect	à	6		
酬	chóu	toast; reward, recompense	酉	6		
儒	rú	Confucian scholar	人	6		
泄	xiè	leak; vent; flow; reveal	水	6		
杆	gān	pole; shaft of spear	木	6		
挨	āi	near, close by, next to, towards, against; to wait; to lean on	手	6		
吟	yín	sing, hum; recite; type of poetry	口	6		
狭	xiá	narrow, limited; narrow-minded	犬	6		
肖	xiào	look like, resemble, be like	肉	6		
霞	xiá	rosy clouds	雨	6		
驳	bó	varicolored, variegated; mixed	馬	6		
裕	yù	abundant, rich, plentiful	衣	6		
顽	wán	obstinate, stubborn; recalcitrant	àà	6		
畜	chù	livestock, domestic animals	田	6		
咽	yàn	throat; pharynx	口	6		
勾	gōu	hook, join, connect; entice	勹	6		
疆	jiāng	boundary, border, frontier	田	6		
赌	dǔ	bet, gamble, wager; compete	貝	6		
畏	wèi	fear, dread, awe, reverence	田	6		
泊	pō	anchor vessel; lie at anchor	水	6		
肺	fèi	lungs	肉	6		
à	chán	wrap, wind around; tie, bind	糸	6		
瞪	dèng	stare at	目	6		
吊	diào	condole, mourn, pity; hang	口	6		
斑	bān	mottled, striped, freckle	文	6		
涛	tāo	large waves	水	6		
俘	fú	prisoner of war; take as prisoner	人	6		
卑	bēi	humble, low, inferior; despise	十	6		
葬	zàng	bury, inter	艸	6		
铭	míng	inscribe, engrave	金	6		
蛮	mán	barbarians; barbarous, savage	虫	6		
歧	qí	fork of road; branching off	止	6		
廊	láng	corridor, porch, veranda	广	6		
灌	guàn	pour; water; irrigate, flood	水	6		
勉	miǎn	endeavor, make effort; urge	力	6		
盲	máng	blind; unperceptive, shortsighted	目	6		
宰	zǎi	to slaughter; to rule	宀	6		
啥	shà	what?	口	6		
胀	zhàng	swell, inflate, expand	肉	6		
扯	chě	rip up, tear down; raise; haul	手	6		
辽	liáo	distant, far	辵	6		
抹	mǒ	smear, apply, wipe off, erase	手	6		
筒	tǒng	thick piece of bamboo; pipe	竹	6		
朴	pǔ	simple, unadorned; sincere; surname; a tree	木	6		
咐	fù	instruct, order	口	6		
誓	shì	swear, pledge; oath	言	6		
喉	hóu	throat, gullet, larynx; guttural	口	6		
妄	wàng	absurd, foolish, reckless; false	女	6		
拘	jū	restrain, seize, detain	手	6		
驰	chí	go quickly or swiftly; hurry	馬	6		
àà	lán	railing, balustrade; animal pan	木	6		
逝	shì	pass away; die	辵	6		
窃	qiè	secretly, stealthily; steal; thief	穴	6		
纤	xiān	fine, delicate; minute; graceful	糸	6		
盈	yíng	fill; full, overflowing; surplus	皿	6		
瞬	shùn	wink, blink; in a wink, a flash	目	6		
婴	yīng	baby, infant; bother	女	6		
颈	jǐng	neck, throat	àà	6		
倘	tǎng	if, supposing, in event of	人	6		
蔽	bì	cover, hide, conceal; shelter	艸	6		
畅	chàng	smoothly, freely, unrestrained	日	6		
à	zèng	give present; bestow, confer	貝	6		
跪	guì	kneel	足	6		
à	diān	top, peak, summit; upset	àà	6		
遮	zhē	cover, shield, protect	辵	6		
吁	xū		口	6		
辟	pì	law, rule; open up, develop	辛	6		
瘤	liú	tumor, lump, goiter	疒	6		
嫂	sǎo		女	6		
框	kuāng	frame; framework; door frame	木	6		
钦	qīn	respect, admire; respectful	金	6		
庸	yōng	usual, common, ordinary, mediocre	广	6		
吼	hǒu	roar, shout; bark, howl	口	6		
摊	tān	spread out, open; apportion	手	6		
嘱	zhǔ	order, tell, instruct, leave word	口	6		
衷	zhōng		衣	6		
娇	jiāo	seductive and loveable; tender	女	6		
讶	yà	express surprise, be surprised	言	6		
耸	sǒng	urge on; rise up; stir, excite	耳	6		
摧	cuī	destroy, break, injure	手	6		
薪	xīn	fuel, firewood; salary	艸	6		
