Phrase	Grammar	Transcription	Translation	Notes
气压		qìyā		
飞机		fēijī		
晕机		yūnjī		
海拔		hǎibá		
高度		gāodù		
指定的		zhǐdìng de		
自动		zìdòng		
被发现		bèi fāxiàn		
毛毯		máotǎn		
颠簸		diānbǒ		
早餐		zǎocān		
随身行李		suíshēn xínglǐ		
换		huàn		
频道		píndào		
驾驶舱		jiàshǐ cāng		
机组人员		jīzǔ rényuán		
经济舱		jīngjìcāng		
紧急情况		jǐnjí qíngkuàng		
紧急出口		jǐnjí chūkǒu		
遇上		yùshàng		
系紧		xìjǐn		
罚款		fákuǎn		
头等舱		tóuděngcāng		
能放进		néng fàngjìn		
乘务员		chéngwùyuán		
飞行时间		fēixíng shíjiān		
前		qián		
耳机		ěrjī		
小时		xiǎoshí		
钟头		zhōngtóu		
要是		yàoshì		
如果		rúguǒ		
继续		jìxù		
公里		gōnglǐ		
着陆		zhuólù		
救生衣		jiùshēng yī		
杂志		zázhì		
餐点		cāndiǎn		
米		mǐ		
分钟		fēnzhōng		
电影		diànyǐng		
音乐		yīnyuè		
报纸		bàozhǐ		
不准抽烟		bù zhǔn chōuyān		
在…上		zài…shàng		
原来位置		yuánlái wèizhì		
头顶藏		tóudǐng cáng		
氧气罩		yǎngqì zhào		
纸袋		zhǐdài		
枕头		zhěntou		
口袋		kǒudài		
收起来		shōu qǐlai		
后舱		hòucāng		
继续		jìxù		
保持		bǎochí		
租金		zūjīn		
座椅靠背		zuòyǐ kào bēi		
安全带		ānquán dài		
坐好		zuòhǎo		
供应		gōngyìng		
抽烟区		chōuyān qū		
速度		sùdù		
放直		fàngzhí		
起飞		qǐfēi		
洗手间		xǐshǒu jiān		
托盘餐桌		tuō pán cānzhuō		
湍流		tuānliú		
座位		zuòwèi		
座椅		zuòyǐ		
突然		tūrán		
用		yòng		
欢迎		huānyíng		
机翼		jīyì		
