Phrase	Grammar	Transcription	Translation	Notes
航空公司		hángkōng gōngsī		
飞机票		fēijī piào		
飞机场		fēijī chǎng		
机场费		jīchǎng fèi		
靠走道座位		kàozǒudào zuòwèi		
通知		tōngzhī		
到达		dàodá		
到港		dàogǎng		
注意		zhùyì		
登机		dēngjī		
登机口		dēngjī kǒu		
登机牌		dēngjīpái		
旅途愉快		lǚtú yúkuài		
飞往		fēiwǎng		
公文包		gōngwén bāo		
广播		guǎngbō		
公共汽车		gōnggòng qìchē		
取消		qǔxiāo		
手提行李		shǒu tǐ xínglǐ		
专机		zhuānjī		
检查		jiǎnchá		
办理登机手续		bànlǐ dēngjī shǒuxù		
托运行李		tuō yùn xínglǐ		
中国		zhōngguó		
市内总站		shìnèi zǒngzhàn		
领取		lǐngqǔ		
领取单		lǐngqǔ dān		
舱		cāng		
柜台		guìtái		
晚点		wǎndiǎn		
离港时间		lígǎng shíjiān		
出港		chūgǎng		
文件		wénjiàn		
国内		guónèi		
转让		zhuǎnràng		
票价		piàojià		
能放进		néng fàngjìn		
航班		hángbān		
班机		bānjī		
好在		hǎozài		
从		cōng		
满员		mǎnyuán		
在这儿		zàizhèr		
马上		mǎshàng		
国际		guójì		
标签		biāoqiān		
着陆		zhuólù		
排队		páiduì		
行李		xíngli		
大陆		dàlù		
误了		wùle		
必须		bìxū		
没问题		méi wèntí		
直飞		zhífēi		
号		hào		
正点		zhèngdiǎn		
头顶上方		tóudǐng shàngfāng		
通过		tōngguò		
乘客		chéngkè		
护照		hùzhào		
请		qǐng		
推迟		tuīchí		
价钱		jiàqian		
接待		jiēdài		
预定		yùdìng		
排		pái		
座		zuò		
安全		ānquán		
出示		chūshì		
停		tíng		
箱子		xiāngzi		
坐出租车		zuò chūzūchē		
起飞		qǐfēi		
登机楼		dēngjīlóu		
空座位		kōng zuòwèi		
签证		qiānzhèng		
天气		tiānqì		
将		jiàng		
靠窗的座位		kàochuāng de zuòwèi		
